GEOID,variable,Chinese,Korean,Spanish,Tagalog,Vietnamese
06013314104,B16001_089,NA,NA,NA,NA,142
06013314104,B16001_101,NA,NA,NA,0,NA
06013314200,B16001_005,NA,NA,2283,NA,NA
06013314200,B16001_077,0,NA,NA,NA,NA
06013314200,B16001_083,NA,0,NA,NA,NA
06013314200,B16001_089,NA,NA,NA,NA,0
06013314200,B16001_101,NA,NA,NA,0,NA
06013315000,B16001_005,NA,NA,199,NA,NA
06013315000,B16001_077,0,NA,NA,NA,NA
06013315000,B16001_083,NA,11,NA,NA,NA
06013315000,B16001_089,NA,NA,NA,NA,85
06013315000,B16001_101,NA,NA,NA,0,NA
06013316000,B16001_005,NA,NA,38,NA,NA
06013316000,B16001_077,0,NA,NA,NA,NA
06013316000,B16001_083,NA,0,NA,NA,NA
06013316000,B16001_089,NA,NA,NA,NA,0
06013316000,B16001_101,NA,NA,NA,0,NA
06013317000,B16001_005,NA,NA,38,NA,NA
06013317000,B16001_077,0,NA,NA,NA,NA
06013317000,B16001_083,NA,0,NA,NA,NA
06013317000,B16001_089,NA,NA,NA,NA,0
06013317000,B16001_101,NA,NA,NA,0,NA
06013318000,B16001_005,NA,NA,80,NA,NA
06013318000,B16001_077,0,NA,NA,NA,NA
06013318000,B16001_083,NA,0,NA,NA,NA
06013318000,B16001_089,NA,NA,NA,NA,0
06013318000,B16001_101,NA,NA,NA,0,NA
06013319000,B16001_005,NA,NA,306,NA,NA
06013319000,B16001_077,0,NA,NA,NA,NA
06013319000,B16001_083,NA,0,NA,NA,NA
06013319000,B16001_089,NA,NA,NA,NA,109
06013319000,B16001_101,NA,NA,NA,0,NA
06013320001,B16001_005,NA,NA,655,NA,NA
06013320001,B16001_077,0,NA,NA,NA,NA
06013320001,B16001_083,NA,7,NA,NA,NA
06013320001,B16001_089,NA,NA,NA,NA,0
06013320001,B16001_101,NA,NA,NA,0,NA
06013320003,B16001_005,NA,NA,16,NA,NA
06013320003,B16001_077,0,NA,NA,NA,NA
06013320003,B16001_083,NA,0,NA,NA,NA
06013320003,B16001_089,NA,NA,NA,NA,0
06013320003,B16001_101,NA,NA,NA,0,NA
06013320004,B16001_005,NA,NA,244,NA,NA
06013320004,B16001_077,0,NA,NA,NA,NA
06013320004,B16001_083,NA,0,NA,NA,NA
06013320004,B16001_089,NA,NA,NA,NA,0
06013320004,B16001_101,NA,NA,NA,0,NA
06013321101,B16001_005,NA,NA,96,NA,NA
06013321101,B16001_077,0,NA,NA,NA,NA
06013321101,B16001_083,NA,0,NA,NA,NA
06013321101,B16001_089,NA,NA,NA,NA,40
06013321101,B16001_101,NA,NA,NA,0,NA
06013321102,B16001_005,NA,NA,162,NA,NA
06013321102,B16001_077,0,NA,NA,NA,NA
06013321102,B16001_083,NA,0,NA,NA,NA
06013321102,B16001_089,NA,NA,NA,NA,0
06013321102,B16001_101,NA,NA,NA,0,NA
06013321103,B16001_005,NA,NA,22,NA,NA
06013321103,B16001_077,0,NA,NA,NA,NA
06013321103,B16001_083,NA,0,NA,NA,NA
06013321103,B16001_089,NA,NA,NA,NA,0
06013321103,B16001_101,NA,NA,NA,0,NA
06013321200,B16001_005,NA,NA,30,NA,NA
06013321200,B16001_077,0,NA,NA,NA,NA
06013321200,B16001_083,NA,0,NA,NA,NA
06013321200,B16001_089,NA,NA,NA,NA,0
06013321200,B16001_101,NA,NA,NA,0,NA
06013322000,B16001_005,NA,NA,46,NA,NA
06013322000,B16001_077,0,NA,NA,NA,NA
06013322000,B16001_083,NA,0,NA,NA,NA
06013322000,B16001_089,NA,NA,NA,NA,0
06013322000,B16001_101,NA,NA,NA,0,NA
06013323000,B16001_005,NA,NA,54,NA,NA
06013323000,B16001_077,0,NA,NA,NA,NA
06013323000,B16001_083,NA,0,NA,NA,NA
06013323000,B16001_089,NA,NA,NA,NA,0
06013323000,B16001_101,NA,NA,NA,0,NA
06013324001,B16001_005,NA,NA,70,NA,NA
06013324001,B16001_077,0,NA,NA,NA,NA
06013324001,B16001_083,NA,15,NA,NA,NA
06013324001,B16001_089,NA,NA,NA,NA,0
06013324001,B16001_101,NA,NA,NA,0,NA
06013324002,B16001_005,NA,NA,162,NA,NA
06013324002,B16001_077,0,NA,NA,NA,NA
06013324002,B16001_083,NA,0,NA,NA,NA
06013324002,B16001_089,NA,NA,NA,NA,30
06013324002,B16001_101,NA,NA,NA,0,NA
06013325000,B16001_005,NA,NA,76,NA,NA
06013325000,B16001_077,0,NA,NA,NA,NA
06013325000,B16001_083,NA,0,NA,NA,NA
06013325000,B16001_089,NA,NA,NA,NA,52
06013325000,B16001_101,NA,NA,NA,0,NA
06013326000,B16001_005,NA,NA,15,NA,NA
06013326000,B16001_077,0,NA,NA,NA,NA
06013326000,B16001_083,NA,0,NA,NA,NA
06013326000,B16001_089,NA,NA,NA,NA,0
06013326000,B16001_101,NA,NA,NA,0,NA
06013327000,B16001_005,NA,NA,1152,NA,NA
06013327000,B16001_077,0,NA,NA,NA,NA
06013327000,B16001_083,NA,0,NA,NA,NA
06013327000,B16001_089,NA,NA,NA,NA,0
06013327000,B16001_101,NA,NA,NA,0,NA
06013328000,B16001_005,NA,NA,79,NA,NA
06013328000,B16001_077,0,NA,NA,NA,NA
06013328000,B16001_083,NA,0,NA,NA,NA
06013328000,B16001_089,NA,NA,NA,NA,0
06013328000,B16001_101,NA,NA,NA,0,NA
06013329000,B16001_005,NA,NA,677,NA,NA
06013329000,B16001_077,0,NA,NA,NA,NA
06013329000,B16001_083,NA,0,NA,NA,NA
06013329000,B16001_089,NA,NA,NA,NA,29
06013329000,B16001_101,NA,NA,NA,0,NA
06013330000,B16001_005,NA,NA,476,NA,NA
06013330000,B16001_077,0,NA,NA,NA,NA
06013330000,B16001_083,NA,0,NA,NA,NA
06013330000,B16001_089,NA,NA,NA,NA,138
06013330000,B16001_101,NA,NA,NA,0,NA
06013331000,B16001_005,NA,NA,522,NA,NA
06013331000,B16001_077,0,NA,NA,NA,NA
06013331000,B16001_083,NA,0,NA,NA,NA
06013331000,B16001_089,NA,NA,NA,NA,0
06013331000,B16001_101,NA,NA,NA,0,NA
06013332000,B16001_005,NA,NA,724,NA,NA
06013332000,B16001_077,0,NA,NA,NA,NA
06013332000,B16001_083,NA,0,NA,NA,NA
06013332000,B16001_089,NA,NA,NA,NA,47
06013332000,B16001_101,NA,NA,NA,0,NA
06013333101,B16001_005,NA,NA,209,NA,NA
06013333101,B16001_077,0,NA,NA,NA,NA
06013333101,B16001_083,NA,9,NA,NA,NA
06013333101,B16001_089,NA,NA,NA,NA,17
06013333101,B16001_101,NA,NA,NA,0,NA
06013333102,B16001_005,NA,NA,50,NA,NA
06013333102,B16001_077,0,NA,NA,NA,NA
06013333102,B16001_083,NA,0,NA,NA,NA
06013333102,B16001_089,NA,NA,NA,NA,22
06013333102,B16001_101,NA,NA,NA,0,NA
06013333200,B16001_005,NA,NA,199,NA,NA
06013333200,B16001_077,10,NA,NA,NA,NA
06013333200,B16001_083,NA,0,NA,NA,NA
06013333200,B16001_089,NA,NA,NA,NA,0
06013333200,B16001_101,NA,NA,NA,0,NA
06013334001,B16001_005,NA,NA,113,NA,NA
06013334001,B16001_077,0,NA,NA,NA,NA
06013334001,B16001_083,NA,0,NA,NA,NA
06013334001,B16001_089,NA,NA,NA,NA,25
06013334001,B16001_101,NA,NA,NA,0,NA
06013334004,B16001_005,NA,NA,204,NA,NA
06013334004,B16001_077,0,NA,NA,NA,NA
06013334004,B16001_083,NA,0,NA,NA,NA
06013334004,B16001_089,NA,NA,NA,NA,110
06013334004,B16001_101,NA,NA,NA,0,NA
06013334006,B16001_005,NA,NA,132,NA,NA
06013334006,B16001_077,0,NA,NA,NA,NA
06013334006,B16001_083,NA,0,NA,NA,NA
06013334006,B16001_089,NA,NA,NA,NA,27
06013334006,B16001_101,NA,NA,NA,0,NA
06013334200,B16001_005,NA,NA,14,NA,NA
06013334200,B16001_077,0,NA,NA,NA,NA
06013334200,B16001_083,NA,0,NA,NA,NA
06013334200,B16001_089,NA,NA,NA,NA,0
06013334200,B16001_101,NA,NA,NA,0,NA
06013335000,B16001_005,NA,NA,84,NA,NA
06013335000,B16001_077,0,NA,NA,NA,NA
06013335000,B16001_083,NA,0,NA,NA,NA
06013335000,B16001_089,NA,NA,NA,NA,0
06013335000,B16001_101,NA,NA,NA,0,NA
06013336101,B16001_005,NA,NA,1366,NA,NA
06013336101,B16001_077,0,NA,NA,NA,NA
06013336101,B16001_083,NA,0,NA,NA,NA
06013336101,B16001_089,NA,NA,NA,NA,30
06013336101,B16001_101,NA,NA,NA,0,NA
06013336102,B16001_005,NA,NA,2524,NA,NA
06013336102,B16001_077,0,NA,NA,NA,NA
06013336102,B16001_083,NA,19,NA,NA,NA
06013336102,B16001_089,NA,NA,NA,NA,16
06013336102,B16001_101,NA,NA,NA,0,NA
06013336201,B16001_005,NA,NA,910,NA,NA
06013336201,B16001_077,0,NA,NA,NA,NA
06013336201,B16001_083,NA,0,NA,NA,NA
06013336201,B16001_089,NA,NA,NA,NA,58
06013336201,B16001_101,NA,NA,NA,0,NA
06013336202,B16001_005,NA,NA,2352,NA,NA
06013336202,B16001_077,0,NA,NA,NA,NA
06013336202,B16001_083,NA,0,NA,NA,NA
06013336202,B16001_089,NA,NA,NA,NA,34
06013336202,B16001_101,NA,NA,NA,0,NA
06013337100,B16001_005,NA,NA,150,NA,NA
06013337100,B16001_077,0,NA,NA,NA,NA
06013337100,B16001_083,NA,0,NA,NA,NA
06013337100,B16001_089,NA,NA,NA,NA,39
06013337100,B16001_101,NA,NA,NA,0,NA
06013337200,B16001_005,NA,NA,721,NA,NA
06013337200,B16001_077,0,NA,NA,NA,NA
06013337200,B16001_083,NA,0,NA,NA,NA
06013337200,B16001_089,NA,NA,NA,NA,0
06013337200,B16001_101,NA,NA,NA,0,NA
06013337300,B16001_005,NA,NA,75,NA,NA
06013337300,B16001_077,0,NA,NA,NA,NA
06013337300,B16001_083,NA,0,NA,NA,NA
06013337300,B16001_089,NA,NA,NA,NA,0
06013337300,B16001_101,NA,NA,NA,0,NA
06013338101,B16001_005,NA,NA,755,NA,NA
06013338101,B16001_077,0,NA,NA,NA,NA
06013338101,B16001_083,NA,7,NA,NA,NA
06013338101,B16001_089,NA,NA,NA,NA,50
06013338101,B16001_101,NA,NA,NA,0,NA
06013338102,B16001_005,NA,NA,108,NA,NA
06013338102,B16001_077,0,NA,NA,NA,NA
06013338102,B16001_083,NA,0,NA,NA,NA
06013338102,B16001_089,NA,NA,NA,NA,8
06013338102,B16001_101,NA,NA,NA,0,NA
06013338201,B16001_005,NA,NA,76,NA,NA
06013338201,B16001_077,0,NA,NA,NA,NA
06013338201,B16001_083,NA,0,NA,NA,NA
06013338201,B16001_089,NA,NA,NA,NA,0
06013338201,B16001_101,NA,NA,NA,0,NA
06013338203,B16001_005,NA,NA,0,NA,NA
06013338203,B16001_077,0,NA,NA,NA,NA
06013338203,B16001_083,NA,18,NA,NA,NA
06013338203,B16001_089,NA,NA,NA,NA,0
06013338203,B16001_101,NA,NA,NA,0,NA
06013338204,B16001_005,NA,NA,42,NA,NA
06013338204,B16001_077,0,NA,NA,NA,NA
06013338204,B16001_083,NA,0,NA,NA,NA
06013338204,B16001_089,NA,NA,NA,NA,0
06013338204,B16001_101,NA,NA,NA,0,NA
06013338301,B16001_005,NA,NA,82,NA,NA
06013338301,B16001_077,0,NA,NA,NA,NA
06013338301,B16001_083,NA,0,NA,NA,NA
06013338301,B16001_089,NA,NA,NA,NA,0
06013338301,B16001_101,NA,NA,NA,0,NA
06013338302,B16001_005,NA,NA,32,NA,NA
06013338302,B16001_077,0,NA,NA,NA,NA
06013338302,B16001_083,NA,0,NA,NA,NA
06013338302,B16001_089,NA,NA,NA,NA,0
06013338302,B16001_101,NA,NA,NA,0,NA
06013339001,B16001_005,NA,NA,98,NA,NA
06013339001,B16001_077,0,NA,NA,NA,NA
06013339001,B16001_083,NA,0,NA,NA,NA
06013339001,B16001_089,NA,NA,NA,NA,0
06013339001,B16001_101,NA,NA,NA,0,NA
06013339002,B16001_005,NA,NA,138,NA,NA
06013339002,B16001_077,0,NA,NA,NA,NA
06013339002,B16001_083,NA,0,NA,NA,NA
06013339002,B16001_089,NA,NA,NA,NA,0
06013339002,B16001_101,NA,NA,NA,0,NA
06013340001,B16001_005,NA,NA,317,NA,NA
06013340001,B16001_077,0,NA,NA,NA,NA
06013340001,B16001_083,NA,0,NA,NA,NA
06013340001,B16001_089,NA,NA,NA,NA,0
06013340001,B16001_101,NA,NA,NA,0,NA
06013340002,B16001_005,NA,NA,4,NA,NA
06013340002,B16001_077,0,NA,NA,NA,NA
06013340002,B16001_083,NA,0,NA,NA,NA
06013340002,B16001_089,NA,NA,NA,NA,49
06013340002,B16001_101,NA,NA,NA,0,NA
06013341000,B16001_005,NA,NA,24,NA,NA
06013341000,B16001_077,0,NA,NA,NA,NA
06013341000,B16001_083,NA,0,NA,NA,NA
06013341000,B16001_089,NA,NA,NA,NA,0
06013341000,B16001_101,NA,NA,NA,0,NA
06013343001,B16001_005,NA,NA,62,NA,NA
06013343001,B16001_077,0,NA,NA,NA,NA
06013343001,B16001_083,NA,0,NA,NA,NA
06013343001,B16001_089,NA,NA,NA,NA,0
06013343001,B16001_101,NA,NA,NA,0,NA
06013343002,B16001_005,NA,NA,3,NA,NA
06013343002,B16001_077,0,NA,NA,NA,NA
06013343002,B16001_083,NA,0,NA,NA,NA
06013343002,B16001_089,NA,NA,NA,NA,0
06013343002,B16001_101,NA,NA,NA,0,NA
06013343003,B16001_005,NA,NA,2,NA,NA
06013343003,B16001_077,0,NA,NA,NA,NA
06013343003,B16001_083,NA,7,NA,NA,NA
06013343003,B16001_089,NA,NA,NA,NA,0
06013343003,B16001_101,NA,NA,NA,0,NA
06013345101,B16001_005,NA,NA,78,NA,NA
06013345101,B16001_077,0,NA,NA,NA,NA
06013345101,B16001_083,NA,24,NA,NA,NA
06013345101,B16001_089,NA,NA,NA,NA,0
06013345101,B16001_101,NA,NA,NA,0,NA
06013345102,B16001_005,NA,NA,38,NA,NA
06013345102,B16001_077,0,NA,NA,NA,NA
06013345102,B16001_083,NA,0,NA,NA,NA
06013345102,B16001_089,NA,NA,NA,NA,32
06013345102,B16001_101,NA,NA,NA,0,NA
06013345103,B16001_005,NA,NA,32,NA,NA
06013345103,B16001_077,0,NA,NA,NA,NA
06013345103,B16001_083,NA,15,NA,NA,NA
06013345103,B16001_089,NA,NA,NA,NA,0
06013345103,B16001_101,NA,NA,NA,0,NA
06013345105,B16001_005,NA,NA,0,NA,NA
06013345105,B16001_077,0,NA,NA,NA,NA
06013345105,B16001_083,NA,0,NA,NA,NA
06013345105,B16001_089,NA,NA,NA,NA,18
06013345105,B16001_101,NA,NA,NA,0,NA
06013345108,B16001_005,NA,NA,21,NA,NA
06013345108,B16001_077,0,NA,NA,NA,NA
06013345108,B16001_083,NA,0,NA,NA,NA
06013345108,B16001_089,NA,NA,NA,NA,0
06013345108,B16001_101,NA,NA,NA,0,NA
06013345111,B16001_005,NA,NA,125,NA,NA
06013345111,B16001_077,0,NA,NA,NA,NA
06013345111,B16001_083,NA,13,NA,NA,NA
06013345111,B16001_089,NA,NA,NA,NA,0
06013345111,B16001_101,NA,NA,NA,0,NA
06013345112,B16001_005,NA,NA,76,NA,NA
06013345112,B16001_077,0,NA,NA,NA,NA
06013345112,B16001_083,NA,0,NA,NA,NA
06013345112,B16001_089,NA,NA,NA,NA,0
06013345112,B16001_101,NA,NA,NA,0,NA
06013345113,B16001_005,NA,NA,44,NA,NA
06013345113,B16001_077,0,NA,NA,NA,NA
06013345113,B16001_083,NA,0,NA,NA,NA
06013345113,B16001_089,NA,NA,NA,NA,0
06013345113,B16001_101,NA,NA,NA,0,NA
06013345114,B16001_005,NA,NA,15,NA,NA
06013345114,B16001_077,0,NA,NA,NA,NA
06013345114,B16001_083,NA,0,NA,NA,NA
06013345114,B16001_089,NA,NA,NA,NA,0
06013345114,B16001_101,NA,NA,NA,0,NA
06013345115,B16001_005,NA,NA,60,NA,NA
06013345115,B16001_077,15,NA,NA,NA,NA
06013345115,B16001_083,NA,0,NA,NA,NA
06013345115,B16001_089,NA,NA,NA,NA,8
06013345115,B16001_101,NA,NA,NA,0,NA
06013345116,B16001_005,NA,NA,38,NA,NA
06013345116,B16001_077,0,NA,NA,NA,NA
06013345116,B16001_083,NA,0,NA,NA,NA
06013345116,B16001_089,NA,NA,NA,NA,9
06013345116,B16001_101,NA,NA,NA,0,NA
06013345202,B16001_005,NA,NA,0,NA,NA
06013345202,B16001_077,0,NA,NA,NA,NA
06013345202,B16001_083,NA,0,NA,NA,NA
06013345202,B16001_089,NA,NA,NA,NA,0
06013345202,B16001_101,NA,NA,NA,0,NA
06013345203,B16001_005,NA,NA,53,NA,NA
06013345203,B16001_077,0,NA,NA,NA,NA
06013345203,B16001_083,NA,0,NA,NA,NA
06013345203,B16001_089,NA,NA,NA,NA,0
06013345203,B16001_101,NA,NA,NA,0,NA
06013345204,B16001_005,NA,NA,18,NA,NA
06013345204,B16001_077,0,NA,NA,NA,NA
06013345204,B16001_083,NA,0,NA,NA,NA
06013345204,B16001_089,NA,NA,NA,NA,0
06013345204,B16001_101,NA,NA,NA,0,NA
06013346101,B16001_005,NA,NA,36,NA,NA
06013346101,B16001_077,0,NA,NA,NA,NA
06013346101,B16001_083,NA,0,NA,NA,NA
06013346101,B16001_089,NA,NA,NA,NA,0
06013346101,B16001_101,NA,NA,NA,0,NA
06013346102,B16001_005,NA,NA,15,NA,NA
06013346102,B16001_077,0,NA,NA,NA,NA
06013346102,B16001_083,NA,0,NA,NA,NA
06013346102,B16001_089,NA,NA,NA,NA,0
06013346102,B16001_101,NA,NA,NA,0,NA
06013346201,B16001_005,NA,NA,26,NA,NA
06013346201,B16001_077,0,NA,NA,NA,NA
06013346201,B16001_083,NA,0,NA,NA,NA
06013346201,B16001_089,NA,NA,NA,NA,0
06013346201,B16001_101,NA,NA,NA,0,NA
06013346203,B16001_005,NA,NA,16,NA,NA
06013346203,B16001_077,0,NA,NA,NA,NA
06013346203,B16001_083,NA,0,NA,NA,NA
06013346203,B16001_089,NA,NA,NA,NA,0
06013346203,B16001_101,NA,NA,NA,0,NA
06013346204,B16001_005,NA,NA,0,NA,NA
06013346204,B16001_077,0,NA,NA,NA,NA
06013346204,B16001_083,NA,0,NA,NA,NA
06013346204,B16001_089,NA,NA,NA,NA,0
06013346204,B16001_101,NA,NA,NA,0,NA
06013347000,B16001_005,NA,NA,63,NA,NA
06013347000,B16001_077,0,NA,NA,NA,NA
06013347000,B16001_083,NA,0,NA,NA,NA
06013347000,B16001_089,NA,NA,NA,NA,0
06013347000,B16001_101,NA,NA,NA,0,NA
06013348000,B16001_005,NA,NA,6,NA,NA
06013348000,B16001_077,0,NA,NA,NA,NA
06013348000,B16001_083,NA,0,NA,NA,NA
06013348000,B16001_089,NA,NA,NA,NA,0
06013348000,B16001_101,NA,NA,NA,0,NA
06013349000,B16001_005,NA,NA,107,NA,NA
06013349000,B16001_077,0,NA,NA,NA,NA
06013349000,B16001_083,NA,0,NA,NA,NA
06013349000,B16001_089,NA,NA,NA,NA,0
06013349000,B16001_101,NA,NA,NA,0,NA
06013350000,B16001_005,NA,NA,85,NA,NA
06013350000,B16001_077,19,NA,NA,NA,NA
06013350000,B16001_083,NA,0,NA,NA,NA
06013350000,B16001_089,NA,NA,NA,NA,0
06013350000,B16001_101,NA,NA,NA,0,NA
06013351101,B16001_005,NA,NA,9,NA,NA
06013351101,B16001_077,0,NA,NA,NA,NA
06013351101,B16001_083,NA,0,NA,NA,NA
06013351101,B16001_089,NA,NA,NA,NA,0
06013351101,B16001_101,NA,NA,NA,0,NA
06013351102,B16001_005,NA,NA,5,NA,NA
06013351102,B16001_077,0,NA,NA,NA,NA
06013351102,B16001_083,NA,0,NA,NA,NA
06013351102,B16001_089,NA,NA,NA,NA,0
06013351102,B16001_101,NA,NA,NA,0,NA
06013351103,B16001_005,NA,NA,125,NA,NA
06013351103,B16001_077,0,NA,NA,NA,NA
06013351103,B16001_083,NA,0,NA,NA,NA
06013351103,B16001_089,NA,NA,NA,NA,0
06013351103,B16001_101,NA,NA,NA,0,NA
06013351200,B16001_005,NA,NA,29,NA,NA
06013351200,B16001_077,0,NA,NA,NA,NA
06013351200,B16001_083,NA,0,NA,NA,NA
06013351200,B16001_089,NA,NA,NA,NA,0
06013351200,B16001_101,NA,NA,NA,0,NA
06013352101,B16001_005,NA,NA,12,NA,NA
06013352101,B16001_077,0,NA,NA,NA,NA
06013352101,B16001_083,NA,0,NA,NA,NA
06013352101,B16001_089,NA,NA,NA,NA,16
06013352101,B16001_101,NA,NA,NA,0,NA
06013352102,B16001_005,NA,NA,7,NA,NA
06013352102,B16001_077,0,NA,NA,NA,NA
06013352102,B16001_083,NA,0,NA,NA,NA
06013352102,B16001_089,NA,NA,NA,NA,3
06013352102,B16001_101,NA,NA,NA,0,NA
06013352201,B16001_005,NA,NA,22,NA,NA
06013352201,B16001_077,0,NA,NA,NA,NA
06013352201,B16001_083,NA,0,NA,NA,NA
06013352201,B16001_089,NA,NA,NA,NA,0
06013352201,B16001_101,NA,NA,NA,0,NA
06013352202,B16001_005,NA,NA,15,NA,NA
06013352202,B16001_077,0,NA,NA,NA,NA
06013352202,B16001_083,NA,0,NA,NA,NA
06013352202,B16001_089,NA,NA,NA,NA,0
06013352202,B16001_101,NA,NA,NA,0,NA
06013353001,B16001_005,NA,NA,0,NA,NA
06013353001,B16001_077,0,NA,NA,NA,NA
06013353001,B16001_083,NA,0,NA,NA,NA
06013353001,B16001_089,NA,NA,NA,NA,0
06013353001,B16001_101,NA,NA,NA,0,NA
06013353002,B16001_005,NA,NA,71,NA,NA
06013353002,B16001_077,0,NA,NA,NA,NA
06013353002,B16001_083,NA,0,NA,NA,NA
06013353002,B16001_089,NA,NA,NA,NA,0
06013353002,B16001_101,NA,NA,NA,0,NA
06013354001,B16001_005,NA,NA,0,NA,NA
06013354001,B16001_077,0,NA,NA,NA,NA
06013354001,B16001_083,NA,0,NA,NA,NA
06013354001,B16001_089,NA,NA,NA,NA,0
06013354001,B16001_101,NA,NA,NA,0,NA
06013354002,B16001_005,NA,NA,44,NA,NA
06013354002,B16001_077,1,NA,NA,NA,NA
06013354002,B16001_083,NA,0,NA,NA,NA
06013354002,B16001_089,NA,NA,NA,NA,13
06013354002,B16001_101,NA,NA,NA,0,NA
06013355107,B16001_005,NA,NA,275,NA,NA
06013355107,B16001_077,0,NA,NA,NA,NA
06013355107,B16001_083,NA,35,NA,NA,NA
06013355107,B16001_089,NA,NA,NA,NA,0
06013355107,B16001_101,NA,NA,NA,0,NA
06013355108,B16001_005,NA,NA,487,NA,NA
06013355108,B16001_077,0,NA,NA,NA,NA
06013355108,B16001_083,NA,0,NA,NA,NA
06013355108,B16001_089,NA,NA,NA,NA,48
06013355108,B16001_101,NA,NA,NA,0,NA
06013355109,B16001_005,NA,NA,419,NA,NA
06013355109,B16001_077,0,NA,NA,NA,NA
06013355109,B16001_083,NA,0,NA,NA,NA
06013355109,B16001_089,NA,NA,NA,NA,54
06013355109,B16001_101,NA,NA,NA,0,NA
06013355110,B16001_005,NA,NA,248,NA,NA
06013355110,B16001_077,0,NA,NA,NA,NA
06013355110,B16001_083,NA,0,NA,NA,NA
06013355110,B16001_089,NA,NA,NA,NA,0
06013355110,B16001_101,NA,NA,NA,0,NA
06013355111,B16001_005,NA,NA,156,NA,NA
06013355111,B16001_077,0,NA,NA,NA,NA
06013355111,B16001_083,NA,0,NA,NA,NA
06013355111,B16001_089,NA,NA,NA,NA,21
06013355111,B16001_101,NA,NA,NA,0,NA
06013355112,B16001_005,NA,NA,129,NA,NA
06013355112,B16001_077,0,NA,NA,NA,NA
06013355112,B16001_083,NA,0,NA,NA,NA
06013355112,B16001_089,NA,NA,NA,NA,0
06013355112,B16001_101,NA,NA,NA,0,NA
06013355113,B16001_005,NA,NA,33,NA,NA
06013355113,B16001_077,0,NA,NA,NA,NA
06013355113,B16001_083,NA,0,NA,NA,NA
06013355113,B16001_089,NA,NA,NA,NA,0
06013355113,B16001_101,NA,NA,NA,0,NA
06013355114,B16001_005,NA,NA,77,NA,NA
06013355114,B16001_077,45,NA,NA,NA,NA
06013355114,B16001_083,NA,0,NA,NA,NA
06013355114,B16001_089,NA,NA,NA,NA,67
06013355114,B16001_101,NA,NA,NA,0,NA
06013355115,B16001_005,NA,NA,126,NA,NA
06013355115,B16001_077,0,NA,NA,NA,NA
06013355115,B16001_083,NA,0,NA,NA,NA
06013355115,B16001_089,NA,NA,NA,NA,55
06013355115,B16001_101,NA,NA,NA,0,NA
06013355116,B16001_005,NA,NA,44,NA,NA
06013355116,B16001_077,0,NA,NA,NA,NA
06013355116,B16001_083,NA,28,NA,NA,NA
06013355116,B16001_089,NA,NA,NA,NA,11
06013355116,B16001_101,NA,NA,NA,0,NA
06013355117,B16001_005,NA,NA,13,NA,NA
06013355117,B16001_077,0,NA,NA,NA,NA
06013355117,B16001_083,NA,0,NA,NA,NA
06013355117,B16001_089,NA,NA,NA,NA,0
06013355117,B16001_101,NA,NA,NA,0,NA
06013355200,B16001_005,NA,NA,458,NA,NA
06013355200,B16001_077,0,NA,NA,NA,NA
06013355200,B16001_083,NA,0,NA,NA,NA
06013355200,B16001_089,NA,NA,NA,NA,112
06013355200,B16001_101,NA,NA,NA,0,NA
06013355301,B16001_005,NA,NA,189,NA,NA
06013355301,B16001_077,0,NA,NA,NA,NA
06013355301,B16001_083,NA,0,NA,NA,NA
06013355301,B16001_089,NA,NA,NA,NA,54
06013355301,B16001_101,NA,NA,NA,0,NA
06013355302,B16001_005,NA,NA,19,NA,NA
06013355302,B16001_077,0,NA,NA,NA,NA
06013355302,B16001_083,NA,0,NA,NA,NA
06013355302,B16001_089,NA,NA,NA,NA,0
06013355302,B16001_101,NA,NA,NA,0,NA
06013355304,B16001_005,NA,NA,96,NA,NA
06013355304,B16001_077,0,NA,NA,NA,NA
06013355304,B16001_083,NA,0,NA,NA,NA
06013355304,B16001_089,NA,NA,NA,NA,0
06013355304,B16001_101,NA,NA,NA,0,NA
06013355306,B16001_005,NA,NA,9,NA,NA
06013355306,B16001_077,0,NA,NA,NA,NA
06013355306,B16001_083,NA,0,NA,NA,NA
06013355306,B16001_089,NA,NA,NA,NA,0
06013355306,B16001_101,NA,NA,NA,0,NA
06013356001,B16001_005,NA,NA,177,NA,NA
06013356001,B16001_077,0,NA,NA,NA,NA
06013356001,B16001_083,NA,0,NA,NA,NA
06013356001,B16001_089,NA,NA,NA,NA,0
06013356001,B16001_101,NA,NA,NA,0,NA
06013356002,B16001_005,NA,NA,205,NA,NA
06013356002,B16001_077,0,NA,NA,NA,NA
06013356002,B16001_083,NA,0,NA,NA,NA
06013356002,B16001_089,NA,NA,NA,NA,0
06013356002,B16001_101,NA,NA,NA,0,NA
06013357000,B16001_005,NA,NA,42,NA,NA
06013357000,B16001_077,0,NA,NA,NA,NA
06013357000,B16001_083,NA,0,NA,NA,NA
06013357000,B16001_089,NA,NA,NA,NA,0
06013357000,B16001_101,NA,NA,NA,0,NA
06013358000,B16001_005,NA,NA,413,NA,NA
06013358000,B16001_077,0,NA,NA,NA,NA
06013358000,B16001_083,NA,0,NA,NA,NA
06013358000,B16001_089,NA,NA,NA,NA,177
06013358000,B16001_101,NA,NA,NA,9,NA
06013359102,B16001_005,NA,NA,332,NA,NA
06013359102,B16001_077,0,NA,NA,NA,NA
06013359102,B16001_083,NA,9,NA,NA,NA
06013359102,B16001_089,NA,NA,NA,NA,76
06013359102,B16001_101,NA,NA,NA,0,NA
06013359103,B16001_005,NA,NA,88,NA,NA
