pricing_module,message_module,time_checked,algorithm_mode,facility_id,interval_starting,hour,minute,mday,wday
,OPEN TO ALL,2018-05-02T09:37:53Z,,FSE,1525253700,2,37,2,4
,OPEN TO ALL,2018-05-02T09:42:52Z,,FSE,1525254000,2,42,2,4
,OPEN TO ALL,2018-05-02T09:47:53Z,,CLW,1525254300,2,47,2,4
,OPEN TO ALL,2018-05-02T09:57:53Z,,CLW,1525254900,2,57,2,4
,OPEN TO ALL,2018-05-02T10:12:53Z,,CLW,1525255800,3,12,2,4
,OPEN TO ALL,2018-05-02T10:17:52Z,,FSE,1525256100,3,17,2,4
,OPEN TO ALL,2018-05-02T10:27:53Z,,CLW,1525256700,3,27,2,4
,OPEN TO ALL,2018-05-02T10:32:53Z,,CLW,1525257000,3,32,2,4
,OPEN TO ALL,2018-05-02T11:02:53Z,,FSE,1525258800,4,2,2,4
,OPEN TO ALL,2018-05-02T11:32:53Z,,CLW,1525260600,4,32,2,4
,OPEN TO ALL,2018-05-02T11:32:53Z,,FSE,1525260600,4,32,2,4
,OPEN TO ALL,2018-05-02T11:52:53Z,,CLW,1525261800,4,52,2,4
,OPEN TO ALL,2018-05-02T11:52:53Z,,FSE,1525261800,4,52,2,4
0.30,HOV 2+ NO TOLL,2018-05-02T12:12:53Z,EL Speed,CLW,1525263000,5,12,2,4
0.30,HOV 2+ NO TOLL,2018-05-02T12:22:53Z,EL Speed,CLW,1525263600,5,22,2,4
0.30,HOV 2+ NO TOLL,2018-05-02T12:32:53Z,EL Speed,FSE,1525264200,5,32,2,4
0.70,HOV 2+ NO TOLL,2018-05-02T12:42:53Z,EL Speed,CLW,1525264800,5,42,2,4
0.30,HOV 2+ NO TOLL,2018-05-02T12:57:53Z,EL Speed,FSE,1525265700,5,57,2,4
1.50,HOV 2+ NO TOLL,2018-05-02T13:17:53Z,EL Speed,CLW,1525266900,6,17,2,4
1.50,HOV 2+ NO TOLL,2018-05-02T13:27:53Z,EL Speed,CLW,1525267500,6,27,2,4
2.30,HOV 2+ NO TOLL,2018-05-02T13:32:53Z,EL Speed,CLW,1525267800,6,32,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T13:32:53Z,EL Speed,FSE,1525267800,6,32,2,4
3.00,HOV 2+ NO TOLL,2018-05-02T14:07:53Z,EL Speed,CLW,1525269900,7,7,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T14:27:53Z,EL Speed,FSE,1525271100,7,27,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T14:32:53Z,EL Speed,FSE,1525271400,7,32,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T14:42:52Z,EL Speed,FSE,1525272000,7,42,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T14:52:53Z,EL Speed,FSE,1525272600,7,52,2,4
6.20,HOV 2+ NO TOLL,2018-05-02T15:02:53Z,EL Speed,CLW,1525273200,8,2,2,4
8.00,HOV 2+ NO TOLL,2018-05-02T15:32:53Z,EL Speed,CLW,1525275000,8,32,2,4
8.00,HOV 2+ NO TOLL,2018-05-02T15:37:53Z,EL Speed,CLW,1525275300,8,37,2,4
7.50,HOV 2+ NO TOLL,2018-05-02T15:42:53Z,EL Speed,CLW,1525275600,8,42,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T15:52:53Z,EL Speed,FSE,1525276200,8,52,2,4
,OPEN TO ALL,2018-05-02T16:12:53Z,,FSE,1525277400,9,12,2,4
,OPEN TO ALL,2018-05-02T16:22:53Z,,FSE,1525278000,9,22,2,4
7.30,HOV 2+ NO TOLL,2018-05-02T16:42:52Z,EL Speed,CLW,1525279200,9,42,2,4
,OPEN TO ALL,2018-05-02T16:42:52Z,,FSE,1525279200,9,42,2,4
6.80,HOV 2+ NO TOLL,2018-05-02T16:47:53Z,EL Speed,CLW,1525279500,9,47,2,4
,OPEN TO ALL,2018-05-02T16:47:53Z,,FSE,1525279500,9,47,2,4
,OPEN TO ALL,2018-05-02T16:57:53Z,,FSE,1525280100,9,57,2,4
,OPEN TO ALL,2018-05-02T17:02:52Z,,FSE,1525280400,10,2,2,4
,OPEN TO ALL,2018-05-02T17:12:53Z,,CLW,1525281000,10,12,2,4
,OPEN TO ALL,2018-05-02T17:57:52Z,,FSE,1525283700,10,57,2,4
,OPEN TO ALL,2018-05-02T18:32:53Z,,FSE,1525285800,11,32,2,4
,OPEN TO ALL,2018-05-02T18:42:52Z,,CLW,1525286400,11,42,2,4
,OPEN TO ALL,2018-05-02T18:52:52Z,,CLW,1525287000,11,52,2,4
,OPEN TO ALL,2018-05-02T19:02:53Z,,FSE,1525287600,12,2,2,4
,OPEN TO ALL,2018-05-02T19:22:52Z,,FSE,1525288800,12,22,2,4
,OPEN TO ALL,2018-05-02T19:27:53Z,,CLW,1525289100,12,27,2,4
,OPEN TO ALL,2018-05-02T20:22:53Z,,CLW,1525292400,13,22,2,4
,OPEN TO ALL,2018-05-02T20:22:53Z,,FSE,1525292400,13,22,2,4
,OPEN TO ALL,2018-05-02T20:32:53Z,,CLW,1525293000,13,32,2,4
,OPEN TO ALL,2018-05-02T20:37:53Z,,FSE,1525293300,13,37,2,4
,OPEN TO ALL,2018-05-02T21:17:53Z,,CLW,1525295700,14,17,2,4
,OPEN TO ALL,2018-05-02T21:17:53Z,,FSE,1525295700,14,17,2,4
,OPEN TO ALL,2018-05-02T21:27:52Z,,FSE,1525296300,14,27,2,4
,OPEN TO ALL,2018-05-02T21:57:53Z,,FSE,1525298100,14,57,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T22:07:53Z,EL Speed,CLW,1525298700,15,7,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T22:27:53Z,EL Speed,CLW,1525299900,15,27,2,4
1.20,HOV 2+ NO TOLL,2018-05-02T22:42:52Z,EL Speed,FSE,1525300800,15,42,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T22:42:52Z,EL Speed,CLW,1525300800,15,42,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T22:52:52Z,EL Speed,CLW,1525301400,15,52,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T22:57:53Z,EL Speed,CLW,1525301700,15,57,2,4
2.00,HOV 2+ NO TOLL,2018-05-02T23:02:52Z,EL Speed,FSE,1525302000,16,2,2,4
2.00,HOV 2+ NO TOLL,2018-05-02T23:42:53Z,EL Speed,FSE,1525304400,16,42,2,4
1.00,HOV 2+ NO TOLL,2018-05-03T00:02:53Z,EL Speed,CLW,1525305600,17,2,2,4
1.20,HOV 2+ NO TOLL,2018-05-03T00:32:53Z,EL Speed,CLW,1525307400,17,32,2,4
6.10,HOV 2+ NO TOLL,2018-05-03T00:52:53Z,GP Speed,FSE,1525308600,17,52,2,4
1.00,HOV 2+ NO TOLL,2018-05-03T01:07:53Z,EL Speed,CLW,1525309500,18,7,2,4
3.60,HOV 2+ NO TOLL,2018-05-03T01:17:53Z,EL Speed,FSE,1525310100,18,17,2,4
2.60,HOV 2+ NO TOLL,2018-05-03T01:32:52Z,EL Speed,FSE,1525311000,18,32,2,4
2.40,HOV 2+ NO TOLL,2018-05-03T01:42:53Z,EL Speed,FSE,1525311600,18,42,2,4
1.00,HOV 2+ NO TOLL,2018-05-03T01:47:53Z,EL Speed,CLW,1525311900,18,47,2,4
2.50,HOV 2+ NO TOLL,2018-05-03T01:47:53Z,EL Speed,FSE,1525311900,18,47,2,4
,OPEN TO ALL,2018-05-03T02:07:53Z,,FSE,1525313100,19,7,2,4
,OPEN TO ALL,2018-05-03T02:12:53Z,,CLW,1525313400,19,12,2,4
,OPEN TO ALL,2018-05-03T02:22:53Z,,CLW,1525314000,19,22,2,4
,OPEN TO ALL,2018-05-03T03:07:53Z,,FSE,1525316700,20,7,2,4
,OPEN TO ALL,2018-05-03T04:07:52Z,,CLW,1525320300,21,7,2,4
,OPEN TO ALL,2018-05-03T04:47:52Z,,CLW,1525322700,21,47,2,4
,OPEN TO ALL,2018-05-03T04:57:52Z,,CLW,1525323300,21,57,2,4
1.00,HOV 2+ NO TOLL,2018-05-01T00:07:52Z,EL Speed,CLW,1525133100,17,7,30,2
3.20,HOV 2+ NO TOLL,2018-05-01T00:12:53Z,EL Speed,FSE,1525133400,17,12,30,2
1.00,HOV 2+ NO TOLL,2018-05-01T00:17:53Z,EL Speed,CLW,1525133700,17,17,30,2
1.00,HOV 2+ NO TOLL,2018-05-01T00:47:53Z,EL Speed,CLW,1525135500,17,47,30,2
1.00,HOV 2+ NO TOLL,2018-05-01T01:07:53Z,EL Speed,CLW,1525136700,18,7,30,2
1.00,HOV 2+ NO TOLL,2018-05-01T01:12:53Z,EL Speed,CLW,1525137000,18,12,30,2
1.00,HOV 2+ NO TOLL,2018-05-01T01:17:53Z,EL Speed,CLW,1525137300,18,17,30,2
1.00,HOV 2+ NO TOLL,2018-05-01T01:27:53Z,EL Speed,CLW,1525137900,18,27,30,2
2.80,HOV 2+ NO TOLL,2018-05-01T01:37:53Z,EL Speed,FSE,1525138500,18,37,30,2
,OPEN TO ALL,2018-05-01T02:42:53Z,,FSE,1525142400,19,42,30,2
,OPEN TO ALL,2018-05-01T02:57:53Z,,FSE,1525143300,19,57,30,2
,OPEN TO ALL,2018-05-01T03:02:52Z,,FSE,1525143600,20,2,30,2
,OPEN TO ALL,2018-05-01T03:02:52Z,,CLW,1525143600,20,2,30,2
,OPEN TO ALL,2018-05-01T03:22:53Z,,FSE,1525144800,20,22,30,2
,OPEN TO ALL,2018-05-01T03:27:53Z,,CLW,1525145100,20,27,30,2
,OPEN TO ALL,2018-05-01T03:37:53Z,,FSE,1525145700,20,37,30,2
,OPEN TO ALL,2018-05-01T03:47:52Z,,FSE,1525146300,20,47,30,2
,OPEN TO ALL,2018-05-01T04:32:53Z,,FSE,1525149000,21,32,30,2
,OPEN TO ALL,2018-05-01T04:47:53Z,,CLW,1525149900,21,47,30,2
,OPEN TO ALL,2018-05-01T04:47:53Z,,FSE,1525149900,21,47,30,2
,OPEN TO ALL,2018-05-01T05:12:53Z,,CLW,1525151100,22,12,30,2
,OPEN TO ALL,2018-05-01T05:22:53Z,,FSE,1525152000,22,22,30,2
,OPEN TO ALL,2018-05-01T05:27:52Z,,CLW,1525152300,22,27,30,2
,OPEN TO ALL,2018-05-01T05:37:53Z,,CLW,1525152900,22,37,30,2
,OPEN TO ALL,2018-05-01T05:42:53Z,,CLW,1525153200,22,42,30,2
,OPEN TO ALL,2018-05-01T05:42:53Z,,FSE,1525153200,22,42,30,2
,OPEN TO ALL,2018-05-01T05:47:53Z,,FSE,1525153500,22,47,30,2
,OPEN TO ALL,2018-05-01T05:52:53Z,,FSE,1525153800,22,52,30,2
,OPEN TO ALL,2018-05-01T06:07:52Z,,CLW,1525154700,23,7,30,2
,OPEN TO ALL,2018-05-01T06:07:52Z,,FSE,1525154700,23,7,30,2
,OPEN TO ALL,2018-05-01T06:22:52Z,,CLW,1525155600,23,22,30,2
,OPEN TO ALL,2018-05-01T06:27:53Z,,FSE,1525155900,23,27,30,2
,OPEN TO ALL,2018-05-01T06:27:53Z,,CLW,1525155900,23,27,30,2
,OPEN TO ALL,2018-05-01T06:37:53Z,,CLW,1525156500,23,37,30,2
,OPEN TO ALL,2018-05-01T09:07:53Z,,CLW,1525165500,2,7,1,3
,OPEN TO ALL,2018-05-01T09:07:53Z,,FSE,1525165500,2,7,1,3
,OPEN TO ALL,2018-05-01T09:12:53Z,,FSE,1525165800,2,12,1,3
,OPEN TO ALL,2018-05-01T09:12:53Z,,CLW,1525165800,2,12,1,3
,OPEN TO ALL,2018-05-01T09:17:53Z,,FSE,1525166100,2,17,1,3
,OPEN TO ALL,2018-05-01T09:17:53Z,,CLW,1525166100,2,17,1,3
,OPEN TO ALL,2018-05-01T09:22:53Z,,CLW,1525166400,2,22,1,3
,OPEN TO ALL,2018-05-01T09:22:53Z,,FSE,1525166400,2,22,1,3
,OPEN TO ALL,2018-05-01T09:52:53Z,,CLW,1525168200,2,52,1,3
,OPEN TO ALL,2018-05-01T10:07:53Z,,FSE,1525169100,3,7,1,3
,OPEN TO ALL,2018-05-01T10:17:52Z,,FSE,1525169700,3,17,1,3
,OPEN TO ALL,2018-05-01T10:27:52Z,,CLW,1525170300,3,27,1,3
,OPEN TO ALL,2018-05-01T10:52:53Z,,FSE,1525171800,3,52,1,3
,OPEN TO ALL,2018-05-01T11:07:53Z,,CLW,1525172700,4,7,1,3
,OPEN TO ALL,2018-05-01T11:17:53Z,,CLW,1525173300,4,17,1,3
,OPEN TO ALL,2018-05-01T11:57:53Z,,CLW,1525175700,4,57,1,3
,OPEN TO ALL,2018-05-01T11:57:53Z,,FSE,1525175700,4,57,1,3
0.30,HOV 2+ NO TOLL,2018-05-01T12:02:53Z,EL Speed,CLW,1525176000,5,2,1,3
0.30,HOV 2+ NO TOLL,2018-05-01T12:17:53Z,EL Speed,CLW,1525176900,5,17,1,3
0.30,HOV 2+ NO TOLL,2018-05-01T12:32:53Z,EL Speed,FSE,1525177800,5,32,1,3
0.70,HOV 2+ NO TOLL,2018-05-01T12:42:53Z,EL Speed,CLW,1525178400,5,42,1,3
1.50,HOV 2+ NO TOLL,2018-05-01T13:07:52Z,EL Speed,CLW,1525179900,6,7,1,3
1.50,HOV 2+ NO TOLL,2018-05-01T13:12:52Z,EL Speed,CLW,1525180200,6,12,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T13:17:53Z,EL Speed,FSE,1525180500,6,17,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T13:37:53Z,EL Speed,FSE,1525181700,6,37,1,3
2.60,HOV 2+ NO TOLL,2018-05-01T13:42:52Z,EL Speed,CLW,1525182000,6,42,1,3
2.60,HOV 2+ NO TOLL,2018-05-01T13:47:53Z,EL Speed,CLW,1525182300,6,47,1,3
3.30,HOV 2+ NO TOLL,2018-05-01T13:52:53Z,EL Speed,CLW,1525182600,6,52,1,3
3.80,HOV 2+ NO TOLL,2018-05-01T14:27:53Z,EL Speed,CLW,1525184700,7,27,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T14:27:53Z,EL Speed,FSE,1525184700,7,27,1,3
4.30,HOV 2+ NO TOLL,2018-05-01T14:32:53Z,EL Speed,CLW,1525185000,7,32,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T14:37:53Z,EL Speed,FSE,1525185300,7,37,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T14:42:53Z,EL Speed,FSE,1525185600,7,42,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T15:07:53Z,EL Speed,FSE,1525187100,8,7,1,3
6.80,HOV 2+ NO TOLL,2018-05-01T15:12:52Z,EL Speed,CLW,1525187400,8,12,1,3
7.00,HOV 2+ NO TOLL,2018-05-01T15:42:53Z,EL Speed,CLW,1525189200,8,42,1,3
,OPEN TO ALL,2018-05-01T16:22:52Z,,FSE,1525191600,9,22,1,3
6.40,HOV 2+ NO TOLL,2018-05-01T16:27:53Z,EL Speed,CLW,1525191900,9,27,1,3
,OPEN TO ALL,2018-05-01T16:32:53Z,,FSE,1525192200,9,32,1,3
,OPEN TO ALL,2018-05-01T16:37:53Z,,FSE,1525192500,9,37,1,3
6.60,HOV 2+ NO TOLL,2018-05-01T16:42:52Z,EL Speed,CLW,1525192800,9,42,1,3
6.60,HOV 2+ NO TOLL,2018-05-01T16:47:53Z,EL Speed,CLW,1525193100,9,47,1,3
6.20,HOV 2+ NO TOLL,2018-05-01T16:57:53Z,EL Speed,CLW,1525193700,9,57,1,3
,OPEN TO ALL,2018-05-01T17:17:53Z,,FSE,1525194900,10,17,1,3
,OPEN TO ALL,2018-05-01T17:32:53Z,,CLW,1525195800,10,32,1,3
,OPEN TO ALL,2018-05-01T17:37:53Z,,FSE,1525196100,10,37,1,3
,OPEN TO ALL,2018-05-01T17:52:53Z,,FSE,1525197000,10,52,1,3
,OPEN TO ALL,2018-05-01T17:57:53Z,,CLW,1525197300,10,57,1,3
,OPEN TO ALL,2018-05-01T18:07:52Z,,FSE,1525197900,11,7,1,3
,OPEN TO ALL,2018-05-01T18:32:53Z,,CLW,1525199400,11,32,1,3
,OPEN TO ALL,2018-05-01T18:37:53Z,,FSE,1525199700,11,37,1,3
,OPEN TO ALL,2018-05-01T18:42:53Z,,FSE,1525200000,11,42,1,3
,OPEN TO ALL,2018-05-01T19:02:53Z,,CLW,1525201200,12,2,1,3
,OPEN TO ALL,2018-05-01T19:42:53Z,,CLW,1525203600,12,42,1,3
,OPEN TO ALL,2018-05-01T19:47:53Z,,FSE,1525203900,12,47,1,3
,OPEN TO ALL,2018-05-01T20:17:53Z,,FSE,1525205700,13,17,1,3
,OPEN TO ALL,2018-05-01T20:17:53Z,,CLW,1525205700,13,17,1,3
,OPEN TO ALL,2018-05-01T20:22:52Z,,FSE,1525206000,13,22,1,3
,OPEN TO ALL,2018-05-01T20:37:53Z,,FSE,1525206900,13,37,1,3
,OPEN TO ALL,2018-05-01T20:42:53Z,,FSE,1525207200,13,42,1,3
,OPEN TO ALL,2018-05-01T20:47:53Z,,CLW,1525207500,13,47,1,3
,OPEN TO ALL,2018-05-01T20:52:53Z,,FSE,1525207800,13,52,1,3
,OPEN TO ALL,2018-05-01T21:07:53Z,,FSE,1525208700,14,7,1,3
,OPEN TO ALL,2018-05-01T21:17:53Z,,FSE,1525209300,14,17,1,3
,OPEN TO ALL,2018-05-01T21:42:53Z,,CLW,1525210800,14,42,1,3
,OPEN TO ALL,2018-05-01T21:52:53Z,,CLW,1525211400,14,52,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T22:27:53Z,EL Speed,CLW,1525213500,15,27,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T22:32:53Z,EL Speed,CLW,1525213800,15,32,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T22:52:53Z,EL Speed,CLW,1525215000,15,52,1,3
0.70,HOV 2+ NO TOLL,2018-05-01T23:07:53Z,EL Speed,CLW,1525215900,16,7,1,3
3.70,HOV 2+ NO TOLL,2018-05-01T23:27:53Z,EL Speed,FSE,1525217100,16,27,1,3
5.80,HOV 2+ NO TOLL,2018-05-01T23:57:53Z,GP Speed,FSE,1525218900,16,57,1,3
1.00,HOV 2+ NO TOLL,2018-05-02T00:12:53Z,EL Speed,CLW,1525219800,17,12,1,3
5.00,HOV 2+ NO TOLL,2018-05-02T00:12:53Z,GP Speed,FSE,1525219800,17,12,1,3
5.80,HOV 2+ NO TOLL,2018-05-02T00:22:53Z,GP Speed,FSE,1525220400,17,22,1,3
1.20,HOV 2+ NO TOLL,2018-05-02T00:32:52Z,EL Speed,CLW,1525221000,17,32,1,3
1.00,HOV 2+ NO TOLL,2018-05-02T01:12:53Z,EL Speed,CLW,1525223400,18,12,1,3
2.80,HOV 2+ NO TOLL,2018-05-02T01:57:53Z,EL Speed,FSE,1525226100,18,57,1,3
,OPEN TO ALL,2018-05-02T02:07:53Z,,FSE,1525226700,19,7,1,3
,OPEN TO ALL,2018-05-02T02:42:53Z,,FSE,1525228800,19,42,1,3
,OPEN TO ALL,2018-05-02T02:52:52Z,,FSE,1525229400,19,52,1,3
,OPEN TO ALL,2018-05-02T03:22:53Z,,CLW,1525231200,20,22,1,3
,OPEN TO ALL,2018-05-06T02:42:53Z,,CLW,1525574400,19,42,5,7
,OPEN TO ALL,2018-05-06T02:52:52Z,,FSE,1525575000,19,52,5,7
,OPEN TO ALL,2018-05-06T02:52:52Z,,CLW,1525575000,19,52,5,7
,OPEN TO ALL,2018-05-06T02:57:53Z,,CLW,1525575300,19,57,5,7
,OPEN TO ALL,2018-05-06T03:02:53Z,,CLW,1525575600,20,2,5,7
,OPEN TO ALL,2018-05-06T03:37:53Z,,CLW,1525577700,20,37,5,7
,OPEN TO ALL,2018-05-06T03:57:53Z,,FSE,1525578900,20,57,5,7
,OPEN TO ALL,2018-05-06T04:02:53Z,,FSE,1525579200,21,2,5,7
,OPEN TO ALL,2018-05-06T06:02:52Z,,CLW,1525586400,23,2,5,7
,OPEN TO ALL,2018-05-06T06:07:53Z,,CLW,1525586700,23,7,5,7
,OPEN TO ALL,2018-05-06T06:27:53Z,,CLW,1525587900,23,27,5,7
,OPEN TO ALL,2018-05-06T06:27:53Z,,FSE,1525587900,23,27,5,7
,OPEN TO ALL,2018-05-06T06:52:53Z,,CLW,1525589400,23,52,5,7
,OPEN TO ALL,2018-05-06T07:22:53Z,,CLW,1525591200,0,22,6,1
,OPEN TO ALL,2018-05-06T07:47:53Z,,FSE,1525592700,0,47,6,1
,OPEN TO ALL,2018-05-06T08:02:53Z,,FSE,1525593600,1,2,6,1
,OPEN TO ALL,2018-05-06T08:07:53Z,,FSE,1525593900,1,7,6,1
,OPEN TO ALL,2018-05-06T08:17:53Z,,CLW,1525594500,1,17,6,1
,OPEN TO ALL,2018-05-06T08:17:53Z,,FSE,1525594500,1,17,6,1
,OPEN TO ALL,2018-05-06T08:42:53Z,,FSE,1525596000,1,42,6,1
,OPEN TO ALL,2018-05-06T09:02:53Z,,CLW,1525597200,2,2,6,1
,OPEN TO ALL,2018-05-06T09:02:53Z,,FSE,1525597200,2,2,6,1
,OPEN TO ALL,2018-05-06T09:07:53Z,,FSE,1525597500,2,7,6,1
,OPEN TO ALL,2018-05-06T09:27:53Z,,FSE,1525598700,2,27,6,1
,OPEN TO ALL,2018-05-06T09:42:53Z,,CLW,1525599600,2,42,6,1
,OPEN TO ALL,2018-05-06T09:52:53Z,,FSE,1525600200,2,52,6,1
,OPEN TO ALL,2018-05-06T10:07:52Z,,FSE,1525601100,3,7,6,1
,OPEN TO ALL,2018-05-06T10:22:52Z,,CLW,1525602000,3,22,6,1
,OPEN TO ALL,2018-05-06T10:27:53Z,,CLW,1525602300,3,27,6,1
,OPEN TO ALL,2018-05-06T10:42:53Z,,FSE,1525603200,3,42,6,1
,OPEN TO ALL,2018-05-06T10:52:52Z,,FSE,1525603800,3,52,6,1
,OPEN TO ALL,2018-05-06T11:02:53Z,,FSE,1525604400,4,2,6,1
,OPEN TO ALL,2018-05-06T11:17:52Z,,CLW,1525605300,4,17,6,1
,OPEN TO ALL,2018-05-06T11:32:53Z,,FSE,1525606200,4,32,6,1
,OPEN TO ALL,2018-05-06T11:47:53Z,,FSE,1525607100,4,47,6,1
,OPEN TO ALL,2018-05-06T12:12:53Z,,CLW,1525608600,5,12,6,1
,OPEN TO ALL,2018-05-06T12:27:53Z,,CLW,1525609500,5,27,6,1
,OPEN TO ALL,2018-05-06T12:32:52Z,,FSE,1525609800,5,32,6,1
,OPEN TO ALL,2018-05-06T12:47:53Z,,FSE,1525610700,5,47,6,1
,OPEN TO ALL,2018-05-06T13:22:53Z,,CLW,1525612800,6,22,6,1
,OPEN TO ALL,2018-05-06T13:57:53Z,,CLW,1525614900,6,57,6,1
,OPEN TO ALL,2018-05-06T14:32:53Z,,FSE,1525617000,7,32,6,1
,OPEN TO ALL,2018-05-06T14:37:53Z,,CLW,1525617300,7,37,6,1
,OPEN TO ALL,2018-05-06T14:52:53Z,,FSE,1525618200,7,52,6,1
,OPEN TO ALL,2018-05-06T15:02:52Z,,FSE,1525618800,8,2,6,1
,OPEN TO ALL,2018-05-06T15:12:52Z,,FSE,1525619400,8,12,6,1
,OPEN TO ALL,2018-05-06T15:47:53Z,,CLW,1525621500,8,47,6,1
,OPEN TO ALL,2018-05-06T15:52:53Z,,CLW,1525621800,8,52,6,1
,OPEN TO ALL,2018-05-06T16:12:53Z,,FSE,1525623000,9,12,6,1
,OPEN TO ALL,2018-05-06T16:37:53Z,,CLW,1525624500,9,37,6,1
,OPEN TO ALL,2018-05-06T16:57:53Z,,FSE,1525625700,9,57,6,1
,OPEN TO ALL,2018-05-06T17:02:53Z,,FSE,1525626000,10,2,6,1
,OPEN TO ALL,2018-05-06T17:07:52Z,,CLW,1525626300,10,7,6,1
,OPEN TO ALL,2018-05-06T17:22:53Z,,CLW,1525626900,10,22,6,1
,OPEN TO ALL,2018-05-06T17:32:53Z,,FSE,1525627800,10,32,6,1
,OPEN TO ALL,2018-05-06T17:47:53Z,,CLW,1525628700,10,47,6,1
,OPEN TO ALL,2018-05-06T18:12:52Z,,CLW,1525630200,11,12,6,1
,OPEN TO ALL,2018-05-06T18:22:53Z,,FSE,1525630800,11,22,6,1
,OPEN TO ALL,2018-05-06T18:32:53Z,,FSE,1525631400,11,32,6,1
,OPEN TO ALL,2018-05-06T18:37:53Z,,FSE,1525631700,11,37,6,1
,OPEN TO ALL,2018-05-06T18:42:53Z,,FSE,1525632000,11,42,6,1
,OPEN TO ALL,2018-05-06T19:02:53Z,,FSE,1525633200,12,2,6,1
,OPEN TO ALL,2018-05-06T19:07:53Z,,CLW,1525633500,12,7,6,1
,OPEN TO ALL,2018-05-06T19:37:53Z,,CLW,1525635300,12,37,6,1
,OPEN TO ALL,2018-05-06T19:42:53Z,,CLW,1525635600,12,42,6,1
,OPEN TO ALL,2018-05-06T19:42:53Z,,FSE,1525635600,12,42,6,1
,OPEN TO ALL,2018-05-06T19:52:53Z,,CLW,1525636200,12,52,6,1
,OPEN TO ALL,2018-05-06T19:52:53Z,,FSE,1525636200,12,52,6,1
,OPEN TO ALL,2018-05-06T20:17:53Z,,FSE,1525637700,13,17,6,1
,OPEN TO ALL,2018-05-06T20:37:53Z,,CLW,1525638900,13,37,6,1
,OPEN TO ALL,2018-05-06T20:42:53Z,,CLW,1525639200,13,42,6,1
,OPEN TO ALL,2018-05-06T21:02:52Z,,FSE,1525640400,14,2,6,1
,OPEN TO ALL,2018-05-06T21:07:52Z,,FSE,1525640700,14,7,6,1
,OPEN TO ALL,2018-05-06T21:12:52Z,,FSE,1525641000,14,12,6,1
,OPEN TO ALL,2018-05-06T21:12:52Z,,CLW,1525641000,14,12,6,1
,OPEN TO ALL,2018-05-06T21:32:52Z,,FSE,1525642200,14,32,6,1
,OPEN TO ALL,2018-05-06T21:52:52Z,,FSE,1525643400,14,52,6,1
,OPEN TO ALL,2018-05-06T22:02:52Z,,CLW,1525644000,15,2,6,1
,OPEN TO ALL,2018-05-06T22:17:53Z,,FSE,1525644900,15,17,6,1
,OPEN TO ALL,2018-05-06T22:17:53Z,,CLW,1525644900,15,17,6,1
,OPEN TO ALL,2018-05-06T22:37:53Z,,FSE,1525646100,15,37,6,1
,OPEN TO ALL,2018-05-06T22:52:53Z,,FSE,1525647000,15,52,6,1
,OPEN TO ALL,2018-05-06T23:12:53Z,,FSE,1525648200,16,12,6,1
,OPEN TO ALL,2018-05-06T23:27:53Z,,CLW,1525649100,16,27,6,1
,OPEN TO ALL,2018-05-06T23:32:53Z,,CLW,1525649400,16,32,6,1
,OPEN TO ALL,2018-05-06T23:42:53Z,,FSE,1525650000,16,42,6,1
,OPEN TO ALL,2018-05-06T23:47:53Z,,FSE,1525650300,16,47,6,1
,OPEN TO ALL,2018-05-07T00:27:53Z,,FSE,1525652700,17,27,6,1
,OPEN TO ALL,2018-05-07T00:57:53Z,,CLW,1525654500,17,57,6,1
,OPEN TO ALL,2018-05-07T01:02:53Z,,FSE,1525654800,18,2,6,1
,OPEN TO ALL,2018-05-07T01:12:53Z,,CLW,1525655400,18,12,6,1
,OPEN TO ALL,2018-05-07T01:32:53Z,,CLW,1525656600,18,32,6,1
,OPEN TO ALL,2018-05-07T01:47:53Z,,FSE,1525657500,18,47,6,1
,OPEN TO ALL,2018-05-07T02:02:52Z,,FSE,1525658400,19,2,6,1
,OPEN TO ALL,2018-05-07T02:17:53Z,,CLW,1525659300,19,17,6,1
,OPEN TO ALL,2018-05-07T02:32:52Z,,FSE,1525660200,19,32,6,1
,OPEN TO ALL,2018-05-07T02:37:53Z,,FSE,1525660500,19,37,6,1
,OPEN TO ALL,2018-05-07T03:07:53Z,,CLW,1525662300,20,7,6,1
