"","joinid","permyear","permdate","county","jurisdictn","apn","address","zip","projname","hcategory","verylow","low","moderate","abovemod","totalunit","infill","affrdunit","deedaffrd","asstaffrd","opnaffrd","tenure","rpa","rhna","rhnacyc","pda","pdaid","tpa","hoa","occertiss","occertyr","occertdt","mapped","notes"
"2284","CONT0004358","2016","Nov 15","6013","Contra Costa Unincorporated","206770016","1307 CHARBRAY ST","94526","BIR16-011399","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2285","CONT0004359","2016","Dec 13","6013","Contra Costa Unincorporated","206770017","1315 CHARBRAY ST","94526","BIR16-012153","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2286","CONT0004360","2016","Dec 13","6013","Contra Costa Unincorporated","206770023","9009 CONNEMARA CT","94526","BIR16-012154","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2287","CONT0004361","2016","Aug 01","6013","Contra Costa Unincorporated","206030091","3005 DRYSDALE ST","94526","BIR16-007093","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2288","CONT0004362","2016","Oct 06","6013","Contra Costa Unincorporated","206030091","506 DAMARA CT","94526","BIR16-009052","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2289","CONT0004363","2016","Oct 06","6013","Contra Costa Unincorporated","206030091","513 DAMARA CT","94526","BIR16-009054","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2290","CONT0004364","2016","Oct 19","6013","Contra Costa Unincorporated","206760009","1290 CHARBRAY ST","94526","BIR16-010454","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2291","CONT0004365","2016","Nov 15","6013","Contra Costa Unincorporated","206770003","1322 CHARBRAY ST","94526","BIR16-011398","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2292","CONT0004366","2016","Dec 13","6013","Contra Costa Unincorporated","206760017","1275 CHARBRAY ST","94526","BIR16-012152","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2293","CONT0004367","2016","Dec 13","6013","Contra Costa Unincorporated","206770004","1330 CHARBRAY ST","94526","BIR16-012150","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2294","CONT0004368","2016","Mar 01","6013","Contra Costa Unincorporated","206800062","322 OBERLAND CT","94526","BIR16-001474","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2295","CONT0004369","2016","Oct 17","6013","Contra Costa Unincorporated","195240007","2059 CASA NUESTRA","94528","BIR16-006738","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2296","CONT0004370","2016","Nov 21","6013","Contra Costa Unincorporated","195340042","2611 CABALLO RANCHERO DR","94528","BIR16-006755","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2297","CONT0004371","2016","Dec 15","6013","Contra Costa Unincorporated","195240012","1726 EL NIDO","94528","BIR16-006999","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2298","CONT0004372","2016","Mar 15","6013","Contra Costa Unincorporated","011650084","7375 BAY HARBOR WAY","94505","BIR16-002160","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2299","CONT0004373","2016","Mar 15","6013","Contra Costa Unincorporated","011650085","7379 BAY HARBOR WAY","94505","BIR16-002161","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2300","CONT0004374","2016","Mar 15","6013","Contra Costa Unincorporated","011650090","7380 BAY HARBOR WAY","94505","BIR16-002166","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2301","CONT0004375","2016","Feb 19","6013","Contra Costa Unincorporated","011650083","7371 BAY HARBOR WAY","94505","BIR16-001432","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2302","CONT0004376","2016","Apr 06","6013","Contra Costa Unincorporated","011640024","507 HARBOR COVE CIRCLE","94505","BIR16-002886","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2303","CONT0004377","2016","Apr 06","6013","Contra Costa Unincorporated","011640025","501 HARBOR COVE CIRCLE","94505","BIR16-002887","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2304","CONT0004378","2016","Apr 07","6013","Contra Costa Unincorporated","011520001","6992 NEW MELONES CIR","94505-2636","BIR16-003111","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2305","CONT0004379","2016","May 18","6013","Contra Costa Unincorporated","011650042","7211 KEYSPORT WAY","94505","BIR16-004660","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2306","CONT0004380","2016","Jun 08","6013","Contra Costa Unincorporated","011650045","7229 KEYSPORT WAY","94505","BIR16-005199","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2307","CONT0004381","2016","Mar 15","6013","Contra Costa Unincorporated","011650088","7388 BAY HARBOR WAY","94505","BIR16-002164","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2308","CONT0004382","2016","Feb 19","6013","Contra Costa Unincorporated","011650081","7361 BAY HARBOR WAY","94505","BIR16-001430","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2309","CONT0004383","2016","Apr 06","6013","Contra Costa Unincorporated","011640015","506 HARBOR COVE CIRCLE","94505","BIR16-002877","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2310","CONT0004384","2016","Apr 06","6013","Contra Costa Unincorporated","011640020","531 HARBOR COVE CIRCLE","94505","BIR16-002882","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2311","CONT0004385","2016","Jun 08","6013","Contra Costa Unincorporated","011650065","7252 KEYSPORT WAY","94505","BIR16-005203","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2312","CONT0004386","2016","Jun 08","6013","Contra Costa Unincorporated","011650068","7234 KEYSPORT WAY","94505","BIR16-005206","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2313","CONT0004387","2016","Jun 08","6013","Contra Costa Unincorporated","011650048","7247 KEYSPORT WAY","94505","BIR16-005202","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2314","CONT0004388","2016","Jun 08","6013","Contra Costa Unincorporated","011650066","7246 KEYSPORT WAY","94505","BIR16-005204","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2315","CONT0004389","2016","Jun 29","6013","Contra Costa Unincorporated","011650063","7264 KEYSPORT WAY","94505","BIR16-005459","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2316","CONT0004390","2016","Jun 29","6013","Contra Costa Unincorporated","011650062","7270 KEYSPORT WAY","94505","BIR16-005458","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2317","CONT0004391","2016","Feb 19","6013","Contra Costa Unincorporated","011650094","7364 BAY HARBOR WAY","94505","BIR16-001435","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2318","CONT0004392","2016","Apr 06","6013","Contra Costa Unincorporated","011640021","525 HARBOR COVE CIRCLE","94505","BIR16-002883","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2319","CONT0004393","2016","Jun 27","6013","Contra Costa Unincorporated","008410014","94 EDGEVIEW CT","94505-1200","BIR16-005134","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2320","CONT0004394","2016","Jun 29","6013","Contra Costa Unincorporated","011650050","7259 KEYSPORT WAY","94505","BIR16-005454","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2321","CONT0004395","2016","Jun 29","6013","Contra Costa Unincorporated","011650052","7271 KEYSPORT WAY","94505","BIR16-005456","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2322","CONT0004396","2016","Jun 08","6013","Contra Costa Unincorporated","011650069","7228 KEYSPORT WAY","94505","BIR16-005207","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2323","CONT0004397","2016","Jun 29","6013","Contra Costa Unincorporated","011650064","7258 KEYSPORT WAY","94505","BIR16-005460","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2324","CONT0004398","2016","Mar 15","6013","Contra Costa Unincorporated","011650087","7387 BAY HARBOR WAY","94505","BIR16-002163","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2325","CONT0004399","2016","Feb 19","6013","Contra Costa Unincorporated","011650082","7367 BAY HARBOR WAY","94505","BIR16-001431","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2326","CONT0004400","2016","Feb 19","6013","Contra Costa Unincorporated","011650095","7360 BAY HARBOR WAY","94505","BIR16-001436","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2327","CONT0004401","2016","Mar 15","6013","Contra Costa Unincorporated","011650089","7384 BAY HARBOR WAY","94505","BIR16-002165","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2328","CONT0004402","2016","Feb 19","6013","Contra Costa Unincorporated","011650080","7357 BAY HARBOR WAY","94505","BIR16-001429","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2329","CONT0004403","2016","May 05","6013","Contra Costa Unincorporated","008253009","1321 HAMPTON CT","94505-9291","BIR16-002406","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2330","CONT0004404","2016","Apr 07","6013","Contra Costa Unincorporated","011560039","8568 PINEHOLLOW CIR","94505-2670","BIR16-003108","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2331","CONT0004405","2016","May 18","6013","Contra Costa Unincorporated","011650044","7223 KEYSPORT WAY","94505","BIR16-004662","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2332","CONT0004406","2016","May 18","6013","Contra Costa Unincorporated","011650043","7217 KEYSPORT WAY","94505","BIR16-004661","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2333","CONT0004407","2016","Jun 08","6013","Contra Costa Unincorporated","011650046","7235 KEYSPORT WAY","94505","BIR16-005200","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2334","CONT0004408","2016","Jun 08","6013","Contra Costa Unincorporated","011650047","7241 KEYSPORT WAY","94505","BIR16-005201","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2335","CONT0004409","2016","Jun 29","6013","Contra Costa Unincorporated","011650049","7253 KEYSPORT WAY","94505","BIR16-005453","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2336","CONT0004410","2016","Jun 23","6013","Contra Costa Unincorporated","004020026","4460 DISCOVERY PT","94505-9468","BIR16-004761","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2337","CONT0004411","2016","Apr 06","6013","Contra Costa Unincorporated","011640014","500 HARBOR COVE CIRCLE","94505","BIR16-002876","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2338","CONT0004412","2016","Apr 06","6013","Contra Costa Unincorporated","011640016","512 HARBOR COVE CIRCLE","94505","BIR16-002878","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2339","CONT0004413","2016","Apr 06","6013","Contra Costa Unincorporated","011640023","513 HARBOR COVE CIRCLE","94505","BIR16-002885","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2340","CONT0004414","2016","Jun 22","6013","Contra Costa Unincorporated","004490020","170 DISCOVERY BAY BLVD","94505-1218","BIR16-004433","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2341","CONT0004415","2016","Jun 08","6013","Contra Costa Unincorporated","011650067","7240 KEYSPORT WAY","94505","BIR16-005205","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2342","CONT0004416","2016","Mar 15","6013","Contra Costa Unincorporated","011650086","7383 BAY HARBOR WAY","94505","BIR16-002162","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2343","CONT0004417","2016","Feb 19","6013","Contra Costa Unincorporated","011650093","7368 BAY HARBOR WAY","94505","BIR16-001434","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2344","CONT0004418","2016","Apr 07","6013","Contra Costa Unincorporated","011570048","903 NATOMA CT","94505-2666","BIR16-003109","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2345","CONT0004419","2016","Jun 29","6013","Contra Costa Unincorporated","011650061","7276 KEYSPORT WAY","94505","BIR16-005457","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2346","CONT0004420","2016","Mar 15","6013","Contra Costa Unincorporated","011650091","7376 BAY HARBOR WAY","94505","BIR16-002167","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2347","CONT0004421","2016","Apr 06","6013","Contra Costa Unincorporated","011640018","524 HARBOR COVE CIRCLE","94505","BIR16-002880","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2348","CONT0004422","2016","Apr 06","6013","Contra Costa Unincorporated","011640017","518 HARBOR COVE CIRCLE","94505","BIR16-002879","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2349","CONT0004423","2016","Apr 07","6013","Contra Costa Unincorporated","011560034","8598 PINEHOLLOW CIRCL","94505-2670","BIR16-003105","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2350","CONT0004424","2016","Mar 18","6013","Contra Costa Unincorporated","011650041","7205 KEYSPORT WAY","94505","BIR16-004659","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2351","CONT0004425","2016","Feb 19","6013","Contra Costa Unincorporated","011650092","7372 BAY HARBOR WAY","94505","BIR16-001433","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2352","CONT0004426","2016","Apr 06","6013","Contra Costa Unincorporated","011640019","530 HARBOR COVE CIRCLE","94505","BIR16-002881","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2353","CONT0004427","2016","Apr 06","6013","Contra Costa Unincorporated","011640022","519 HARBOR COVE CIRCLE","94505","BIR16-002884","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2354","CONT0004428","2016","Jun 29","6013","Contra Costa Unincorporated","011650051","7265 KEYSPORT WAY","94505","BIR16-005455","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2355","CONT0004429","2016","Jul 15","6013","Contra Costa Unincorporated","425310007","415 COLINA WAY","94803","BIR15-007008","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2356","CONT0004430","2016","Dec 19","6013","Contra Costa Unincorporated","425310001","412 COLINA WAY","94803","BIR16-009939","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2357","CONT0004431","2016","Dec 19","6013","Contra Costa Unincorporated","425310001","419 COLINA WAY","94803","BIR16-012529","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2358","CONT0004432","2016","Dec 19","6013","Contra Costa Unincorporated","425310001","404 COLINA WAY","94803","BIR16-009932","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2359","CONT0004433","2016","Dec 07","6013","Contra Costa Unincorporated","433241064","37 HOLLY LANE","94803-3315","BIR16-001611","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2360","CONT0004434","2016","Dec 19","6013","Contra Costa Unincorporated","425310001","431 COLINA WAY","94803","BIR16-009940","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2361","CONT0004435","2016","Dec 19","6013","Contra Costa Unincorporated","425310001","427 COLINA WAY","94803","BIR16-009941","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2362","CONT0004436","2016","Jul 15","6013","Contra Costa Unincorporated","425310008","411 COLINA WAY","94803","BIR15-006991","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2363","CONT0004437","2016","Jul 15","6013","Contra Costa Unincorporated","425310011","408 COLINA WAY","94803","BIR15-007006","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2364","CONT0004438","2016","Dec 19","6013","Contra Costa Unincorporated","425310001","446 COLINA WAY","94803","BIR16-009934","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2365","CONT0004439","2016","Dec 19","6013","Contra Costa Unincorporated","425310001","423 COLINA WAY","94803","BIR16-012526","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2366","CONT0004440","2016","Apr 14","6013","Contra Costa Unincorporated","166010049","155 ARBOR VIEW LANE","94569","BIR15-012168","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2367","CONT0004441","2016","Sep 07","6013","Contra Costa Unincorporated","166180032","22 WITHERS CT","94549-2020","BIR16-003679","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2368","CONT0004442","2016","May 26","6013","Contra Costa Unincorporated","169150005","4 DIABLO VISTA","94549","BIR16-001593","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Address not found- Possibly 4 Rancho Diablo Road"
"2369","CONT0004443","2016","Sep 07","6013","Contra Costa Unincorporated","166180029","21 WITHERS CT","94549-2020","BIR16-003659","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2370","CONT0004444","2016","Aug 15","6013","Contra Costa Unincorporated","169150001","6 DIABLO VISTA","94549","BIR16-004979","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Address not found- possibly 6 Diablo Oaks Way"
"2371","CONT0004445","2016","Sep 07","6013","Contra Costa Unincorporated","166180030","25 WITHERS CT","94549-2020","BIR16-003670","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2372","CONT0004446","2016","Sep 30","6013","Contra Costa Unincorporated","169070045","1619 PLEASANT HILL RD","94549-2218","BIR16-005432","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2373","CONT0004447","2016","Sep 07","6013","Contra Costa Unincorporated","166180031","26 WITHERS CT","94549-2020","BIR16-003673","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2374","CONT0004448","2016","May 12","6013","Contra Costa Unincorporated","367130033","60 FAWN CT","94553","BIR16-004114","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2375","CONT0004449","2016","Mar 28","6013","Contra Costa Unincorporated","375253002","1161 PLAZA DR","94553","BIR16-000540","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2376","CONT0004450","2016","May 12","6013","Contra Costa Unincorporated","367130033","212 BUCK CREEK CT","94553","BIR16-004112","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2377","CONT0004451","2016","Aug 15","6013","Contra Costa Unincorporated","367170006","5324 ALHAMBRA VALLEY RD","94553-9742","BIR15-010835","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2378","CONT0004452","2016","Aug 15","6013","Contra Costa Unincorporated","367170006","5324 ALHAMBRA VALLEY RD","94553-9742","BIR15-010836- originally permitted as SU","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"First permitted as a SU  but will become primary unit of newly subdivided parcel"
"2379","CONT0004453","2016","Jul 27","6013","Contra Costa Unincorporated","367150005","125 OAKBRIDGE LN","94553-9740","BIR16-001225","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2380","CONT0004454","2016","Feb 01","6013","Contra Costa Unincorporated","367130033","206 BUCK CREEK CT","94553","BIR15-012682","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2381","CONT0004455","2016","Feb 01","6013","Contra Costa Unincorporated","367130033","200 BUCK CREEK CT","94553","BIR15-012681","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
