"","joinid","permyear","permdate","county","jurisdictn","apn","address","zip","projname","hcategory","verylow","low","moderate","abovemod","totalunit","infill","affrdunit","deedaffrd","asstaffrd","opnaffrd","tenure","rpa","rhna","rhnacyc","pda","pdaid","tpa","hoa","occertiss","occertyr","occertdt","mapped","notes"
"97","ALAM0002735","2016","Oct 24","6001","Albany","065 -2632-007-00","1044 Ordway","94706",NULL,"SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"98","ALAM0002736","2016","Jul 01","6001","Albany","067 -2834-022-00","716 Pomona","94706",NULL,"SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"99","ALAM0002737","2016","Oct 12","6001","Albany","065 -2649-011-00","914 Pomona","94706",NULL,"SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"100","ALAM0002738","2016","Mar 04","6001","Albany","065 -2644-105-00","1027 Pomona","94706",NULL,"SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"101","ALAM0002739","2016","Mar 22","6001","Albany","067 -2814-008-00","628 Stannage","94706",NULL,"SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"102","ALAM0002740","2016","Sep 24","6001","Albany","065 -2660-012-00","934 Stannage","94706",NULL,"SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"103","ALAM0002741","2016","Nov 28","6001","Albany","065 -2407-022-00","1109 Stannage","94706",NULL,"SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"104","ALAM0002742","2016","Jul 25","6001","Berkeley","054 171502700","2324 Derby Street","94705",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"105","ALAM0002743","2016","Apr 19","6001","Berkeley","061 259803400","68 Southampton Avenue","94707",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"106","ALAM0002744","2016","Mar 25","6001","Berkeley","061 256501900","1148 Sutter Street","94707",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"107","ALAM0002745","2016","Jun 29","6001","Berkeley","053 167501400","1721 Oregon Street","94703",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"108","ALAM0002746","2016","Aug 18","6001","Berkeley","053 167403000","1636 Stuart Street","94703",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"109","ALAM0002747","2016","Aug 11","6001","Berkeley","054 181000200","2630 Grant Street","94703",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"110","ALAM0002748","2016","Jul 26","6001","Berkeley","054 170200900
","2915 Forest Avenue","94705",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"111","ALAM0002749","2016","Aug 10","6001","Berkeley","061 262901000","1734 Sonoma Avenue","94707",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"112","ALAM0002750","2016","May 19","6001","Berkeley","060 241200700","1216 Neilson Street","94706",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"113","ALAM0002751","2016","Oct 07","6001","Berkeley","057 207002500","1640 Berkeley Way","94703",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"114","ALAM0002752","2016","Aug 25","6001","Berkeley","054 173903000","1326 Derby Street","94702",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"115","ALAM0002753","2016","Sep 27","6001","Berkeley","053 170300400","3040 Tremont Street","94703",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"116","ALAM0002754","2016","Oct 03","6001","Berkeley","062 287601500","1224 Milvia Street","94709",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"117","ALAM0002755","2016","Aug 26","6001","Berkeley","
055 182101500
","2011 Parker Street","94704",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"118","ALAM0002756","2016","Apr 14","6001","Berkeley","052 143700100","1538 Sixty-Third Street","94703",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"119","ALAM0002757","2016","Aug 26","6001","Berkeley","056 196801700","2113 Seventh Street","94710",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"120","ALAM0002758","2016","Apr 24","6001","Berkeley","060 249201704","690 Euclid Avenue","94708",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"121","ALAM0002759","2016","Jul 19","6001","Berkeley","063 297804500","455 Vincente Avenue","94707",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"122","ALAM0002760","2016","Jul 21","6001","Berkeley","053 167102600","1524 Stuart Street","94703",NULL,"2-4",0,0,0,2,2,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"123","ALAM0002761","2016","Nov 29","6001","Berkeley","052 157603200","3046 Telegraph Avenue","94705",NULL,"2-4",0,0,0,3,3,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"124","ALAM0002762","2016","Nov 09","6001","Berkeley","052 154602100","2332 Channing Way","94704",NULL,"5+",0,0,0,5,5,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"125","ALAM0002763","2016","Jan 21","6001","Berkeley","056 196100400
","824 University Avenue","94710",NULL,"5+",4,0,0,44,48,0,4,4,4,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"126","ALAM0002764","2016","Sep 07","6001","Berkeley","056 199802500","2001 Fourth Street","94710",NULL,"5+",12,0,0,140,152,0,12,12,12,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"127","ALAM0002765","2016","Jun 21","6001","Dublin",NULL,"11907 FRASER WAY","94568","Heritage Park","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"128","ALAM0002766","2016","Jun 21","6001","Dublin",NULL,"11915 FRASER WAY","94568","Heritage Park","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"129","ALAM0002767","2016","Jun 21","6001","Dublin",NULL,"11923 FRASER WAY","94568","Heritage Park","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"130","ALAM0002768","2016","Jun 21","6001","Dublin",NULL,"11936 FRASER WAY","94568","Heritage Park","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"131","ALAM0002769","2016","Jun 21","6001","Dublin",NULL,"11937 FRASER WAY","94568","Heritage Park","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"132","ALAM0002770","2016","May 24","6001","Dublin",NULL,"2168 PANORAMA CT","94568","Capri @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"133","ALAM0002771","2016","May 24","6001","Dublin",NULL,"2170 PANORAMA CT","94568","Capri @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"134","ALAM0002772","2016","May 24","6001","Dublin",NULL,"2172 PANORAMA CT","94568","Capri @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"135","ALAM0002773","2016","May 24","6001","Dublin",NULL,"2176 PANORAMA CT","94568","Capri @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"136","ALAM0002774","2016","May 24","6001","Dublin",NULL,"2178 PANORAMA CT","94568","Capri @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"137","ALAM0002775","2016","May 24","6001","Dublin",NULL,"2180 PANORAMA CT","94568","Capri @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"138","ALAM0002776","2016","Sep 23","6001","Dublin",NULL,"2191 CARBONDALE CIR","94568","Slate @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"139","ALAM0002777","2016","Sep 23","6001","Dublin",NULL,"2195 CARBONDALE CIR","94568","Slate @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"140","ALAM0002778","2016","May 20","6001","Dublin",NULL,"2196 SUNSET VIEW CT","94568","Capri @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"141","ALAM0002779","2016","Sep 23","6001","Dublin",NULL,"2199 CARBONDALE CIR","94568","Slate @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"142","ALAM0002780","2016","May 20","6001","Dublin",NULL,"2200 SUNSET VIEW CT","94568","Capri @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"143","ALAM0002781","2016","May 20","6001","Dublin",NULL,"2202 SUNSET VIEW CT","94568","Capri @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"144","ALAM0002782","2016","May 20","6001","Dublin",NULL,"2206 SUNSET VIEW CT","94568","Capri @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"145","ALAM0002783","2016","May 20","6001","Dublin",NULL,"2208 SUNSET VIEW CT","94568","Capri @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"146","ALAM0002784","2016","May 20","6001","Dublin",NULL,"2210 SUNSET VIEW CT","94568","Capri @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"147","ALAM0002785","2016","May 24","6001","Dublin",NULL,"2351 CARBONDALE WAY","94568","Capri @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"148","ALAM0002786","2016","May 24","6001","Dublin",NULL,"2359 CARBONDALE WAY","94568","Capri @ Jordan Ranch","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"149","ALAM0002787","2016","May 13","6001","Dublin",NULL,"2600 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"150","ALAM0002788","2016","Dec 19","6001","Dublin",NULL,"2601 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"151","ALAM0002789","2016","Dec 19","6001","Dublin",NULL,"2605 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"152","ALAM0002790","2016","Dec 19","6001","Dublin",NULL,"2609 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"153","ALAM0002791","2016","Dec 19","6001","Dublin",NULL,"2613 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"154","ALAM0002792","2016","Dec 19","6001","Dublin",NULL,"2617 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"155","ALAM0002793","2016","Dec 19","6001","Dublin",NULL,"2621 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"156","ALAM0002794","2016","Dec 19","6001","Dublin",NULL,"2625 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"157","ALAM0002795","2016","Dec 19","6001","Dublin",NULL,"2629 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"158","ALAM0002796","2016","Dec 19","6001","Dublin",NULL,"2633 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"159","ALAM0002797","2016","Dec 19","6001","Dublin",NULL,"2637 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"160","ALAM0002798","2016","Oct 4","6001","Dublin",NULL,"2651 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"161","ALAM0002799","2016","Oct 4","6001","Dublin",NULL,"2655 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"162","ALAM0002800","2016","May 13","6001","Dublin",NULL,"2656 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"163","ALAM0002801","2016","Mar 25","6001","Dublin",NULL,"2657 RANDALL LOOP","94568","Hillcrest @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"164","ALAM0002802","2016","Oct 4","6001","Dublin",NULL,"2659 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165","ALAM0002803","2016","Mar 25","6001","Dublin",NULL,"2661 RANDALL LOOP","94568","Hillcrest @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"166","ALAM0002804","2016","May 13","6001","Dublin",NULL,"2662 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"167","ALAM0002805","2016","Oct 4","6001","Dublin",NULL,"2663 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"168","ALAM0002806","2016","Mar 25","6001","Dublin",NULL,"2665 RANDALL LOOP","94568","Hillcrest @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"169","ALAM0002807","2016","Oct 4","6001","Dublin",NULL,"2667 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"170","ALAM0002808","2016","May 13","6001","Dublin",NULL,"2668 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"171","ALAM0002809","2016","Mar 25","6001","Dublin",NULL,"2669 RANDALL LOOP","94568","Hillcrest @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"172","ALAM0002810","2016","Oct 4","6001","Dublin",NULL,"2671 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"173","ALAM0002811","2016","May 13","6001","Dublin",NULL,"2672 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"174","ALAM0002812","2016","Mar 25","6001","Dublin",NULL,"2673 RANDALL LOOP","94568","Hillcrest @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"175","ALAM0002813","2016","Oct 4","6001","Dublin",NULL,"2675 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"176","ALAM0002814","2016","May 13","6001","Dublin",NULL,"2676 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"177","ALAM0002815","2016","Mar 25","6001","Dublin",NULL,"2677 RANDALL LOOP","94568","Hillcrest @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"178","ALAM0002816","2016","May 13","6001","Dublin",NULL,"2680 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"179","ALAM0002817","2016","Oct 4","6001","Dublin",NULL,"2681 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"180","ALAM0002818","2016","May 13","6001","Dublin",NULL,"2686 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"181","ALAM0002819","2016","May 13","6001","Dublin",NULL,"2690 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"182","ALAM0002820","2016","May 13","6001","Dublin",NULL,"2692 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"183","ALAM0002821","2016","May 13","6001","Dublin",NULL,"2696 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"184","ALAM0002822","2016","May 13","6001","Dublin",NULL,"2698 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"185","ALAM0002823","2016","Jan 14","6001","Dublin",NULL,"2701 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"186","ALAM0002824","2016","Mar 25","6001","Dublin",NULL,"2702 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"187","ALAM0002825","2016","Jan 14","6001","Dublin",NULL,"2705 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"188","ALAM0002826","2016","Mar 25","6001","Dublin",NULL,"2706 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"189","ALAM0002827","2016","Jan 14","6001","Dublin",NULL,"2709 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"190","ALAM0002828","2016","Mar 25","6001","Dublin",NULL,"2710 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"191","ALAM0002829","2016","Mar 25","6001","Dublin",NULL,"2712 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"192","ALAM0002830","2016","Jan 14","6001","Dublin",NULL,"2713 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"193","ALAM0002831","2016","Jan 14","6001","Dublin",NULL,"2717 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"194","ALAM0002832","2016","Mar 25","6001","Dublin",NULL,"2718 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"195","ALAM0002833","2016","Jan 14","6001","Dublin",NULL,"2721 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"196","ALAM0002834","2016","Mar 25","6001","Dublin",NULL,"2722 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"197","ALAM0002835","2016","Jan 14","6001","Dublin",NULL,"2725 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"198","ALAM0002836","2016","Mar 25","6001","Dublin",NULL,"2726 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"199","ALAM0002837","2016","Jan 14","6001","Dublin",NULL,"2729 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"200","ALAM0002838","2016","Mar 25","6001","Dublin",NULL,"2730 ALLISTON LOOP","94568","Wexford @ Irongate","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
