ZIP,City,Stab,CntyName,Ziptype,Location,Decommissioned
91201,GLENDALE,CA,LOS ANGELES,STANDARD,"Glendale, CA",No
91202,GLENDALE,CA,LOS ANGELES,STANDARD,"Glendale, CA",No
91203,GLENDALE,CA,LOS ANGELES,STANDARD,"Glendale, CA",No
91204,GLENDALE,CA,LOS ANGELES,STANDARD,"Glendale, CA",No
91205,GLENDALE,CA,LOS ANGELES,STANDARD,"Glendale, CA",No
91206,GLENDALE,CA,LOS ANGELES,STANDARD,"Glendale, CA",No
91207,GLENDALE,CA,LOS ANGELES,STANDARD,"Glendale, CA",No
91208,GLENDALE,CA,LOS ANGELES,STANDARD,"Glendale, CA",No
91209,GLENDALE,CA,LOS ANGELES,STANDARD,"Glendale, CA",No
91210,GLENDALE,CA,LOS ANGELES,STANDARD,"Glendale, CA",No
91214,LA CRESCENTA,CA,LOS ANGELES,STANDARD,"La Crescenta, CA",No
91221,GLENDALE,CA,LOS ANGELES,STANDARD,"Glendale, CA",No
91222,GLENDALE,CA,LOS ANGELES,STANDARD,"Glendale, CA",No
91224,LA CRESCENTA,CA,LOS ANGELES,STANDARD,"La Crescenta, CA",No
91225,GLENDALE,CA,LOS ANGELES,STANDARD,"Glendale, CA",No
91226,GLENDALE,CA,LOS ANGELES,STANDARD,"Glendale, CA",No
91301,AGOURA HILLS,CA,LOS ANGELES,STANDARD,"Agoura Hills, CA",No
91302,CALABASAS,CA,LOS ANGELES,STANDARD,"Calabasas, CA",No
91303,CANOGA PARK,CA,LOS ANGELES,STANDARD,"Canoga Park, CA",No
91304,CANOGA PARK,CA,LOS ANGELES,STANDARD,"Canoga Park, CA",No
91305,CANOGA PARK,CA,LOS ANGELES,STANDARD,"Canoga Park, CA",No
91306,WINNETKA,CA,LOS ANGELES,STANDARD,"Winnetka, CA",No
91307,WEST HILLS,CA,LOS ANGELES,STANDARD,"West Hills, CA",No
91308,WEST HILLS,CA,LOS ANGELES,STANDARD,"West Hills, CA",No
91309,CANOGA PARK,CA,LOS ANGELES,STANDARD,"Canoga Park, CA",No
91310,CASTAIC,CA,LOS ANGELES,STANDARD,"Castaic, CA",No
91311,CHATSWORTH,CA,LOS ANGELES,STANDARD,"Chatsworth, CA",No
91313,CHATSWORTH,CA,LOS ANGELES,STANDARD,"Chatsworth, CA",No
91316,ENCINO,CA,LOS ANGELES,STANDARD,"Encino, CA",No
91319,NEWBURY PARK,CA,VENTURA,STANDARD,"Newbury Park, CA",No
91320,NEWBURY PARK,CA,VENTURA,STANDARD,"Newbury Park, CA",No
91321,NEWHALL,CA,LOS ANGELES,STANDARD,"Newhall, CA",No
91322,NEWHALL,CA,LOS ANGELES,STANDARD,"Newhall, CA",No
91324,NORTHRIDGE,CA,LOS ANGELES,STANDARD,"Northridge, CA",No
91325,NORTHRIDGE,CA,LOS ANGELES,STANDARD,"Northridge, CA",No
91326,PORTER R,CA,LOS ANGELES,STANDARD,"Porter Ranch, CA",No
91327,NORTHRIDGE,CA,LOS ANGELES,STANDARD,"Northridge, CA",No
91328,NORTHRIDGE,CA,LOS ANGELES,STANDARD,"Northridge, CA",No
91329,NORTHRIDGE,CA,LOS ANGELES,UNIQUE,"Northridge, CA",No
91330,NORTHRIDGE,CA,LOS ANGELES,UNIQUE,"Northridge, CA",No
91331,PACOIMA,CA,LOS ANGELES,STANDARD,"Pacoima, CA",No
91333,PACOIMA,CA,LOS ANGELES,STANDARD,"Pacoima, CA",No
91334,PACOIMA,CA,LOS ANGELES,STANDARD,"Pacoima, CA",No
91335,RESEDA,CA,LOS ANGELES,STANDARD,"Reseda, CA",No
91337,RESEDA,CA,LOS ANGELES,STANDARD,"Reseda, CA",No
91340,SAN FERNANDO,CA,LOS ANGELES,STANDARD,"San Fernando, CA",No
91341,SAN FERNANDO,CA,LOS ANGELES,STANDARD,"San Fernando, CA",No
91342,SYLMAR,CA,LOS ANGELES,STANDARD,"Sylmar, CA",No
91343,NORTH HILLS,CA,LOS ANGELES,STANDARD,"North Hills, CA",No
91344,GRANADA HILLS,CA,LOS ANGELES,STANDARD,"Granada Hills, CA",No
91345,MISSION HILLS,CA,LOS ANGELES,STANDARD,"Mission Hills, CA",No
91346,MISSION HILLS,CA,LOS ANGELES,STANDARD,"Mission Hills, CA",No
91350,SANTA CLARITA,CA,LOS ANGELES,STANDARD,"Santa Clarita, CA",No
91351,CANYON COUNTRY,CA,LOS ANGELES,STANDARD,"Canyon Country, CA",No
91352,SUN VALLEY,CA,LOS ANGELES,STANDARD,"Sun Valley, CA",No
91353,SUN VALLEY,CA,LOS ANGELES,STANDARD,"Sun Valley, CA",No
91354,VALENCIA,CA,LOS ANGELES,STANDARD,"Valencia, CA",No
91355,VALENCIA,CA,LOS ANGELES,STANDARD,"Valencia, CA",No
91356,TARZANA,CA,LOS ANGELES,STANDARD,"Tarzana, CA",No
91357,TARZANA,CA,LOS ANGELES,STANDARD,"Tarzana, CA",No
91358,THOUSAND OAKS,CA,VENTURA,STANDARD,"Thousand Oaks, CA",No
91359,WESTLAKE VILLAGE,CA,VENTURA,STANDARD,"Westlake Village, CA",No
91360,THOUSAND OAKS,CA,VENTURA,STANDARD,"Thousand Oaks, CA",No
91361,WESTLAKE VILLAGE,CA,VENTURA,STANDARD,"Westlake Village, CA",No
91362,THOUSAND OAKS,CA,VENTURA,STANDARD,"Thousand Oaks, CA",No
91363,WESTLAKE VILLAGE,CA,LOS ANGELES,UNIQUE,"Westlake Village, CA",Yes
91364,WOODLAND HILLS,CA,LOS ANGELES,STANDARD,"Woodland Hills, CA",No
91365,WOODLAND HILLS,CA,LOS ANGELES,STANDARD,"Woodland Hills, CA",No
91367,WOODLAND HILLS,CA,LOS ANGELES,STANDARD,"Woodland Hills, CA",No
91371,WOODLAND HILLS,CA,LOS ANGELES,UNIQUE,"Woodland Hills, CA",No
91372,CALABASAS,CA,LOS ANGELES,STANDARD,"Calabasas, CA",No
91376,AGOURA HILLS,CA,LOS ANGELES,STANDARD,"Agoura Hills, CA",No
91377,OAK PARK,CA,VENTURA,STANDARD,"Oak Park, CA",No
91380,SANTA CLARITA,CA,LOS ANGELES,STANDARD,"Santa Clarita, CA",No
91381,STEVENSON RANCH,CA,LOS ANGELES,STANDARD,"Stevenson Ranch, CA",No
91382,SANTA CLARITA,CA,LOS ANGELES,STANDARD,"Santa Clarita, CA",No
91383,SANTA CLARITA,CA,LOS ANGELES,STANDARD,"Santa Clarita, CA",No
91384,CASTAIC,CA,LOS ANGELES,STANDARD,"Castaic, CA",No
91385,VALENCIA,CA,LOS ANGELES,STANDARD,"Valencia, CA",No
91386,CANYON COUNTRY,CA,LOS ANGELES,STANDARD,"Canyon Country, CA",No
91387,CANYON COUNTRY,CA,LOS ANGELES,STANDARD,"Canyon Country, CA",No
91388,VAN NUYS,CA,LOS ANGELES,UNIQUE,"Van Nuys, CA",Yes
91390,SANTA CLARITA,CA,LOS ANGELES,STANDARD,"Santa Clarita, CA",No
91392,SYLMAR,CA,LOS ANGELES,STANDARD,"Sylmar, CA",No
91393,NORTH HILLS,CA,LOS ANGELES,STANDARD,"North Hills, CA",No
91394,GRANADA HILLS,CA,LOS ANGELES,STANDARD,"Granada Hills, CA",No
91395,MISSION HILLS,CA,LOS ANGELES,STANDARD,"Mission Hills, CA",No
91396,WINNETKA,CA,LOS ANGELES,STANDARD,"Winnetka, CA",No
91399,WOODLAND HILLS,CA,LOS ANGELES,UNIQUE,"Woodland Hills, CA",Yes
91401,VAN NUYS,CA,LOS ANGELES,STANDARD,"Van Nuys, CA",No
91402,PANORAMA CITY,CA,LOS ANGELES,STANDARD,"Panorama City, CA",No
91403,SHERMAN OAKS,CA,LOS ANGELES,STANDARD,"Sherman Oaks, CA",No
91404,VAN NUYS,CA,LOS ANGELES,STANDARD,"Van Nuys, CA",No
91405,VAN NUYS,CA,LOS ANGELES,STANDARD,"Van Nuys, CA",No
91406,VAN NUYS,CA,LOS ANGELES,STANDARD,"Van Nuys, CA",No
91407,VAN NUYS,CA,LOS ANGELES,STANDARD,"Van Nuys, CA",No
91408,VAN NUYS,CA,LOS ANGELES,STANDARD,"Van Nuys, CA",No
91409,VAN NUYS,CA,LOS ANGELES,STANDARD,"Van Nuys, CA",No
91410,VAN NUYS,CA,LOS ANGELES,STANDARD,"Van Nuys, CA",No
91411,VAN NUYS,CA,LOS ANGELES,STANDARD,"Van Nuys, CA",No
91412,PANORAMA CITY,CA,LOS ANGELES,STANDARD,"Panorama City, CA",No
91413,SHERMAN OAKS,CA,LOS ANGELES,STANDARD,"Sherman Oaks, CA",No
91416,ENCINO,CA,LOS ANGELES,STANDARD,"Encino, CA",No
91423,SHERMAN OAKS,CA,LOS ANGELES,STANDARD,"Sherman Oaks, CA",No
91426,ENCINO,CA,LOS ANGELES,STANDARD,"Encino, CA",No
91436,ENCINO,CA,LOS ANGELES,STANDARD,"Encino, CA",No
91470,VAN NUYS,CA,LOS ANGELES,UNIQUE,"Van Nuys, CA",No
91482,VAN NUYS,CA,LOS ANGELES,UNIQUE,"Van Nuys, CA",No
91495,SHERMAN OAKS,CA,LOS ANGELES,UNIQUE,"Sherman Oaks, CA",No
91496,VAN NUYS,CA,LOS ANGELES,UNIQUE,"Van Nuys, CA",No
91497,VAN NUYS,CA,LOS ANGELES,UNIQUE,"Van Nuys, CA",Yes
91499,VAN NUYS,CA,LOS ANGELES,UNIQUE,"Van Nuys, CA",No
91501,BURBANK,CA,LOS ANGELES,STANDARD,"Burbank, CA",No
91502,BURBANK,CA,LOS ANGELES,STANDARD,"Burbank, CA",No
91503,BURBANK,CA,LOS ANGELES,STANDARD,"Burbank, CA",No
91504,BURBANK,CA,LOS ANGELES,STANDARD,"Burbank, CA",No
91505,BURBANK,CA,LOS ANGELES,STANDARD,"Burbank, CA",No
91506,BURBANK,CA,LOS ANGELES,STANDARD,"Burbank, CA",No
91507,BURBANK,CA,LOS ANGELES,STANDARD,"Burbank, CA",No
91508,BURBANK,CA,LOS ANGELES,STANDARD,"Burbank, CA",No
91510,BURBANK,CA,LOS ANGELES,STANDARD,"Burbank, CA",No
91521,BURBANK,CA,LOS ANGELES,UNIQUE,"Burbank, CA",No
91522,BURBANK,CA,LOS ANGELES,UNIQUE,"Burbank, CA",No
91523,BURBANK,CA,LOS ANGELES,UNIQUE,"Burbank, CA",No
91526,BURBANK,CA,LOS ANGELES,UNIQUE,"Burbank, CA",No
91601,NORTH HOLLYWOOD,CA,LOS ANGELES,STANDARD,"North Hollywood, CA",No
91602,NORTH HOLLYWOOD,CA,LOS ANGELES,STANDARD,"North Hollywood, CA",No
91603,NORTH HOLLYWOOD,CA,LOS ANGELES,STANDARD,"North Hollywood, CA",No
91604,STUDIO CITY,CA,LOS ANGELES,STANDARD,"Studio City, CA",No
91605,NORTH HOLLYWOOD,CA,LOS ANGELES,STANDARD,"North Hollywood, CA",No
91606,NORTH HOLLYWOOD,CA,LOS ANGELES,STANDARD,"North Hollywood, CA",No
91607,VALLEY VILLAGE,CA,LOS ANGELES,STANDARD,"Valley Village, CA",No
91608,UNIVERSAL CITY,CA,LOS ANGELES,STANDARD,"Universal City, CA",No
91609,NORTH HOLLYWOOD,CA,LOS ANGELES,STANDARD,"North Hollywood, CA",No
91610,TOLUCA LAKE,CA,LOS ANGELES,STANDARD,"Toluca Lake, CA",No
91611,NORTH HOLLYWOOD,CA,LOS ANGELES,UNIQUE,"North Hollywood, CA",No
91612,NORTH HOLLYWOOD,CA,LOS ANGELES,UNIQUE,"North Hollywood, CA",No
91614,STUDIO CITY,CA,LOS ANGELES,STANDARD,"Studio City, CA",No
91615,NORTH HOLLYWOOD,CA,LOS ANGELES,STANDARD,"North Hollywood, CA",No
91616,NORTH HOLLYWOOD,CA,LOS ANGELES,STANDARD,"North Hollywood, CA",No
91617,VALLEY VILLAGE,CA,LOS ANGELES,STANDARD,"Valley Village, CA",No
91618,NORTH HOLLYWOOD,CA,LOS ANGELES,STANDARD,"North Hollywood, CA",No
91701,RANCHO CUCAMONGA,CA,SAN BERNARDINO,STANDARD,"Rancho Cucamonga, CA",No
91702,AZUSA,CA,LOS ANGELES,STANDARD,"Azusa, CA",No
91706,BALDWIN PARK,CA,LOS ANGELES,STANDARD,"Baldwin Park, CA",No
91708,CHINO,CA,SAN BERNARDINO,STANDARD,"Chino, CA",No
91709,CHINO HILLS,CA,SAN BERNARDINO,STANDARD,"Chino Hills, CA",No
91710,CHINO,CA,SAN BERNARDINO,STANDARD,"Chino, CA",No
91711,CLAREMONT,CA,LOS ANGELES,STANDARD,"Claremont, CA",No
91714,CITY OF INDUSTRY,CA,LOS ANGELES,STANDARD,"City Of Industry, CA",No
91715,CITY OF INDUSTRY,CA,LOS ANGELES,STANDARD,"City Of Industry, CA",No
91716,CITY OF INDUSTRY,CA,LOS ANGELES,STANDARD,"City Of Industry, CA",No
91722,COVINA,CA,LOS ANGELES,STANDARD,"Covina, CA",No
91723,COVINA,CA,LOS ANGELES,STANDARD,"Covina, CA",No
91724,COVINA,CA,LOS ANGELES,STANDARD,"Covina, CA",No
91729,RANCHO CUCAMONGA,CA,SAN BERNARDINO,STANDARD,"Rancho Cucamonga, CA",No
91730,RANCHO CUCAMONGA,CA,SAN BERNARDINO,STANDARD,"Rancho Cucamonga, CA",No
91731,EL MONTE,CA,LOS ANGELES,STANDARD,"El Monte, CA",No
91732,EL MONTE,CA,LOS ANGELES,STANDARD,"El Monte, CA",No
91733,SOUTH EL MONTE,CA,LOS ANGELES,STANDARD,"South El Monte, CA",No
91734,EL MONTE,CA,LOS ANGELES,STANDARD,"El Monte, CA",No
91735,EL MONTE,CA,LOS ANGELES,UNIQUE,"El Monte, CA",No
91737,RANCHO CUCAMONGA,CA,SAN BERNARDINO,STANDARD,"Rancho Cucamonga, CA",No
91739,RANCHO CUCAMONGA,CA,SAN BERNARDINO,STANDARD,"Rancho Cucamonga, CA",No
91740,GLENDORA,CA,LOS ANGELES,STANDARD,"Glendora, CA",No
91741,GLENDORA,CA,LOS ANGELES,STANDARD,"Glendora, CA",No
91743,GUASTI,CA,SAN BERNARDINO,PO BOX ONLY,"Guasti, CA",No
91744,LA PUENTE,CA,LOS ANGELES,STANDARD,"La Puente, CA",No
91745,HACIENDA HEIGHTS,CA,LOS ANGELES,STANDARD,"Hacienda Heights, CA",No
91746,LA PUENTE,CA,LOS ANGELES,STANDARD,"La Puente, CA",No
91747,LA PUENTE,CA,LOS ANGELES,STANDARD,"La Puente, CA",No
91748,ROWLAND HEIGHTS,CA,LOS ANGELES,STANDARD,"Rowland Heights, CA",No
91749,LA PUENTE,CA,LOS ANGELES,STANDARD,"La Puente, CA",No
91750,LA VERNE,CA,LOS ANGELES,STANDARD,"La Verne, CA",No
91752,MIRA LOMA,CA,RIVERSIDE,STANDARD,"Mira Loma, CA",No
91754,MONTEREY PARK,CA,LOS ANGELES,STANDARD,"Monterey Park, CA",No
91755,MONTEREY PARK,CA,LOS ANGELES,STANDARD,"Monterey Park, CA",No
91756,MONTEREY PARK,CA,LOS ANGELES,UNIQUE,"Monterey Park, CA",No
91758,ONTARIO,CA,SAN BERNARDINO,STANDARD,"Ontario, CA",No
91759,MT BALDY,CA,LOS ANGELES,PO BOX ONLY,"Mt Baldy, CA",No
91761,ONTARIO,CA,SAN BERNARDINO,STANDARD,"Ontario, CA",No
91762,ONTARIO,CA,SAN BERNARDINO,STANDARD,"Ontario, CA",No
91763,MONTCLAIR,CA,SAN BERNARDINO,STANDARD,"Montclair, CA",No
91764,ONTARIO,CA,SAN BERNARDINO,STANDARD,"Ontario, CA",No
91765,DIAMOND BAR,CA,LOS ANGELES,STANDARD,"Diamond Bar, CA",No
91766,POMONA,CA,LOS ANGELES,STANDARD,"Pomona, CA",No
91767,POMONA,CA,LOS ANGELES,STANDARD,"Pomona, CA",No
91768,POMONA,CA,LOS ANGELES,STANDARD,"Pomona, CA",No
91769,POMONA,CA,LOS ANGELES,STANDARD,"Pomona, CA",No
91770,ROSEMEAD,CA,LOS ANGELES,STANDARD,"Rosemead, CA",No
91771,ROSEMEAD,CA,LOS ANGELES,UNIQUE,"Rosemead, CA",No
91772,ROSEMEAD,CA,LOS ANGELES,UNIQUE,"Rosemead, CA",No
91773,SAN DIMAS,CA,LOS ANGELES,STANDARD,"San Dimas, CA",No
91775,SAN GABRIEL,CA,LOS ANGELES,STANDARD,"San Gabriel, CA",No
91776,SAN GABRIEL,CA,LOS ANGELES,STANDARD,"San Gabriel, CA",No
91778,SAN GABRIEL,CA,LOS ANGELES,STANDARD,"San Gabriel, CA",No
91780,TEMPLE CITY,CA,LOS ANGELES,STANDARD,"Temple City, CA",No
91784,UPLAND,CA,SAN BERNARDINO,STANDARD,"Upland, CA",No
91785,UPLAND,CA,SAN BERNARDINO,STANDARD,"Upland, CA",No
91786,UPLAND,CA,SAN BERNARDINO,STANDARD,"Upland, CA",No
91788,WALNUT,CA,LOS ANGELES,STANDARD,"Walnut, CA",No
91789,WALNUT,CA,LOS ANGELES,STANDARD,"Walnut, CA",No
91790,WEST COVINA,CA,LOS ANGELES,STANDARD,"West Covina, CA",No
91791,WEST COVINA,CA,LOS ANGELES,STANDARD,"West Covina, CA",No
91792,WEST COVINA,CA,LOS ANGELES,STANDARD,"West Covina, CA",No
91793,WEST COVINA,CA,LOS ANGELES,STANDARD,"West Covina, CA",No
91795,WALNUT,CA,LOS ANGELES,UNIQUE,"Walnut, CA",No
91797,POMONA,CA,LOS ANGELES,UNIQUE,"Pomona, CA",No
91798,ONTARIO,CA,SAN BERNARDINO,UNIQUE,"Ontario, CA",Yes
91799,POMONA,CA,LOS ANGELES,UNIQUE,"Pomona, CA",Yes
91801,ALHAMBRA,CA,LOS ANGELES,STANDARD,"Alhambra, CA",No
91802,ALHAMBRA,CA,LOS ANGELES,STANDARD,"Alhambra, CA",No
91803,ALHAMBRA,CA,LOS ANGELES,STANDARD,"Alhambra, CA",No
91804,ALHAMBRA,CA,LOS ANGELES,STANDARD,"Alhambra, CA",No
91841,ALHAMBRA,CA,LOS ANGELES,UNIQUE,"Alhambra, CA",Yes
91896,ALHAMBRA,CA,LOS ANGELES,STANDARD,"Alhambra, CA",No
91899,ALHAMBRA,CA,LOS ANGELES,STANDARD,"Alhambra, CA",No
91901,ALPINE,CA,SAN DIEGO,STANDARD,"Alpine, CA",No
91902,BONITA,CA,SAN DIEGO,STANDARD,"Bonita, CA",No
91903,ALPINE,CA,SAN DIEGO,STANDARD,"Alpine, CA",No
91905,BOULEVARD,CA,SAN DIEGO,STANDARD,"Boulevard, CA",No
91906,CAMPO,CA,SAN DIEGO,STANDARD,"Campo, CA",No
91908,BONITA,CA,SAN DIEGO,STANDARD,"Bonita, CA",No
91909,CHULA VISTA,CA,SAN DIEGO,STANDARD,"Chula Vista, CA",No
91910,CHULA VISTA,CA,SAN DIEGO,STANDARD,"Chula Vista, CA",No
91911,CHULA VISTA,CA,SAN DIEGO,STANDARD,"Chula Vista, CA",No
91912,CHULA VISTA,CA,SAN DIEGO,STANDARD,"Chula Vista, CA",No
91913,CHULA VISTA,CA,SAN DIEGO,STANDARD,"Chula Vista, CA",No
91914,CHULA VISTA,CA,SAN DIEGO,STANDARD,"Chula Vista, CA",No
91915,CHULA VISTA,CA,SAN DIEGO,STANDARD,"Chula Vista, CA",No
91916,DESCANSO,CA,SAN DIEGO,STANDARD,"Descanso, CA",No
91917,DULZURA,CA,SAN DIEGO,STANDARD,"Dulzura, CA",No
91921,CHULA VISTA,CA,SAN DIEGO,STANDARD,"Chula Vista, CA",No
91931,GUATAY,CA,SAN DIEGO,STANDARD,"Guatay, CA",No
91932,IMPERIAL BEACH,CA,SAN DIEGO,STANDARD,"Imperial Beach, CA",No
91933,IMPERIAL BEACH,CA,SAN DIEGO,STANDARD,"Imperial Beach, CA",No
91934,JACUMBA,CA,SAN DIEGO,STANDARD,"Jacumba, CA",No
91935,JAMUL,CA,SAN DIEGO,STANDARD,"Jamul, CA",No
91941,LA MESA,CA,SAN DIEGO,STANDARD,"La Mesa, CA",No
91942,LA MESA,CA,SAN DIEGO,STANDARD,"La Mesa, CA",No
91943,LA MESA,CA,SAN DIEGO,STANDARD,"La Mesa, CA",No
91944,LA MESA,CA,SAN DIEGO,STANDARD,"La Mesa, CA",No
91945,LEMON GROVE,CA,SAN DIEGO,STANDARD,"Lemon Grove, CA",No
91946,LEMON GROVE,CA,SAN DIEGO,STANDARD,"Lemon Grove, CA",No
91947,LINCOLN ACRES,CA,SAN DIEGO,STANDARD,"Lincoln Acres, CA",No
91948,MOUNT LAGUNA,CA,SAN DIEGO,PO BOX ONLY,"Mount Laguna, CA",No
91950,NATIONAL CITY,CA,SAN DIEGO,STANDARD,"National City, CA",No
91951,NATIONAL CITY,CA,SAN DIEGO,STANDARD,"National City, CA",No
91962,PINE VALLEY,CA,SAN DIEGO,STANDARD,"Pine Valley, CA",No
91963,POTRERO,CA,SAN DIEGO,STANDARD,"Potrero, CA",No
91976,SPRING VALLEY,CA,SAN DIEGO,STANDARD,"Spring Valley, CA",No
91977,SPRING VALLEY,CA,SAN DIEGO,STANDARD,"Spring Valley, CA",No
91978,SPRING VALLEY,CA,SAN DIEGO,STANDARD,"Spring Valley, CA",No
91979,SPRING VALLEY,CA,SAN DIEGO,STANDARD,"Spring Valley, CA",No
91980,TECATE,CA,SAN DIEGO,STANDARD,"Tecate, CA",No
91987,TECATE,CA,SAN DIEGO,UNIQUE,"Tecate, CA",No
91990,POTRERO,CA,SAN DIEGO,UNIQUE,"Potrero, CA",Yes
92003,BONSALL,CA,SAN DIEGO,STANDARD,"Bonsall, CA",No
92004,BORREGO SPRINGS,CA,SAN DIEGO,STANDARD,"Borrego Springs, CA",No
92007,CARDIFF BY THE SEA,CA,SAN DIEGO,STANDARD,"Cardiff By The Sea, CA",No
92008,CARLSBAD,CA,SAN DIEGO,STANDARD,"Carlsbad, CA",No
92009,CARLSBAD,CA,SAN DIEGO,STANDARD,"Carlsbad, CA",No
92010,CARLSBAD,CA,,,"Carlsbad, CA",No
92011,CARLSBAD,CA,SAN DIEGO,STANDARD,"Carlsbad, CA",No
92013,CARLSBAD,CA,SAN DIEGO,STANDARD,"Carlsbad, CA",No
92014,DEL MAR,CA,SAN DIEGO,STANDARD,"Del Mar, CA",No
92018,CARLSBAD,CA,SAN DIEGO,STANDARD,"Carlsbad, CA",No
92019,EL CAJON,CA,SAN DIEGO,STANDARD,"El Cajon, CA",No
92020,EL CAJON,CA,SAN DIEGO,STANDARD,"El Cajon, CA",No
92021,EL CAJON,CA,SAN DIEGO,STANDARD,"El Cajon, CA",No
92022,EL CAJON,CA,SAN DIEGO,STANDARD,"El Cajon, CA",No
92023,ENCINITAS,CA,SAN DIEGO,STANDARD,"Encinitas, CA",No
92024,ENCINITAS,CA,SAN DIEGO,STANDARD,"Encinitas, CA",No
92025,ESCONDIDO,CA,SAN DIEGO,STANDARD,"Escondido, CA",No
92026,ESCONDIDO,CA,SAN DIEGO,STANDARD,"Escondido, CA",No
92027,ESCONDIDO,CA,SAN DIEGO,STANDARD,"Escondido, CA",No
92028,FALLBROOK,CA,SAN DIEGO,STANDARD,"Fallbrook, CA",No
92029,ESCONDIDO,CA,SAN DIEGO,STANDARD,"Escondido, CA",No
92030,ESCONDIDO,CA,SAN DIEGO,STANDARD,"Escondido, CA",No
92033,ESCONDIDO,CA,SAN DIEGO,STANDARD,"Escondido, CA",No
92036,JULIAN,CA,SAN DIEGO,STANDARD,"Julian, CA",No
92037,LA JOLLA,CA,SAN DIEGO,STANDARD,"La Jolla, CA",No
92038,LA JOLLA,CA,SAN DIEGO,STANDARD,"La Jolla, CA",No
92039,LA JOLLA,CA,SAN DIEGO,STANDARD,"La Jolla, CA",No
92040,LAKESIDE,CA,SAN DIEGO,STANDARD,"Lakeside, CA",No
92046,ESCONDIDO,CA,SAN DIEGO,STANDARD,"Escondido, CA",No
92049,OCEANSIDE,CA,SAN DIEGO,STANDARD,"Oceanside, CA",No
92051,OCEANSIDE,CA,SAN DIEGO,STANDARD,"Oceanside, CA",No
92052,OCEANSIDE,CA,SAN DIEGO,STANDARD,"Oceanside, CA",No
92054,OCEANSIDE,CA,SAN DIEGO,STANDARD,"Oceanside, CA",No
92055,CAMP PENDLETON,CA,SAN DIEGO,UNIQUE,"Camp Pendleton, CA",No
92056,OCEANSIDE,CA,SAN DIEGO,STANDARD,"Oceanside, CA",No
92057,OCEANSIDE,CA,SAN DIEGO,STANDARD,"Oceanside, CA",No
92058,OCEANSIDE,CA,SAN DIEGO,STANDARD,"Oceanside, CA",No
92059,PALA,CA,SAN DIEGO,STANDARD,"Pala, CA",No
92060,PALOMAR MOUNTAIN,CA,SAN DIEGO,PO BOX ONLY,"Palomar Mountain, CA",No
92061,PAUMA VALLEY,CA,SAN DIEGO,STANDARD,"Pauma Valley, CA",No
92064,POWAY,CA,SAN DIEGO,STANDARD,"Poway, CA",No
92065,RAMONA,CA,SAN DIEGO,STANDARD,"Ramona, CA",No
92066,RANCHITA,CA,SAN DIEGO,STANDARD,"Ranchita, CA",No
92067,RANCHO SANTA FE,CA,SAN DIEGO,STANDARD,"Rancho Santa Fe, CA",No
92068,SAN LUIS REY,CA,SAN DIEGO,STANDARD,"San Luis Rey, CA",No
92069,SAN MARCOS,CA,SAN DIEGO,STANDARD,"San Marcos, CA",No
92070,SANTA YSABEL,CA,SAN DIEGO,STANDARD,"Santa Ysabel, CA",No
92071,SANTEE,CA,SAN DIEGO,STANDARD,"Santee, CA",No
92072,SANTEE,CA,SAN DIEGO,STANDARD,"Santee, CA",No
92074,POWAY,CA,SAN DIEGO,STANDARD,"Poway, CA",No
92075,SOLANA BEACH,CA,SAN DIEGO,STANDARD,"Solana Beach, CA",No
92078,SAN MARCOS,CA,SAN DIEGO,STANDARD,"San Marcos, CA",No
92079,SAN MARCOS,CA,SAN DIEGO,STANDARD,"San Marcos, CA",No
92081,VISTA,CA,SAN DIEGO,,"Vista, CA",No
92082,VALLEY CENTER,CA,SAN DIEGO,STANDARD,"Valley Center, CA",No
92083,VISTA,CA,SAN DIEGO,STANDARD,"Vista, CA",No
92084,VISTA,CA,SAN DIEGO,STANDARD,"Vista, CA",No
92085,VISTA,CA,SAN DIEGO,STANDARD,"Vista, CA",No
92086,WARNER SPRINGS,CA,SAN DIEGO,STANDARD,"Warner Springs, CA",No
92088,FALLBROOK,CA,SAN DIEGO,STANDARD,"Fallbrook, CA",No
92090,EL CAJON,CA,SAN DIEGO,UNIQUE,"El Cajon, CA",Yes
92091,RANCHO SANTA FE,CA,SAN DIEGO,STANDARD,"Rancho Santa Fe, CA",No
92092,LA JOLLA,CA,SAN DIEGO,STANDARD,"La Jolla, CA",No
92093,LA JOLLA,CA,SAN DIEGO,STANDARD,"La Jolla, CA",No
92096,SAN MARCOS,CA,SAN DIEGO,UNIQUE,"San Marcos, CA",No
92101,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92102,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92103,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92104,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92105,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92106,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92107,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92108,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92109,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92110,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92111,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
