ZIP,City,Stab,CntyName,Ziptype,Location,Decommissioned
92674,SAN CLEMENTE,CA,ORANGE,STANDARD,"San Clemente, CA",No
92675,SAN JUAN CAPISTRANO,CA,ORANGE,STANDARD,"San Juan Capistrano, CA",No
92676,SILVERADO,CA,ORANGE,STANDARD,"Silverado, CA",No
92677,LAGUNA NIGUEL,CA,ORANGE,STANDARD,"Laguna Niguel, CA",No
92678,TRABUCO CANYON,CA,ORANGE,STANDARD,"Trabuco Canyon, CA",No
92679,TRABUCO CANYON,CA,ORANGE,STANDARD,"Trabuco Canyon, CA",No
92683,WESTMINSTER,CA,ORANGE,STANDARD,"Westminster, CA",No
92684,WESTMINSTER,CA,ORANGE,STANDARD,"Westminster, CA",No
92685,WESTMINSTER,CA,ORANGE,STANDARD,"Westminster, CA",No
92688,RANCHO SANTA MARGARITA,CA,ORANGE,STANDARD,"Rancho Santa Margarita, CA",No
92690,MISSION VIEJO,CA,ORANGE,STANDARD,"Mission Viejo, CA",No
92691,MISSION VIEJO,CA,ORANGE,STANDARD,"Mission Viejo, CA",No
92692,MISSION VIEJO,CA,ORANGE,STANDARD,"Mission Viejo, CA",No
92693,SAN JUAN CAPISTRANO,CA,ORANGE,STANDARD,"San Juan Capistrano, CA",No
92694,LADERA RANCH,CA,ORANGE,STANDARD,"Ladera Ranch, CA",No
92697,IRVINE,CA,ORANGE,UNIQUE,"Irvine, CA",No
92698,ALISO VIEJO,CA,ORANGE,UNIQUE,"Aliso Viejo, CA",No
92701,SANTA ANA,CA,ORANGE,STANDARD,"Santa Ana, CA",No
92702,SANTA ANA,CA,ORANGE,STANDARD,"Santa Ana, CA",No
92703,SANTA ANA,CA,ORANGE,STANDARD,"Santa Ana, CA",No
92704,SANTA ANA,CA,ORANGE,STANDARD,"Santa Ana, CA",No
92705,SANTA ANA,CA,ORANGE,STANDARD,"Santa Ana, CA",No
92706,SANTA ANA,CA,ORANGE,STANDARD,"Santa Ana, CA",No
92707,SANTA ANA,CA,ORANGE,STANDARD,"Santa Ana, CA",No
92708,FOUNTAIN VALLEY,CA,ORANGE,STANDARD,"Fountain Valley, CA",No
92709,IRVINE,CA,ORANGE,UNIQUE,"Irvine, CA",Yes
92710,IRVINE,CA,ORANGE,UNIQUE,"Irvine, CA",Yes
92711,SANTA ANA,CA,ORANGE,STANDARD,"Santa Ana, CA",No
92712,SANTA ANA,CA,ORANGE,STANDARD,"Santa Ana, CA",No
92725,SANTA ANA,CA,ORANGE,,"Santa Ana, CA",No
92728,FOUNTAIN VALLEY,CA,ORANGE,STANDARD,"Fountain Valley, CA",No
92735,SANTA ANA,CA,ORANGE,STANDARD,"Santa Ana, CA",No
92780,TUSTIN,CA,ORANGE,STANDARD,"Tustin, CA",No
92781,TUSTIN,CA,ORANGE,STANDARD,"Tustin, CA",No
92782,TUSTIN,CA,ORANGE,STANDARD,"Tustin, CA",No
92799,SANTA ANA,CA,ORANGE,STANDARD,"Santa Ana, CA",No
92801,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92802,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92803,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92804,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92805,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92806,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92807,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92808,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92809,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92811,ATWOOD,CA,ORANGE,PO BOX ONLY,"Atwood, CA",No
92812,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92814,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92815,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92816,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92817,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92821,BREA,CA,ORANGE,STANDARD,"Brea, CA",No
92822,BREA,CA,ORANGE,STANDARD,"Brea, CA",No
92823,BREA,CA,ORANGE,STANDARD,"Brea, CA",No
92825,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
92831,FULLERTON,CA,ORANGE,STANDARD,"Fullerton, CA",No
92832,FULLERTON,CA,ORANGE,STANDARD,"Fullerton, CA",No
92833,FULLERTON,CA,ORANGE,STANDARD,"Fullerton, CA",No
92834,FULLERTON,CA,ORANGE,STANDARD,"Fullerton, CA",No
92835,FULLERTON,CA,ORANGE,STANDARD,"Fullerton, CA",No
92836,FULLERTON,CA,ORANGE,STANDARD,"Fullerton, CA",No
92837,FULLERTON,CA,ORANGE,STANDARD,"Fullerton, CA",No
92838,FULLERTON,CA,ORANGE,STANDARD,"Fullerton, CA",No
92840,GARDEN GROVE,CA,ORANGE,STANDARD,"Garden Grove, CA",No
92841,GARDEN GROVE,CA,ORANGE,STANDARD,"Garden Grove, CA",No
92842,GARDEN GROVE,CA,ORANGE,STANDARD,"Garden Grove, CA",No
92843,GARDEN GROVE,CA,ORANGE,STANDARD,"Garden Grove, CA",No
92844,GARDEN GROVE,CA,ORANGE,STANDARD,"Garden Grove, CA",No
92845,GARDEN GROVE,CA,ORANGE,STANDARD,"Garden Grove, CA",No
92846,GARDEN GROVE,CA,ORANGE,STANDARD,"Garden Grove, CA",No
92850,ANAHEIM,CA,ORANGE,UNIQUE,"Anaheim, CA",No
92856,ORANGE,CA,ORANGE,STANDARD,"Orange, CA",No
92857,ORANGE,CA,ORANGE,STANDARD,"Orange, CA",No
92859,ORANGE,CA,ORANGE,STANDARD,"Orange, CA",No
92860,NORCO,CA,RIVERSIDE,STANDARD,"Norco, CA",No
92861,VILLA PARK,CA,ORANGE,STANDARD,"Villa Park, CA",No
92862,ORANGE,CA,ORANGE,STANDARD,"Orange, CA",No
92863,ORANGE,CA,ORANGE,STANDARD,"Orange, CA",No
92864,ORANGE,CA,ORANGE,STANDARD,"Orange, CA",No
92865,ORANGE,CA,ORANGE,STANDARD,"Orange, CA",No
92866,ORANGE,CA,ORANGE,STANDARD,"Orange, CA",No
92867,ORANGE,CA,ORANGE,STANDARD,"Orange, CA",No
92868,ORANGE,CA,ORANGE,STANDARD,"Orange, CA",No
92869,ORANGE,CA,ORANGE,STANDARD,"Orange, CA",No
92870,PLACENTIA,CA,ORANGE,STANDARD,"Placentia, CA",No
92871,PLACENTIA,CA,ORANGE,STANDARD,"Placentia, CA",No
92877,CORONA,CA,RIVERSIDE,STANDARD,"Corona, CA",No
92878,CORONA,CA,RIVERSIDE,STANDARD,"Corona, CA",No
92879,CORONA,CA,RIVERSIDE,STANDARD,"Corona, CA",No
92880,CORONA,CA,RIVERSIDE,STANDARD,"Corona, CA",No
92881,CORONA,CA,RIVERSIDE,STANDARD,"Corona, CA",No
92882,CORONA,CA,RIVERSIDE,STANDARD,"Corona, CA",No
92883,CORONA,CA,RIVERSIDE,STANDARD,"Corona, CA",No
92885,YORBA LINDA,CA,ORANGE,STANDARD,"Yorba Linda, CA",No
92886,YORBA LINDA,CA,ORANGE,STANDARD,"Yorba Linda, CA",No
92887,YORBA LINDA,CA,ORANGE,STANDARD,"Yorba Linda, CA",No
92899,ANAHEIM,CA,ORANGE,STANDARD,"Anaheim, CA",No
93001,VENTURA,CA,VENTURA,STANDARD,"Ventura, CA",No
93002,VENTURA,CA,VENTURA,STANDARD,"Ventura, CA",No
93003,VENTURA,CA,VENTURA,STANDARD,"Ventura, CA",No
93004,VENTURA,CA,VENTURA,STANDARD,"Ventura, CA",No
93005,VENTURA,CA,VENTURA,STANDARD,"Ventura, CA",No
93006,VENTURA,CA,VENTURA,STANDARD,"Ventura, CA",No
93007,VENTURA,CA,VENTURA,STANDARD,"Ventura, CA",No
93009,VENTURA,CA,VENTURA,UNIQUE,"Ventura, CA",No
93010,CAMARILLO,CA,VENTURA,STANDARD,"Camarillo, CA",No
93011,CAMARILLO,CA,VENTURA,STANDARD,"Camarillo, CA",No
93012,CAMARILLO,CA,VENTURA,STANDARD,"Camarillo, CA",No
93013,CARPINTERIA,CA,SANTA BARBARA,STANDARD,"Carpinteria, CA",No
93014,CARPINTERIA,CA,SANTA BARBARA,STANDARD,"Carpinteria, CA",No
93015,FILLMORE,CA,VENTURA,STANDARD,"Fillmore, CA",No
93016,FILLMORE,CA,VENTURA,STANDARD,"Fillmore, CA",No
93020,MOORPARK,CA,VENTURA,STANDARD,"Moorpark, CA",No
93021,MOORPARK,CA,VENTURA,STANDARD,"Moorpark, CA",No
93022,OAK VIEW,CA,VENTURA,STANDARD,"Oak View, CA",No
93023,OJAI,CA,VENTURA,STANDARD,"Ojai, CA",No
93024,OJAI,CA,VENTURA,STANDARD,"Ojai, CA",No
93030,OXNARD,CA,VENTURA,STANDARD,"Oxnard, CA",No
93031,OXNARD,CA,VENTURA,STANDARD,"Oxnard, CA",No
93032,OXNARD,CA,VENTURA,STANDARD,"Oxnard, CA",No
93033,OXNARD,CA,VENTURA,STANDARD,"Oxnard, CA",No
93034,OXNARD,CA,VENTURA,STANDARD,"Oxnard, CA",No
93035,OXNARD,CA,VENTURA,STANDARD,"Oxnard, CA",No
93036,OXNARD,CA,VENTURA,,"Oxnard, CA",No
93040,PIRU,CA,VENTURA,PO BOX ONLY,"Piru, CA",No
93041,PORT HUENEME,CA,VENTURA,STANDARD,"Port Hueneme, CA",No
93042,POINT MUGU NAWC,CA,VENTURA,UNIQUE,"Point Mugu Nawc, CA",No
93043,PORT HUENEME CBC BASE,CA,VENTURA,UNIQUE,"Port Hueneme Cbc Base, CA",No
93044,PORT HUENEME,CA,VENTURA,STANDARD,"Port Hueneme, CA",No
93060,SANTA PAULA,CA,VENTURA,STANDARD,"Santa Paula, CA",No
93061,SANTA PAULA,CA,VENTURA,STANDARD,"Santa Paula, CA",No
93062,SIMI VALLEY,CA,VENTURA,STANDARD,"Simi Valley, CA",No
93063,SIMI VALLEY,CA,VENTURA,STANDARD,"Simi Valley, CA",No
93064,BRANDEIS,CA,VENTURA,UNIQUE,"Brandeis, CA",No
93065,SIMI VALLEY,CA,VENTURA,STANDARD,"Simi Valley, CA",No
93066,SOMIS,CA,VENTURA,STANDARD,"Somis, CA",No
93067,SUMMERLAND,CA,SANTA BARBARA,PO BOX ONLY,"Summerland, CA",No
93093,SIMI VALLEY,CA,VENTURA,STANDARD,"Simi Valley, CA",Yes
93094,SIMI VALLEY,CA,VENTURA,STANDARD,"Simi Valley, CA",No
93099,SIMI VALLEY,CA,VENTURA,UNIQUE,"Simi Valley, CA",No
93101,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93102,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93103,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93105,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93106,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93107,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93108,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93109,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93110,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93111,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93116,GOLETA,CA,SANTA BARBARA,STANDARD,"Goleta, CA",No
93117,GOLETA,CA,SANTA BARBARA,STANDARD,"Goleta, CA",No
93118,GOLETA,CA,SANTA BARBARA,STANDARD,"Goleta, CA",No
93120,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93121,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93130,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93140,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93150,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93160,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93190,SANTA BARBARA,CA,SANTA BARBARA,STANDARD,"Santa Barbara, CA",No
93199,GOLETA,CA,SANTA BARBARA,UNIQUE,"Goleta, CA",No
93201,ALPAUGH,CA,TULARE,PO BOX ONLY,"Alpaugh, CA",No
93202,ARMONA,CA,KINGS,STANDARD,"Armona, CA",No
93203,ARVIN,CA,KERN,STANDARD,"Arvin, CA",No
93204,AVENAL,CA,KINGS,STANDARD,"Avenal, CA",No
93205,BODFISH,CA,KERN,STANDARD,"Bodfish, CA",No
93206,BUTTONWILLOW,CA,KERN,STANDARD,"Buttonwillow, CA",No
93207,CALIFORNIA HOT SPRINGS,CA,TULARE,STANDARD,"California Hot Springs, CA",No
93208,CAMP NELSON,CA,TULARE,STANDARD,"Camp Nelson, CA",No
93210,COALINGA,CA,FRESNO,STANDARD,"Coalinga, CA",No
93212,CORCORAN,CA,KINGS,STANDARD,"Corcoran, CA",No
93215,DELANO,CA,KERN,STANDARD,"Delano, CA",No
93216,DELANO,CA,KERN,STANDARD,"Delano, CA",No
93218,DUCOR,CA,TULARE,PO BOX ONLY,"Ducor, CA",No
93219,EARLIMART,CA,TULARE,STANDARD,"Earlimart, CA",No
93220,EDISON,CA,KERN,PO BOX ONLY,"Edison, CA",No
93221,EXETER,CA,TULARE,STANDARD,"Exeter, CA",No
93222,FRAZIER PARK,CA,KERN,STANDARD,"Frazier Park, CA",No
93223,FARMERSVILLE,CA,TULARE,STANDARD,"Farmersville, CA",No
93224,FELLOWS,CA,KERN,STANDARD,"Fellows, CA",No
93225,FRAZIER PARK,CA,KERN,STANDARD,"Frazier Park, CA",No
93226,GLENNVILLE,CA,KERN,STANDARD,"Glennville, CA",No
93227,GOSHEN,CA,TULARE,PO BOX ONLY,"Goshen, CA",No
93230,HANFORD,CA,KINGS,STANDARD,"Hanford, CA",No
93232,HANFORD,CA,KINGS,STANDARD,"Hanford, CA",No
93234,HURON,CA,FRESNO,PO BOX ONLY,"Huron, CA",No
93235,IVANHOE,CA,TULARE,STANDARD,"Ivanhoe, CA",No
93237,KAWEAH,CA,TULARE,STANDARD,"Kaweah, CA",No
93238,KERNVILLE,CA,KERN,STANDARD,"Kernville, CA",No
93239,KETTLEMAN CITY,CA,KINGS,STANDARD,"Kettleman City, CA",No
93240,LAKE ISABELLA,CA,KERN,STANDARD,"Lake Isabella, CA",No
93241,LAMONT,CA,KERN,STANDARD,"Lamont, CA",No
93242,LATON,CA,FRESNO,STANDARD,"Laton, CA",No
93243,LEBEC,CA,KERN,STANDARD,"Lebec, CA",No
93244,LEMON COVE,CA,TULARE,STANDARD,"Lemon Cove, CA",No
93245,LEMOORE,CA,KINGS,STANDARD,"Lemoore, CA",No
93246,LEMOORE,CA,KINGS,UNIQUE,"Lemoore, CA",No
93247,LINDSAY,CA,TULARE,STANDARD,"Lindsay, CA",No
93249,LOST HILLS,CA,KERN,STANDARD,"Lost Hills, CA",No
93250,MC FARLAND,CA,KERN,STANDARD,"Mc Farland, CA",No
93251,MC KITTRICK,CA,KERN,STANDARD,"Mc Kittrick, CA",No
93252,MARICOPA,CA,KERN,STANDARD,"Maricopa, CA",No
93254,NEW CUYAMA,CA,SANTA BARBARA,STANDARD,"New Cuyama, CA",No
93255,ONYX,CA,KERN,STANDARD,"Onyx, CA",No
93256,PIXLEY,CA,TULARE,STANDARD,"Pixley, CA",No
93257,PORTERVILLE,CA,TULARE,STANDARD,"Porterville, CA",No
93258,PORTERVILLE,CA,TULARE,STANDARD,"Porterville, CA",No
93260,POSEY,CA,TULARE,STANDARD,"Posey, CA",No
93261,RICHGROVE,CA,TULARE,PO BOX ONLY,"Richgrove, CA",No
93262,SEQUOIA NATIONAL PARK,CA,TULARE,STANDARD,"Sequoia National Park, CA",No
93263,SHAFTER,CA,KERN,STANDARD,"Shafter, CA",No
93265,SPRINGVILLE,CA,TULARE,STANDARD,"Springville, CA",No
93266,STRATFORD,CA,KINGS,STANDARD,"Stratford, CA",No
93267,STRATHMORE,CA,TULARE,STANDARD,"Strathmore, CA",No
93268,TAFT,CA,KERN,STANDARD,"Taft, CA",No
93270,TERRA BELLA,CA,TULARE,STANDARD,"Terra Bella, CA",No
93271,THREE RIVERS,CA,TULARE,STANDARD,"Three Rivers, CA",No
93272,TIPTON,CA,TULARE,STANDARD,"Tipton, CA",No
93274,TULARE,CA,TULARE,STANDARD,"Tulare, CA",No
93275,TULARE,CA,TULARE,STANDARD,"Tulare, CA",No
93276,TUPMAN,CA,KERN,PO BOX ONLY,"Tupman, CA",No
93277,VISALIA,CA,TULARE,STANDARD,"Visalia, CA",No
93278,VISALIA,CA,TULARE,STANDARD,"Visalia, CA",No
93279,VISALIA,CA,TULARE,STANDARD,"Visalia, CA",No
93280,WASCO,CA,KERN,STANDARD,"Wasco, CA",No
93282,WAUKENA,CA,TULARE,STANDARD,"Waukena, CA",No
93283,WELDON,CA,KERN,STANDARD,"Weldon, CA",No
93285,WOFFORD HEIGHTS,CA,KERN,STANDARD,"Wofford Heights, CA",No
93286,WOODLAKE,CA,TULARE,STANDARD,"Woodlake, CA",No
93287,WOODY,CA,KERN,STANDARD,"Woody, CA",No
93290,VISALIA,CA,TULARE,,"Visalia, CA",No
93291,VISALIA,CA,TULARE,STANDARD,"Visalia, CA",No
93292,VISALIA,CA,TULARE,STANDARD,"Visalia, CA",No
93301,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93302,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93303,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93304,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93305,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93306,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93307,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93308,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93309,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93311,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93312,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93313,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93314,BAKERSFIELD,CA,KERN,,"Bakersfield, CA",No
93380,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93381,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",Yes
93382,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",Yes
93383,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93384,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93385,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93386,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93387,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93388,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93389,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93390,BAKERSFIELD,CA,KERN,STANDARD,"Bakersfield, CA",No
93401,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,STANDARD,"San Luis Obispo, CA",No
93402,LOS OSOS,CA,SAN LUIS OBISPO,STANDARD,"Los Osos, CA",No
93403,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,STANDARD,"San Luis Obispo, CA",No
93405,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,STANDARD,"San Luis Obispo, CA",No
93406,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,STANDARD,"San Luis Obispo, CA",No
93407,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,STANDARD,"San Luis Obispo, CA",No
93408,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,STANDARD,"San Luis Obispo, CA",No
93409,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,STANDARD,"San Luis Obispo, CA",No
93410,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,STANDARD,"San Luis Obispo, CA",No
93412,LOS OSOS,CA,SAN LUIS OBISPO,STANDARD,"Los Osos, CA",No
93420,ARROYO GRANDE,CA,SAN LUIS OBISPO,STANDARD,"Arroyo Grande, CA",No
93421,ARROYO GRANDE,CA,SAN LUIS OBISPO,STANDARD,"Arroyo Grande, CA",No
93422,ATASCADERO,CA,SAN LUIS OBISPO,STANDARD,"Atascadero, CA",No
93423,ATASCADERO,CA,SAN LUIS OBISPO,STANDARD,"Atascadero, CA",No
93424,AVILA BEACH,CA,SAN LUIS OBISPO,PO BOX ONLY,"Avila Beach, CA",No
93426,BRADLEY,CA,MONTEREY,STANDARD,"Bradley, CA",No
93427,BUELLTON,CA,SANTA BARBARA,STANDARD,"Buellton, CA",No
93428,CAMBRIA,CA,SAN LUIS OBISPO,STANDARD,"Cambria, CA",No
93429,CASMALIA,CA,SANTA BARBARA,PO BOX ONLY,"Casmalia, CA",No
93430,CAYUCOS,CA,SAN LUIS OBISPO,STANDARD,"Cayucos, CA",No
93432,CRESTON,CA,SAN LUIS OBISPO,STANDARD,"Creston, CA",No
93433,GROVER BEACH,CA,SAN LUIS OBISPO,STANDARD,"Grover Beach, CA",No
93434,GUADALUPE,CA,SANTA BARBARA,STANDARD,"Guadalupe, CA",No
93435,HARMONY,CA,SAN LUIS OBISPO,PO BOX ONLY,"Harmony, CA",No
93436,LOMPOC,CA,SANTA BARBARA,STANDARD,"Lompoc, CA",No
93437,LOMPOC,CA,SANTA BARBARA,STANDARD,"Lompoc, CA",No
93438,LOMPOC,CA,SANTA BARBARA,STANDARD,"Lompoc, CA",No
93440,LOS ALAMOS,CA,SANTA BARBARA,PO BOX ONLY,"Los Alamos, CA",No
93441,LOS OLIVOS,CA,SANTA BARBARA,PO BOX ONLY,"Los Olivos, CA",No
93442,MORRO BAY,CA,SAN LUIS OBISPO,STANDARD,"Morro Bay, CA",No
93443,MORRO BAY,CA,SAN LUIS OBISPO,STANDARD,"Morro Bay, CA",No
93444,NIPOMO,CA,SAN LUIS OBISPO,STANDARD,"Nipomo, CA",No
93445,OCEANO,CA,SAN LUIS OBISPO,STANDARD,"Oceano, CA",No
93446,PASO ROBLES,CA,SAN LUIS OBISPO,STANDARD,"Paso Robles, CA",No
93447,PASO ROBLES,CA,SAN LUIS OBISPO,STANDARD,"Paso Robles, CA",No
93448,PISMO BEACH,CA,SAN LUIS OBISPO,STANDARD,"Pismo Beach, CA",No
93449,PISMO BEACH,CA,SAN LUIS OBISPO,STANDARD,"Pismo Beach, CA",No
93450,SAN ARDO,CA,MONTEREY,STANDARD,"San Ardo, CA",No
93451,SAN MIGUEL,CA,SAN LUIS OBISPO,STANDARD,"San Miguel, CA",No
93452,SAN SIMEON,CA,SAN LUIS OBISPO,STANDARD,"San Simeon, CA",No
93453,SANTA MARGARITA,CA,SAN LUIS OBISPO,STANDARD,"Santa Margarita, CA",No
93454,SANTA MARIA,CA,SANTA BARBARA,STANDARD,"Santa Maria, CA",No
93455,SANTA MARIA,CA,SANTA BARBARA,STANDARD,"Santa Maria, CA",No
93456,SANTA MARIA,CA,SANTA BARBARA,STANDARD,"Santa Maria, CA",No
93457,SANTA MARIA,CA,SANTA BARBARA,STANDARD,"Santa Maria, CA",No
93458,SANTA MARIA,CA,SANTA BARBARA,STANDARD,"Santa Maria, CA",No
93460,SANTA YNEZ,CA,SANTA BARBARA,STANDARD,"Santa Ynez, CA",No
93461,SHANDON,CA,SAN LUIS OBISPO,STANDARD,"Shandon, CA",No
93463,SOLVANG,CA,SANTA BARBARA,STANDARD,"Solvang, CA",No
93464,SOLVANG,CA,SANTA BARBARA,STANDARD,"Solvang, CA",No
93465,TEMPLETON,CA,SAN LUIS OBISPO,STANDARD,"Templeton, CA",No
93475,OCEANO,CA,SAN LUIS OBISPO,,"Oceano, CA",No
93483,GROVER BEACH,CA,SAN LUIS OBISPO,STANDARD,"Grover Beach, CA",No
93501,MOJAVE,CA,KERN,STANDARD,"Mojave, CA",No
93502,MOJAVE,CA,KERN,STANDARD,"Mojave, CA",No
93504,CALIFORNIA CITY,CA,KERN,STANDARD,"California City, CA",No
93505,CALIFORNIA CITY,CA,KERN,STANDARD,"California City, CA",No
93510,ACTON,CA,LOS ANGELES,STANDARD,"Acton, CA",No
93512,BENTON,CA,MONO,STANDARD,"Benton, CA",No
93513,BIG PINE,CA,INYO,STANDARD,"Big Pine, CA",No
93514,BISHOP,CA,INYO,STANDARD,"Bishop, CA",No
93515,BISHOP,CA,INYO,STANDARD,"Bishop, CA",No
93516,BORON,CA,KERN,STANDARD,"Boron, CA",No
93517,BRIDGEPORT,CA,MONO,STANDARD,"Bridgeport, CA",No
93518,CALIENTE,CA,KERN,STANDARD,"Caliente, CA",No
93519,CANTIL,CA,KERN,STANDARD,"Cantil, CA",No
93522,DARWIN,CA,INYO,PO BOX ONLY,"Darwin, CA",No
93523,EDWARDS,CA,KERN,STANDARD,"Edwards, CA",No
93524,EDWARDS,CA,KERN,UNIQUE,"Edwards, CA",No
93526,INDEPENDENCE,CA,INYO,STANDARD,"Independence, CA",No
93527,INYOKERN,CA,KERN,STANDARD,"Inyokern, CA",No
93528,JOHANNESBURG,CA,KERN,PO BOX ONLY,"Johannesburg, CA",No
93529,JUNE LAKE,CA,MONO,PO BOX ONLY,"June Lake, CA",No
93530,KEELER,CA,INYO,PO BOX ONLY,"Keeler, CA",No
93531,KEENE,CA,KERN,STANDARD,"Keene, CA",No
93532,LAKE HUGHES,CA,LOS ANGELES,STANDARD,"Lake Hughes, CA",No
93534,LANCASTER,CA,LOS ANGELES,STANDARD,"Lancaster, CA",No
93535,LANCASTER,CA,LOS ANGELES,STANDARD,"Lancaster, CA",No
93536,LANCASTER,CA,LOS ANGELES,STANDARD,"Lancaster, CA",No
93539,LANCASTER,CA,LOS ANGELES,STANDARD,"Lancaster, CA",No
93541,LEE VINING,CA,MONO,PO BOX ONLY,"Lee Vining, CA",No
93542,LITTLE LAKE,CA,INYO,STANDARD,"Little Lake, CA",No
93543,LITTLEROCK,CA,LOS ANGELES,STANDARD,"Littlerock, CA",No
93544,LLANO,CA,LOS ANGELES,STANDARD,"Llano, CA",No
93545,LONE PINE,CA,INYO,STANDARD,"Lone Pine, CA",No
93546,MAMMOTH LAKES,CA,MONO,STANDARD,"Mammoth Lakes, CA",No
93549,OLANCHA,CA,INYO,PO BOX ONLY,"Olancha, CA",No
93550,PALMDALE,CA,LOS ANGELES,STANDARD,"Palmdale, CA",No
93551,PALMDALE,CA,LOS ANGELES,STANDARD,"Palmdale, CA",No
93552,PALMDALE,CA,LOS ANGELES,STANDARD,"Palmdale, CA",No
93553,PEARBLOSSOM,CA,LOS ANGELES,STANDARD,"Pearblossom, CA",No
93554,RANDSBURG,CA,KERN,PO BOX ONLY,"Randsburg, CA",No
93555,RIDGECREST,CA,KERN,STANDARD,"Ridgecrest, CA",No
93556,RIDGECREST,CA,KERN,STANDARD,"Ridgecrest, CA",No
93558,RED MOUNTAIN,CA,SAN BERNARDINO,PO BOX ONLY,"Red Mountain, CA",No
93560,ROSAMOND,CA,KERN,STANDARD,"Rosamond, CA",No
93561,TEHACHAPI,CA,KERN,STANDARD,"Tehachapi, CA",No
