joinid,centroid_wkt_4326
SANT0005113,POINT(-121.659012677578 37.1639702350981)
SANT0005112,POINT(-121.521727125134 37.0205177051119)
SANT0005111,POINT(-122.09240439421 37.3540104860635)
SANT0005110,POINT(-122.089876273573 37.3486972722295)
SANT0005109,POINT(-122.104065471517 37.3542805566327)
SANT0005108,POINT(-121.929043392396 37.2564513449936)
SANT0005107,POINT(-121.616664660715 37.0686611029178)
SANT0005106,POINT(-121.82334255755 37.3649467513163)
SANT0005104,POINT(-121.970265049267 37.2061857878383)
SANT0005103,POINT(-122.089817678287 37.351100119901)
SANT0005102,POINT(-122.089927236187 37.3510040499043)
SANT0005101,POINT(-122.162279109874 37.4117632797064)
SANT0005100,POINT(-121.231828403449 37.0581161664557)
SANT0005099,POINT(-122.09406254641 37.3509363895042)
SANT0005098,POINT(-121.831222610965 37.1958658574001)
SANT0005097,POINT(-122.101081718035 37.3614289023164)
SANT0005096,POINT(-122.098103064858 37.3544733164978)
SANT0005095,POINT(-122.097374610823 37.3451362765157)
SANT0005094,POINT(-121.820824651363 37.3698853393533)
SANT0005093,POINT(-121.809368899817 37.1982018950745)
SANT0005092,POINT(-121.795244025143 37.1911848002444)
SANT0005091,POINT(-121.813076336225 37.390911982418)
SANT0005090,POINT(-121.956621751714 37.2300262583489)
SANT0005089,POINT(-121.795649644829 37.3748578381439)
SANT0005088,POINT(-122.018447859976 37.2090612247643)
SANT0005087,POINT(-122.09798785237 37.3567956990391)
SANT0005086,POINT(-122.09906993002 37.347257759372)
SANT0005085,POINT(-121.650316958595 37.0947517908144)
SANT0005084,POINT(-121.978225866917 37.2534846597058)
SANT0005083,POINT(-121.817298367822 37.1756070814084)
SANT0005082,POINT(-122.041377729232 37.2251255396327)
SANT0005081,POINT(-122.006571006569 37.2351219831292)
SANT0005080,POINT(-121.822467800625 37.2160425718063)
SANT0005079,POINT(-122.100918261641 37.3490706934467)
SANT0005078,POINT(-121.686588614701 37.1154562941493)
SANT0005077,POINT(-122.110064606137 37.363361105123)
SANT0005075,POINT(-121.920011122942 37.2088568817205)
SANT0005074,POINT(-121.613604479215 37.0698812273198)
SANT0005073,POINT(-122.107173634328 37.3603928770283)
SANT0005072,POINT(-121.815857780091 37.1882795694417)
SANT0005071,POINT(-122.090606193826 37.3498735312612)
SANT0005070,POINT(-122.019393804121 37.2396244762316)
SANT0005069,POINT(-121.95286044956 37.2012519970969)
SANT0005068,POINT(-121.787393316769 37.1921756946012)
SANT0005067,POINT(-121.674094947357 37.0731795957418)
SANT0005066,POINT(-122.007837472267 37.2253944482666)
SANT0005065,POINT(-121.513984022015 37.0399783818393)
SANT0005064,POINT(-121.234112689258 37.0556474258825)
SANT0005063,POINT(-121.808056822466 37.3729282842197)
SANT0005062,POINT(-121.719941455071 37.1922989555683)
SANT0005061,POINT(-121.654670404521 37.1048032111547)
SANT0005060,POINT(-121.822936001016 37.3702994835908)
SANT0005059,POINT(-121.926129729324 37.3209921582561)
SANT0005058,POINT(-121.6150786412 37.0711515663724)
SANT0005057,POINT(-121.828734827709 37.3671559933696)
SANT0005056,POINT(-121.713556680189 37.1766108996921)
SANT0005055,POINT(-122.097432906804 37.3451342970517)
SANT0005054,POINT(-121.522459969316 37.0435072322704)
SANT0005053,POINT(-121.936846469198 37.3090222935267)
SANT0005052,POINT(-121.703846583385 37.1779916330184)
SANT0005051,POINT(-121.614556327047 37.0695103510636)
SANT0005050,POINT(-122.018654764559 37.3891657746576)
SANT0005048,POINT(-122.017921542447 37.3871652544605)
SANT0005047,POINT(-121.990441416753 37.3927850566636)
SANT0005027,POINT(-122.01874097905 37.350725224489)
SANT0005014,POINT(-122.018654764559 37.3891657746576)
SANT0004995,POINT(-122.032195720438 37.3795262110812)
SANT0004994,POINT(-122.013559285206 37.3505591320933)
SANT0004993,POINT(-122.035297299538 37.3628086137793)
SANT0004992,POINT(-122.012049477001 37.3379378059143)
SANT0004974,POINT(-121.953092495719 37.7386183957951)
SANT0004973,POINT(-122.037170301503 37.3790973722193)
SANT0004972,POINT(-122.050772853792 37.338995187826)
SANT0004971,POINT(-122.025554953397 37.375433439629)
SANT0004970,POINT(-122.002740280847 37.3935853893065)
SANT0004969,POINT(-122.018305024093 37.3517493620059)
SANT0004968,POINT(-122.051634251996 37.3679529550042)
SANT0004967,POINT(-122.020566031811 37.3541636179751)
SANT0004966,POINT(-122.050753536683 37.3455559437278)
SANT0004949,POINT(-122.044271925507 37.3727082387748)
SANT0004936,POINT(-122.038403737122 37.3507762619437)
SANT0004935,POINT(-122.001089958899 37.3994276633009)
SANT0004934,POINT(-122.051365154936 37.3441355690178)
SANT0004891,POINT(-122.039328159596 37.3806847593285)
SANT0004879,POINT(-122.040515399115 37.3533958449741)
SANT0004871,POINT(-122.019520849915 37.3826760738792)
SANT0004870,POINT(-122.041461646265 37.3718972245348)
SANT0004869,POINT(-122.017168353256 37.3818115092123)
SANT0004868,POINT(-122.017097816169 37.3817966262398)
SANT0004867,POINT(-122.017124995535 37.3819433376739)
SANT0004866,POINT(-122.01705445834 37.3819284543808)
SANT0004865,POINT(-122.01706971255 37.382125607378)
SANT0004864,POINT(-122.016999176078 37.382110723667)
SANT0004863,POINT(-122.01724679235 37.3818280599332)
SANT0004862,POINT(-122.017024410558 37.3817811380274)
SANT0004861,POINT(-122.01720343522 37.3819598884505)
SANT0004860,POINT(-122.016981052157 37.3819129661206)
SANT0004859,POINT(-122.017145971048 37.3821416976965)
SANT0004858,POINT(-122.016923589138 37.3820947756101)
SANT0004857,POINT(-122.018738428795 37.3505106379549)
SANT0004856,POINT(-122.02537117794 37.3451330327068)
SANT0004851,POINT(-122.010815479643 37.3466441007381)
SANT0004850,POINT(-122.061948618222 37.3674603801301)
SANT0004849,POINT(-122.0349351587 37.3775360431739)
SANT0004830,POINT(-122.026900388709 37.3878101919723)
SANT0004829,POINT(-122.01702195298 37.3822708194885)
SANT0004828,POINT(-122.016951415803 37.382255936475)
SANT0004827,POINT(-122.016962308214 37.382452168458)
SANT0004826,POINT(-122.016891771484 37.3824372852004)
SANT0004825,POINT(-122.016918949868 37.3825839964938)
SANT0004824,POINT(-122.016848412646 37.382569113893)
SANT0004823,POINT(-122.016772825129 37.3825531649301)
SANT0004822,POINT(-122.017098213974 37.3822869108127)
SANT0004821,POINT(-122.016875829299 37.3822399876964)
SANT0004820,POINT(-122.017038567187 37.3824682589022)
SANT0004819,POINT(-122.016816183898 37.3824213365246)
SANT0004818,POINT(-122.016995208441 37.3826000870848)
SANT0004817,POINT(-122.007746311884 37.3904875293961)
SANT0004816,POINT(-121.987775699926 37.3917653855056)
SANT0004799,POINT(-122.02236932746 37.2573208243164)
SANT0004798,POINT(-122.298585589707 37.9134084422444)
SANT0004797,POINT(-122.024344946672 37.2485622476636)
SANT0004796,POINT(-122.014386194526 37.2526148582906)
SANT0004795,POINT(-122.011081169057 37.2471146976605)
SANT0004794,POINT(-122.032280569279 37.2621570667189)
SANT0004793,POINT(-122.050953378216 37.2866113647641)
SANT0004792,POINT(-121.998558920094 37.2674932149737)
SANT0004791,POINT(-121.998558920094 37.2674932149737)
SANT0004790,POINT(-122.032904271841 37.2819859568529)
SANT0004789,POINT(-122.032875163059 37.2819770116075)
SANT0004788,POINT(-121.999039488714 37.2677224375016)
SANT0004787,POINT(-122.013660583317 37.2823907709428)
SANT0004786,POINT(-122.025185299554 37.2677864305591)
SANT0004785,POINT(-122.052885054598 37.2666202366514)
SANT0004784,POINT(-121.989800303094 37.3536423628619)
SANT0004783,POINT(-121.969924007382 37.3319593534917)
SANT0004782,POINT(-121.965533388225 37.3625720168898)
SANT0004781,POINT(-121.999379614282 37.3455383250068)
SANT0004780,POINT(-121.957036054206 37.3421236032151)
SANT0004779,POINT(-121.94846716941 37.343437565669)
SANT0004778,POINT(-121.94846716941 37.343437565669)
SANT0004777,POINT(-121.950022398721 37.3551606008776)
SANT0004776,POINT(-121.96360113094 37.3267590725354)
SANT0004775,POINT(-121.968981813052 37.3491189403686)
SANT0004774,POINT(-121.967468034508 37.3268400250127)
SANT0004773,POINT(-121.995367396057 37.3544460238404)
SANT0004772,POINT(-121.967455355508 37.3268650232843)
SANT0004771,POINT(-121.967468034508 37.3268400250127)
SANT0004770,POINT(-121.967455355508 37.3268650232843)
SANT0004769,POINT(-121.967455355508 37.3268650232843)
SANT0004768,POINT(-121.967468034508 37.3268400250127)
SANT0004767,POINT(-121.967455355508 37.3268650232843)
SANT0004766,POINT(-121.98216528989 37.3413917762172)
SANT0004765,POINT(-121.982336888302 37.341428536962)
SANT0004764,POINT(-121.982459550657 37.3414495602876)
SANT0004763,POINT(-121.968156283658 37.3576449607181)
SANT0004762,POINT(-121.961178625244 37.3465351139191)
SANT0004761,POINT(-121.951826887896 37.3247527569136)
SANT0004760,POINT(-121.979596312643 37.3656110244117)
SANT0004759,POINT(-121.966103487308 37.3588070192434)
SANT0004758,POINT(-121.993779925714 37.3433728672861)
SANT0004757,POINT(-121.966103487308 37.3588070192434)
SANT0004756,POINT(-121.993779925714 37.3433728672861)
SANT0004750,POINT(-121.96360113094 37.3267590725354)
SANT0004749,POINT(-121.973607638918 37.3812113319924)
SANT0004748,POINT(-121.973607638918 37.3812113319924)
SANT0004747,POINT(-121.966353116694 37.3434113938444)
SANT0004746,POINT(-121.989774019421 37.3536543914597)
SANT0004745,POINT(-121.969924007382 37.3319593534917)
SANT0004744,POINT(-121.965519019111 37.3625539929161)
SANT0004743,POINT(-121.99941161212 37.3455404538615)
SANT0004742,POINT(-121.957036054206 37.3421236032151)
SANT0004741,POINT(-121.94846716941 37.343437565669)
SANT0004740,POINT(-121.948453147489 37.3434343382434)
SANT0004739,POINT(-121.950022398721 37.3551606008776)
SANT0004738,POINT(-121.96363220361 37.3267750605081)
SANT0004737,POINT(-121.968981813052 37.3491189403686)
SANT0004736,POINT(-121.967455355508 37.3268650232843)
SANT0004735,POINT(-121.995367396057 37.3544460238404)
SANT0004734,POINT(-121.967455355508 37.3268650232843)
SANT0004733,POINT(-121.967468034508 37.3268400250127)
SANT0004732,POINT(-121.967455355508 37.3268650232843)
SANT0004731,POINT(-121.967455355508 37.3268650232843)
SANT0004730,POINT(-121.967455355508 37.3268650232843)
SANT0004729,POINT(-121.967455355508 37.3268650232843)
SANT0004728,POINT(-121.98216528989 37.3413917762172)
SANT0004727,POINT(-121.982336888302 37.341428536962)
SANT0004726,POINT(-121.982459550657 37.3414495602876)
SANT0004725,POINT(-121.968156283658 37.3576449607181)
SANT0004724,POINT(-121.961158876939 37.3465340170453)
SANT0004723,POINT(-121.951826887896 37.3247527569136)
SANT0004722,POINT(-121.979563574646 37.3656284656411)
SANT0004721,POINT(-121.966104179317 37.3588114762285)
SANT0004720,POINT(-121.993779925714 37.3433728672861)
SANT0004719,POINT(-121.966103487308 37.3588070192434)
SANT0004718,POINT(-121.993779925714 37.3433728672861)
SANT0004712,POINT(-121.96363220361 37.3267750605081)
SANT0004711,POINT(-121.973607638918 37.3812113319924)
SANT0004710,POINT(-121.973656848423 37.3812168610016)
SANT0004709,POINT(-121.966353116694 37.3434113938444)
SANT0004708,POINT(-121.924682241549 37.306345521792)
SANT0004707,POINT(-121.876582081984 37.3199467634308)
SANT0004706,POINT(-121.990224618562 37.3082410822377)
SANT0004705,POINT(-121.866279232401 37.3669790564221)
SANT0004704,POINT(-121.866279232401 37.3669790564221)
SANT0004703,POINT(-121.935631433892 37.2995500362833)
SANT0004702,POINT(-121.892510030825 37.3393916403659)
SANT0004701,POINT(-121.892510030825 37.3393916403659)
SANT0004700,POINT(-121.892510030825 37.3393916403659)
SANT0004699,POINT(-121.892532202489 37.3394248583788)
SANT0004688,POINT(-121.9045144092 37.3267861025279)
SANT0004687,POINT(-121.897304725077 37.2232866181065)
SANT0004686,POINT(-121.788921588919 37.3198677170411)
SANT0004685,POINT(-121.848998505003 37.3933723031095)
SANT0004684,POINT(-121.863724917961 37.3902467392029)
SANT0004683,POINT(-121.863724917961 37.3902467392029)
SANT0004682,POINT(-121.863724917961 37.3902467392029)
SANT0004681,POINT(-121.863724917961 37.3902467392029)
SANT0004680,POINT(-121.863724917961 37.3902467392029)
SANT0004679,POINT(-121.863724917961 37.3902467392029)
SANT0004678,POINT(-121.866317904714 37.3669582336301)
SANT0004677,POINT(-121.854182148943 37.2908653195062)
SANT0004676,POINT(-121.854182148943 37.2908653195062)
SANT0004675,POINT(-121.854182148943 37.2908653195062)
SANT0004674,POINT(-121.854182148943 37.2908653195062)
SANT0004673,POINT(-121.818965461588 37.2625141980772)
SANT0004672,POINT(-121.818965461588 37.2625141980772)
SANT0004671,POINT(-121.892532202489 37.3394248583788)
SANT0004670,POINT(-121.892510030825 37.3393916403659)
SANT0004669,POINT(-121.936698340044 37.268973618716)
SANT0004668,POINT(-121.866279232401 37.3669790564221)
SANT0004667,POINT(-121.866317904714 37.3669582336301)
SANT0004666,POINT(-121.866317904714 37.3669582336301)
SANT0004665,POINT(-121.8323294778 37.2718822996838)
SANT0004664,POINT(-121.794485337521 37.2461027392943)
SANT0004663,POINT(-121.794485337521 37.2461027392943)
SANT0004662,POINT(-121.890594236157 37.3371667852902)
SANT0004661,POINT(-121.853038132189 37.3491342178559)
SANT0004660,POINT(-121.914264729042 37.2656365212475)
SANT0004659,POINT(-121.985123170911 37.2765658575495)
SANT0004658,POINT(-121.840423704697 37.2029394495162)
SANT0004657,POINT(-121.923540516184 37.3372009064801)
SANT0004647,POINT(-121.892028402781 37.3544763146653)
SANT0004645,POINT(-121.898756748442 37.3861852521472)
SANT0004644,POINT(-121.786120860925 37.3251427861853)
SANT0004643,POINT(-121.945848241262 37.2442652596423)
SANT0004642,POINT(-121.892510030825 37.3393916403659)
SANT0004641,POINT(-121.892510030825 37.3393916403659)
SANT0004640,POINT(-121.892532202489 37.3394248583788)
SANT0004639,POINT(-121.892510030825 37.3393916403659)
SANT0004638,POINT(-121.892532202489 37.3394248583788)
SANT0004637,POINT(-121.892510030825 37.3393916403659)
SANT0004636,POINT(-121.892510030825 37.3393916403659)
SANT0004635,POINT(-121.892510030825 37.3393916403659)
SANT0004634,POINT(-121.892532202489 37.3394248583788)
SANT0004633,POINT(-121.892510030825 37.3393916403659)
SANT0004632,POINT(-121.892510030825 37.3393916403659)
SANT0004631,POINT(-121.892532202489 37.3394248583788)
SANT0004630,POINT(-121.892510030825 37.3393916403659)
SANT0004629,POINT(-121.892510030825 37.3393916403659)
SANT0004628,POINT(-121.892510030825 37.3393916403659)
SANT0004623,POINT(-121.847770646469 37.2492370253725)
SANT0004622,POINT(-121.998043895959 37.2966881872114)
SANT0004621,POINT(-121.879629087527 37.3140688049309)
SANT0004620,POINT(-121.879629087527 37.3140688049309)
SANT0004618,POINT(-121.953052651484 37.31074614589)
SANT0004617,POINT(-121.884344916989 37.22655231947)
SANT0004616,POINT(-121.892532202489 37.3394248583788)
SANT0004615,POINT(-121.883320183481 37.3386240318757)
SANT0004614,POINT(-121.958679779186 37.2956437067316)
SANT0004613,POINT(-121.879630112005 37.3141056832158)
SANT0004612,POINT(-121.911109606066 37.3277417227173)
SANT0004609,POINT(-121.866317904714 37.3669582336301)
SANT0004608,POINT(-121.866317904714 37.3669582336301)
SANT0004607,POINT(-121.866279232401 37.3669790564221)
SANT0004606,POINT(-121.892510030825 37.3393916403659)
SANT0004605,POINT(-121.892532202489 37.3394248583788)
SANT0004604,POINT(-121.892510030825 37.3393916403659)
SANT0004603,POINT(-121.892510030825 37.3393916403659)
SANT0004602,POINT(-121.892532202489 37.3394248583788)
SANT0004601,POINT(-121.892532202489 37.3394248583788)
SANT0004600,POINT(-121.892510030825 37.3393916403659)
SANT0004599,POINT(-121.892532202489 37.3394248583788)
SANT0004598,POINT(-121.892510030825 37.3393916403659)
SANT0004597,POINT(-121.892532202489 37.3394248583788)
SANT0004596,POINT(-121.892510030825 37.3393916403659)
SANT0004595,POINT(-121.892532202489 37.3394248583788)
SANT0004594,POINT(-121.892532202489 37.3394248583788)
SANT0004593,POINT(-121.892532202489 37.3394248583788)
SANT0004592,POINT(-121.892532202489 37.3394248583788)
SANT0004591,POINT(-121.840450511182 37.2480349117671)
SANT0004590,POINT(-121.757563666615 37.2932603589287)
SANT0004589,POINT(-121.881719878034 37.287290364151)
SANT0004588,POINT(-121.881710700404 37.2873079596108)
SANT0004587,POINT(-121.881710700404 37.2873079596108)
SANT0004586,POINT(-121.881710700404 37.2873079596108)
SANT0004585,POINT(-121.881710700404 37.2873079596108)
SANT0004584,POINT(-121.881710700404 37.2873079596108)
SANT0004583,POINT(-121.892510030825 37.3393916403659)
SANT0004582,POINT(-121.892532202489 37.3394248583788)
SANT0004581,POINT(-121.892532202489 37.3394248583788)
SANT0004580,POINT(-121.892510030825 37.3393916403659)
SANT0004579,POINT(-121.892532202489 37.3394248583788)
SANT0004578,POINT(-121.892532202489 37.3394248583788)
SANT0004577,POINT(-121.892510030825 37.3393916403659)
SANT0004576,POINT(-121.892510030825 37.3393916403659)
SANT0004575,POINT(-121.892532202489 37.3394248583788)
SANT0004574,POINT(-121.892532202489 37.3394248583788)
SANT0004573,POINT(-121.852901300707 37.4077939064743)
SANT0004572,POINT(-121.852877042623 37.4077882537556)
SANT0004571,POINT(-121.852901300707 37.4077939064743)
SANT0004570,POINT(-121.852877042623 37.4077882537556)
SANT0004569,POINT(-121.852877042623 37.4077882537556)
SANT0004568,POINT(-121.852901300707 37.4077939064743)
SANT0004566,POINT(-121.887704763819 37.3271873751319)
SANT0004565,POINT(-121.890031861519 37.2982678724974)
SANT0004564,POINT(-121.909197998591 37.2983998674826)
SANT0004563,POINT(-121.855404597837 37.2741564721557)
SANT0004562,POINT(-122.179875280934 37.7386842718566)
SANT0004561,POINT(-121.922338367617 37.3174062982302)
SANT0004560,POINT(-121.912454604219 37.2443150056918)
SANT0004558,POINT(-121.869585662342 37.2655707680248)
SANT0004557,POINT(-121.869585662342 37.2655707680248)
SANT0004556,POINT(-121.869585662342 37.2655707680248)
SANT0004555,POINT(-121.869609987876 37.2655801259121)
SANT0004554,POINT(-121.869585662342 37.2655707680248)
SANT0004553,POINT(-121.95397755418 37.3049926180788)
SANT0004552,POINT(-121.892510030825 37.3393916403659)
SANT0004551,POINT(-121.892510030825 37.3393916403659)
SANT0004550,POINT(-121.892532202489 37.3394248583788)
SANT0004549,POINT(-121.892510030825 37.3393916403659)
SANT0004548,POINT(-121.892532202489 37.3394248583788)
SANT0004547,POINT(-121.892510030825 37.3393916403659)
SANT0004546,POINT(-121.892510030825 37.3393916403659)
SANT0004545,POINT(-121.892510030825 37.3393916403659)
SANT0004544,POINT(-121.973586849316 37.2979839540607)
SANT0004543,POINT(-121.781934306148 37.3012417699036)
SANT0004542,POINT(-121.892884759232 37.3058780079487)
SANT0004541,POINT(-121.892850392906 37.3058930001979)
SANT0004540,POINT(-121.892850392906 37.3058930001979)
SANT0004539,POINT(-121.879765575805 37.3212690166676)
SANT0004538,POINT(-121.879765575805 37.3212690166676)
SANT0004537,POINT(-121.879766385514 37.3212832372342)
SANT0004533,POINT(-121.865301446507 37.3579677601869)
SANT0004532,POINT(-121.854182148943 37.2908653195062)
SANT0004531,POINT(-121.854182148943 37.2908653195062)
SANT0004530,POINT(-121.854182148943 37.2908653195062)
SANT0004529,POINT(-121.854182148943 37.2908653195062)
SANT0004528,POINT(-121.854182148943 37.2908653195062)
SANT0004527,POINT(-121.971978809674 37.2914235128863)
SANT0004526,POINT(-121.850291332804 37.3513796527913)
SANT0004525,POINT(-121.901653966315 37.3043309066898)
SANT0004524,POINT(-121.893939356085 37.3356649822111)
SANT0004523,POINT(-121.868963979757 37.3653670490232)
SANT0004518,POINT(-121.904541591412 37.326795599013)
SANT0004517,POINT(-121.91972176925 37.3398798814311)
SANT0004516,POINT(-121.803181247538 37.3707391509177)
SANT0004515,POINT(-121.802989206059 37.3708992478915)
SANT0004513,POINT(-121.803461094792 37.3711802168206)
SANT0004512,POINT(-121.803252221608 37.3710469637158)
SANT0004510,POINT(-121.976532589608 37.3103405517618)
SANT0004509,POINT(-121.976532589608 37.3103405517618)
SANT0004508,POINT(-121.976532589608 37.3103405517618)
SANT0004507,POINT(-121.976532589608 37.3103405517618)
SANT0004506,POINT(-121.976532589608 37.3103405517618)
SANT0004505,POINT(-121.899861132723 37.2445474601159)
SANT0004504,POINT(-121.858841951694 37.3447852402488)
SANT0004503,POINT(-121.839251446473 37.3753964020898)
SANT0004502,POINT(-121.892532202489 37.3394248583788)
SANT0004501,POINT(-121.892510030825 37.3393916403659)
SANT0004500,POINT(-121.892532202489 37.3394248583788)
SANT0004499,POINT(-121.892532202489 37.3394248583788)
SANT0004498,POINT(-121.892532202489 37.3394248583788)
SANT0004497,POINT(-121.892510030825 37.3393916403659)
SANT0004496,POINT(-121.892532202489 37.3394248583788)
SANT0004495,POINT(-121.892532202489 37.3394248583788)
SANT0004494,POINT(-121.767120285922 37.3324294825375)
SANT0004493,POINT(-121.878468407337 37.3723583487391)
SANT0004492,POINT(-121.878468407337 37.3723583487391)
SANT0004489,POINT(-121.902365350837 37.2980461775432)
SANT0004488,POINT(-121.870569550917 37.2316009878743)
SANT0004487,POINT(-121.870569550917 37.2316009878743)
SANT0004486,POINT(-121.870569550917 37.2316009878743)
SANT0004485,POINT(-121.870569550917 37.2316009878743)
SANT0004484,POINT(-121.870569550917 37.2316009878743)
SANT0004483,POINT(-121.870569550917 37.2316009878743)
SANT0004482,POINT(-121.9358676494 37.2995501277326)
SANT0004481,POINT(-121.866743412432 37.3679947041147)
SANT0004480,POINT(-121.835388599509 37.2524348461292)
SANT0004479,POINT(-121.835388599509 37.2524348461292)
SANT0004478,POINT(-121.83540020254 37.2524335676509)
SANT0004477,POINT(-121.835388599509 37.2524348461292)
SANT0004476,POINT(-121.83540020254 37.2524335676509)
SANT0004475,POINT(-121.83540020254 37.2524335676509)
SANT0004474,POINT(-121.835388599509 37.2524348461292)
SANT0004473,POINT(-121.83540020254 37.2524335676509)
SANT0004472,POINT(-121.878434875398 37.3144947632598)
SANT0004471,POINT(-121.967278783766 37.3081511574685)
SANT0004470,POINT(-121.842656542946 37.3852596466335)
SANT0004469,POINT(-121.869543683219 37.3532528762058)
SANT0004468,POINT(-121.834621656524 37.286336109145)
SANT0004467,POINT(-121.866317904714 37.3669582336301)
SANT0004466,POINT(-121.866279232401 37.3669790564221)
SANT0004465,POINT(-121.866279232401 37.3669790564221)
SANT0004464,POINT(-121.866317904714 37.3669582336301)
SANT0004463,POINT(-121.854182148943 37.2908653195062)
SANT0004462,POINT(-121.854182148943 37.2908653195062)
SANT0004461,POINT(-121.854182148943 37.2908653195062)
SANT0004460,POINT(-121.854182148943 37.2908653195062)
SANT0004459,POINT(-121.976485166245 37.3056511895187)
SANT0004454,POINT(-121.905276616637 37.2246456365225)
SANT0004453,POINT(-121.905276616637 37.2246456365225)
SANT0004452,POINT(-121.905317450643 37.2246367886617)
SANT0004451,POINT(-121.905276616637 37.2246456365225)
SANT0004450,POINT(-121.905276616637 37.2246456365225)
SANT0004449,POINT(-121.892510030825 37.3393916403659)
SANT0004448,POINT(-121.892510030825 37.3393916403659)
SANT0004447,POINT(-121.892532202489 37.3394248583788)
SANT0004446,POINT(-121.892510030825 37.3393916403659)
SANT0004445,POINT(-121.892532202489 37.3394248583788)
SANT0004444,POINT(-121.892510030825 37.3393916403659)
SANT0004443,POINT(-121.892510030825 37.3393916403659)
SANT0004442,POINT(-121.892510030825 37.3393916403659)
SANT0004441,POINT(-121.892510030825 37.3393916403659)
SANT0004440,POINT(-121.892510030825 37.3393916403659)
SANT0004439,POINT(-121.892532202489 37.3394248583788)
SANT0004438,POINT(-121.892532202489 37.3394248583788)
SANT0004437,POINT(-121.892510030825 37.3393916403659)
SANT0004436,POINT(-121.892510030825 37.3393916403659)
SANT0004435,POINT(-121.892532202489 37.3394248583788)
SANT0004434,POINT(-121.892532202489 37.3394248583788)
SANT0004433,POINT(-121.892510030825 37.3393916403659)
SANT0004432,POINT(-121.892510030825 37.3393916403659)
SANT0004431,POINT(-121.892532202489 37.3394248583788)
SANT0004430,POINT(-121.892532202489 37.3394248583788)
SANT0004429,POINT(-121.892532202489 37.3394248583788)
SANT0004428,POINT(-121.892532202489 37.3394248583788)
SANT0004427,POINT(-121.892510030825 37.3393916403659)
SANT0004426,POINT(-121.892532202489 37.3394248583788)
SANT0004425,POINT(-121.892510030825 37.3393916403659)
SANT0004424,POINT(-121.892532202489 37.3394248583788)
SANT0004423,POINT(-121.892510030825 37.3393916403659)
SANT0004422,POINT(-121.892532202489 37.3394248583788)
SANT0004421,POINT(-121.892532202489 37.3394248583788)
SANT0004420,POINT(-121.892510030825 37.3393916403659)
SANT0004419,POINT(-121.844932165737 37.3607052513137)
SANT0004416,POINT(-121.892532202489 37.3394248583788)
SANT0004415,POINT(-121.892532202489 37.3394248583788)
SANT0004414,POINT(-121.807329740315 37.3023080559698)
SANT0004413,POINT(-121.875846886325 37.290364610358)
SANT0004412,POINT(-121.772916342117 37.2368841962565)
SANT0004411,POINT(-122.348284520236 37.9645365559847)
SANT0004410,POINT(-121.844480881961 37.3572977528099)
SANT0004409,POINT(-122.157067468848 37.4457955315196)
SANT0004408,POINT(-122.157067468848 37.4457955315196)
SANT0004407,POINT(-122.149843470006 37.4265707044506)
SANT0004406,POINT(-122.126169308244 37.4396222023037)
SANT0004405,POINT(-122.138637987472 37.4517544103963)
SANT0004404,POINT(-122.149887267447 37.4389268038736)
SANT0004401,POINT(-122.089961475587 37.3978839342193)
SANT0004400,POINT(-122.08540034973 37.3756366915813)
SANT0004399,POINT(-122.059357972664 37.3915952335527)
SANT0004398,POINT(-122.059357972664 37.3915952335527)
SANT0004397,POINT(-122.059357972664 37.3915952335527)
SANT0004396,POINT(-122.059514025321 37.3915933986491)
SANT0004395,POINT(-122.059514025321 37.3915933986491)
SANT0004394,POINT(-122.060882962384 37.4009761107486)
SANT0004393,POINT(-122.060882962384 37.4009761107486)
SANT0004392,POINT(-122.060916621939 37.4009937471526)
SANT0004391,POINT(-122.060916621939 37.4009937471526)
SANT0004390,POINT(-122.060882962384 37.4009761107486)
SANT0004389,POINT(-122.060916621939 37.4009937471526)
SANT0004388,POINT(-122.060882962384 37.4009761107486)
SANT0004387,POINT(-122.060916621939 37.4009937471526)
SANT0004386,POINT(-122.060882962384 37.4009761107486)
SANT0004385,POINT(-122.060916621939 37.4009937471526)
SANT0004384,POINT(-122.060916621939 37.4009937471526)
SANT0004383,POINT(-122.060916621939 37.4009937471526)
SANT0004382,POINT(-122.060916621939 37.4009937471526)
SANT0004381,POINT(-122.060882962384 37.4009761107486)
SANT0004380,POINT(-122.060882962384 37.4009761107486)
SANT0004379,POINT(-122.060916621939 37.4009937471526)
SANT0004378,POINT(-122.086104479243 37.4138930675871)
SANT0004377,POINT(-122.089508842705 37.4017935318697)
SANT0004376,POINT(-122.089147697844 37.4011654171876)
SANT0004374,POINT(-122.053281385993 37.3851355399596)
SANT0004373,POINT(-122.087498408504 37.387067839702)
SANT0004372,POINT(-122.079444256465 37.3968197508894)
SANT0004362,POINT(-122.080636816208 37.3860768065437)
SANT0004361,POINT(-122.080622158385 37.3860961182236)
SANT0004360,POINT(-122.094924908726 37.3864594133545)
SANT0004359,POINT(-122.09719457841 37.413079587687)
SANT0004358,POINT(-122.09719457841 37.413079587687)
SANT0004357,POINT(-122.097262100901 37.4130894775995)
SANT0004356,POINT(-122.084267223676 37.3855807117832)
SANT0004355,POINT(-122.0842576592 37.3855910020087)
SANT0004354,POINT(-122.0842576592 37.3855910020087)
SANT0004353,POINT(-122.079107637939 37.3864571045103)
SANT0004352,POINT(-122.06140415183 37.4057505254537)
SANT0004351,POINT(-122.06140415183 37.4057505254537)
