tract,rtaz_1,rtaz_2,rtaz_3,rtaz_4,rtaz_5
410100,882,NA,NA,NA,NA
410200,881,NA,NA,NA,NA
410300,880,NA,NA,NA,NA
410400,879,NA,NA,NA,NA
410500,985,984,NA,NA,NA
420100,1035,NA,NA,NA,NA
420200,1036,NA,NA,NA,NA
420300,1039,NA,NA,NA,NA
420400,1038,NA,NA,NA,NA
420500,1037,NA,NA,NA,NA
420600,1034,NA,NA,NA,NA
421100,1030,NA,NA,NA,NA
421200,1031,NA,NA,NA,NA
421300,1033,NA,NA,NA,NA
421400,1032,NA,NA,NA,NA
421500,1029,NA,NA,NA,NA
421600,1028,NA,NA,NA,NA
421700,1027,NA,NA,NA,NA
421800,1026,NA,NA,NA,NA
421900,1025,NA,NA,NA,NA
422000,1014,NA,NA,NA,NA
422100,1024,NA,NA,NA,NA
422200,1023,NA,NA,NA,NA
422300,1022,NA,NA,NA,NA
422400,1021,NA,NA,NA,NA
422500,1020,NA,NA,NA,NA
422600,1019,NA,NA,NA,NA
422700,1007,NA,NA,NA,NA
422800,1008,NA,NA,NA,NA
422900,1018,NA,NA,NA,NA
423000,1017,NA,NA,NA,NA
423100,1016,NA,NA,NA,NA
423200,1015,NA,NA,NA,NA
423300,1013,NA,NA,NA,NA
423400,1012,NA,NA,NA,NA
423500,1011,NA,NA,NA,NA
423601,1010,NA,NA,NA,NA
423602,1009,NA,NA,NA,NA
423700,1006,NA,NA,NA,NA
423800,1004,NA,NA,NA,NA
423901,1002,NA,NA,NA,NA
423902,1003,NA,NA,NA,NA
424001,995,NA,NA,NA,NA
424002,994,NA,NA,NA,NA
425101,991,NA,NA,NA,NA
425102,991,NA,NA,NA,NA
425103,991,NA,NA,NA,NA
425104,991,NA,NA,NA,NA
426100,918,NA,NA,NA,NA
426200,917,NA,NA,NA,NA
427100,949,NA,NA,NA,NA
427200,948,NA,NA,NA,NA
427300,960,NA,NA,NA,NA
427600,962,NA,NA,NA,NA
427700,963,NA,NA,NA,NA
427800,959,NA,NA,NA,NA
427900,956,NA,NA,NA,NA
428000,955,NA,NA,NA,NA
428100,950,NA,NA,NA,NA
428200,951,NA,NA,NA,NA
428301,952,NA,NA,NA,NA
428302,953,NA,NA,NA,NA
428400,954,NA,NA,NA,NA
428500,957,NA,NA,NA,NA
428600,958,NA,NA,NA,NA
428700,961,964,NA,NA,NA
430101,844,NA,NA,NA,NA
430102,844,NA,NA,NA,NA
430200,845,NA,NA,NA,NA
430300,844,850,NA,NA,NA
430400,851,NA,NA,NA,NA
430500,853,NA,NA,NA,NA
430600,852,NA,NA,NA,NA
430700,849,NA,NA,NA,NA
430800,846,NA,NA,NA,NA
430900,848,NA,NA,NA,NA
431000,847,NA,NA,NA,NA
431100,842,NA,NA,NA,NA
431200,840,NA,NA,NA,NA
432100,868,NA,NA,NA,NA
432200,869,NA,NA,NA,NA
432300,870,NA,NA,NA,NA
432400,873,NA,NA,NA,NA
432501,872,NA,NA,NA,NA
432502,872,NA,NA,NA,NA
432600,871,NA,NA,NA,NA
432700,867,NA,NA,NA,NA
432800,866,NA,NA,NA,NA
433000,865,NA,NA,NA,NA
433102,863,NA,NA,NA,NA
433103,864,NA,NA,NA,NA
433104,864,NA,NA,NA,NA
433200,862,NA,NA,NA,NA
433300,861,NA,NA,NA,NA
433400,860,NA,NA,NA,NA
433500,859,NA,NA,NA,NA
433600,858,NA,NA,NA,NA
433700,857,NA,NA,NA,NA
433800,856,NA,NA,NA,NA
433900,854,NA,NA,NA,NA
434000,855,NA,NA,NA,NA
435102,821,NA,NA,NA,NA
435103,820,NA,NA,NA,NA
435104,820,NA,NA,NA,NA
435200,843,NA,NA,NA,NA
435300,841,NA,NA,NA,NA
435400,839,NA,NA,NA,NA
435500,838,NA,NA,NA,NA
435601,837,NA,NA,NA,NA
435602,837,NA,NA,NA,NA
435700,836,NA,NA,NA,NA
435800,835,NA,NA,NA,NA
435900,834,NA,NA,NA,NA
436000,833,NA,NA,NA,NA
436100,832,NA,NA,NA,NA
436200,831,NA,NA,NA,NA
436300,828,NA,NA,NA,NA
436401,823,NA,NA,NA,NA
436402,822,NA,NA,NA,NA
436500,824,NA,NA,NA,NA
436601,825,NA,NA,NA,NA
436602,826,NA,NA,NA,NA
436700,829,NA,NA,NA,NA
436800,827,NA,NA,NA,NA
436900,830,NA,NA,NA,NA
437000,812,NA,NA,NA,NA
437101,810,NA,NA,NA,NA
437102,810,NA,NA,NA,NA
437200,811,NA,NA,NA,NA
437300,813,NA,NA,NA,NA
437400,814,NA,NA,NA,NA
437500,815,NA,NA,NA,NA
437600,816,NA,NA,NA,NA
437701,817,NA,NA,NA,NA
437702,817,NA,NA,NA,NA
437800,818,NA,NA,NA,NA
437900,819,NA,NA,NA,NA
438000,804,NA,NA,NA,NA
438100,805,NA,NA,NA,NA
438201,807,NA,NA,NA,NA
438203,806,NA,NA,NA,NA
438204,806,NA,NA,NA,NA
438300,808,NA,NA,NA,NA
438400,809,NA,NA,NA,NA
440100,803,NA,NA,NA,NA
440200,802,NA,NA,NA,NA
440301,797,NA,NA,NA,NA
440304,793,NA,NA,NA,NA
440305,792,790,NA,NA,NA
440306,791,NA,NA,NA,NA
440307,798,NA,NA,NA,NA
440308,800,NA,NA,NA,NA
440331,795,NA,NA,NA,NA
440332,794,NA,NA,NA,NA
440333,796,NA,NA,NA,NA
440334,796,NA,NA,NA,NA
440335,801,NA,NA,NA,NA
440336,801,NA,NA,NA,NA
441100,781,NA,NA,NA,NA
441200,782,NA,NA,NA,NA
441301,783,NA,NA,NA,NA
441302,784,NA,NA,NA,NA
441401,787,NA,NA,NA,NA
441402,799,NA,NA,NA,NA
441501,769,790,NA,NA,NA
441503,769,751,NA,NA,NA
441521,788,NA,NA,NA,NA
441522,789,NA,NA,NA,NA
441523,769,NA,NA,NA,NA
441524,769,NA,NA,NA,NA
441601,786,NA,NA,NA,NA
441602,785,NA,NA,NA,NA
441700,774,NA,NA,NA,NA
441800,776,NA,NA,NA,NA
441921,762,NA,NA,NA,NA
441923,777,NA,NA,NA,NA
441924,778,NA,NA,NA,NA
441925,778,NA,NA,NA,NA
441926,763,NA,NA,NA,NA
441927,763,NA,NA,NA,NA
442000,780,NA,NA,NA,NA
442100,779,NA,NA,NA,NA
442200,756,NA,NA,NA,NA
442301,761,NA,NA,NA,NA
442302,761,NA,NA,NA,NA
442400,760,NA,NA,NA,NA
442500,764,NA,NA,NA,NA
442601,775,NA,NA,NA,NA
442602,775,NA,NA,NA,NA
442700,766,NA,NA,NA,NA
442800,765,NA,NA,NA,NA
442900,759,NA,NA,NA,NA
443001,757,NA,NA,NA,NA
443002,758,NA,NA,NA,NA
443102,753,NA,NA,NA,NA
443103,754,NA,NA,NA,NA
443104,755,NA,NA,NA,NA
443105,755,NA,NA,NA,NA
443200,747,NA,NA,NA,NA
443301,748,NA,NA,NA,NA
443321,749,NA,NA,NA,NA
443322,749,NA,NA,NA,NA
444100,771,NA,NA,NA,NA
444200,770,NA,NA,NA,NA
444301,768,NA,NA,NA,NA
444302,768,NA,NA,NA,NA
444400,772,NA,NA,NA,NA
444500,773,NA,NA,NA,NA
444601,767,NA,NA,NA,NA
444602,767,NA,NA,NA,NA
450101,730,NA,NA,NA,NA
450102,730,NA,NA,NA,NA
450200,731,NA,NA,NA,NA
450300,732,NA,NA,NA,NA
450400,733,NA,NA,NA,NA
450501,734,NA,NA,NA,NA
450502,734,NA,NA,NA,NA
450601,735,NA,NA,NA,NA
450602,736,NA,NA,NA,NA
450603,737,NA,NA,NA,NA
450604,741,NA,NA,NA,NA
450605,740,NA,NA,NA,NA
450606,738,NA,NA,NA,NA
450607,739,NA,NA,NA,NA
450701,746,NA,NA,NA,NA
450741,744,NA,NA,NA,NA
450742,745,NA,NA,NA,NA
450743,742,NA,NA,NA,NA
450744,742,NA,NA,NA,NA
450745,743,NA,NA,NA,NA
450746,743,NA,NA,NA,NA
450750,729,NA,NA,NA,NA
450751,729,NA,NA,NA,NA
450752,729,NA,NA,NA,NA
451101,715,NA,NA,NA,NA
451102,725,NA,NA,NA,NA
451201,719,NA,NA,NA,NA
451202,720,NA,NA,NA,NA
451300,728,NA,NA,NA,NA
451401,721,NA,NA,NA,NA
451403,722,NA,NA,NA,NA
451404,722,NA,NA,NA,NA
451501,716,NA,NA,NA,NA
451503,717,NA,NA,NA,NA
451504,718,NA,NA,NA,NA
451505,718,NA,NA,NA,NA
451506,718,NA,NA,NA,NA
451601,723,NA,NA,NA,NA
451602,724,NA,NA,NA,NA
451701,727,NA,NA,NA,NA
451703,726,NA,NA,NA,NA
451704,726,NA,NA,NA,NA
500100,547,NA,NA,NA,NA
500200,546,NA,NA,NA,NA
500300,538,539,NA,NA,NA
500400,542,NA,NA,NA,NA
500500,541,NA,NA,NA,NA
500600,540,NA,NA,NA,NA
500800,558,NA,NA,NA,NA
500901,557,NA,NA,NA,NA
500902,556,NA,NA,NA,NA
501000,549,NA,NA,NA,NA
501101,548,NA,NA,NA,NA
501102,548,NA,NA,NA,NA
501200,550,NA,NA,NA,NA
501300,554,NA,NA,NA,NA
501401,551,NA,NA,NA,NA
501402,551,NA,NA,NA,NA
501501,552,NA,NA,NA,NA
501502,553,NA,NA,NA,NA
501600,555,NA,NA,NA,NA
501700,560,NA,NA,NA,NA
501800,559,NA,NA,NA,NA
501900,537,NA,NA,NA,NA
502001,535,NA,NA,NA,NA
502002,536,NA,NA,NA,NA
502101,534,NA,NA,NA,NA
502102,533,NA,NA,NA,NA
502201,532,NA,NA,NA,NA
502202,531,NA,NA,NA,NA
502301,528,NA,NA,NA,NA
502302,528,NA,NA,NA,NA
502400,527,NA,NA,NA,NA
502500,526,NA,NA,NA,NA
502601,529,NA,NA,NA,NA
502603,530,NA,NA,NA,NA
502604,530,NA,NA,NA,NA
502701,521,NA,NA,NA,NA
502702,519,NA,NA,NA,NA
502800,520,NA,NA,NA,NA
502901,522,NA,NA,NA,NA
502902,523,NA,NA,NA,NA
502903,524,NA,NA,NA,NA
502906,685,NA,NA,NA,NA
502907,683,NA,NA,NA,NA
502908,684,NA,NA,NA,NA
502909,686,NA,NA,NA,NA
502910,687,NA,NA,NA,NA
503001,525,NA,NA,NA,NA
503002,681,NA,NA,NA,NA
503003,682,NA,NA,NA,NA
503105,579,NA,NA,NA,NA
503108,564,NA,NA,NA,NA
503110,580,NA,NA,NA,NA
503111,577,NA,NA,NA,NA
503112,561,NA,NA,NA,NA
503113,562,NA,NA,NA,NA
503115,566,NA,NA,NA,NA
503116,565,NA,NA,NA,NA
503117,578,NA,NA,NA,NA
503118,578,NA,NA,NA,NA
503121,563,NA,NA,NA,NA
503122,563,NA,NA,NA,NA
503123,563,NA,NA,NA,NA
503204,568,NA,NA,NA,NA
503207,573,NA,NA,NA,NA
503208,571,NA,NA,NA,NA
503210,572,NA,NA,NA,NA
503211,576,NA,NA,NA,NA
503212,575,NA,NA,NA,NA
503213,574,NA,NA,NA,NA
503214,567,NA,NA,NA,NA
503217,569,NA,NA,NA,NA
503218,570,NA,NA,NA,NA
503304,582,NA,NA,NA,NA
503305,583,NA,NA,NA,NA
503306,584,NA,NA,NA,NA
503312,642,NA,NA,NA,NA
503313,647,NA,NA,NA,NA
503315,650,NA,NA,NA,NA
503321,644,NA,NA,NA,NA
503322,643,NA,NA,NA,NA
503323,645,NA,NA,NA,NA
503324,646,NA,NA,NA,NA
503325,649,NA,NA,NA,NA
503326,648,NA,NA,NA,NA
503327,652,NA,NA,NA,NA
503329,653,NA,NA,NA,NA
503330,653,NA,NA,NA,NA
503331,654,NA,NA,NA,NA
503332,654,NA,NA,NA,NA
503333,655,NA,NA,NA,NA
503334,655,NA,NA,NA,NA
503336,651,NA,NA,NA,NA
503337,651,NA,NA,NA,NA
503401,585,NA,NA,NA,NA
503402,581,NA,NA,NA,NA
503504,586,NA,NA,NA,NA
503506,588,NA,NA,NA,NA
503507,587,NA,NA,NA,NA
503508,638,NA,NA,NA,NA
503509,641,NA,NA,NA,NA
503510,639,NA,NA,NA,NA
503511,640,NA,NA,NA,NA
503601,593,NA,NA,NA,NA
503602,592,NA,NA,NA,NA
503703,590,NA,NA,NA,NA
503707,594,NA,NA,NA,NA
503708,596,NA,NA,NA,NA
503709,597,NA,NA,NA,NA
503710,591,NA,NA,NA,NA
503711,591,NA,NA,NA,NA
503712,595,NA,NA,NA,NA
503713,595,NA,NA,NA,NA
503802,630,NA,NA,NA,NA
503803,631,NA,NA,NA,NA
503804,632,NA,NA,NA,NA
503902,633,NA,NA,NA,NA
503903,633,NA,NA,NA,NA
504001,634,NA,NA,NA,NA
504002,589,NA,NA,NA,NA
504101,635,NA,NA,NA,NA
504102,636,NA,NA,NA,NA
504201,629,NA,NA,NA,NA
504202,637,NA,NA,NA,NA
504307,627,NA,NA,NA,NA
504308,628,NA,NA,NA,NA
504311,601,NA,NA,NA,NA
504314,626,NA,NA,NA,NA
504315,623,NA,NA,NA,NA
504316,599,NA,NA,NA,NA
504317,600,NA,NA,NA,NA
504318,602,603,604,NA,NA
504319,598,NA,NA,NA,NA
504320,624,NA,NA,NA,NA
504321,625,NA,NA,NA,NA
504322,605,NA,NA,NA,NA
504323,605,NA,NA,NA,NA
504410,621,NA,NA,NA,NA
504411,622,NA,NA,NA,NA
504412,616,NA,NA,NA,NA
504413,610,NA,NA,NA,NA
504414,609,NA,NA,NA,NA
504415,619,NA,NA,NA,NA
504416,620,NA,NA,NA,NA
504417,618,NA,NA,NA,NA
504418,617,NA,NA,NA,NA
504420,615,NA,NA,NA,NA
504421,614,NA,NA,NA,NA
504422,613,NA,NA,NA,NA
504423,618,NA,NA,NA,NA
504504,608,607,NA,NA,NA
504505,606,NA,NA,NA,NA
504506,612,NA,NA,NA,NA
504507,611,NA,NA,NA,NA
504601,401,NA,NA,NA,NA
504602,404,405,NA,NA,NA
504700,402,NA,NA,NA,NA
504802,419,418,NA,NA,NA
504803,422,NA,NA,NA,NA
504805,421,NA,NA,NA,NA
504806,420,NA,NA,NA,NA
504901,413,NA,NA,NA,NA
505001,415,416,NA,NA,NA
505006,407,409,410,406,408
505007,414,NA,NA,NA,NA
505008,412,NA,NA,NA,NA
505009,412,411,NA,NA,NA
505100,435,434,NA,NA,NA
505202,430,432,429,NA,NA
505203,543,NA,NA,NA,NA
505301,443,NA,NA,NA,NA
505302,438,NA,NA,NA,NA
505303,437,NA,NA,NA,NA
505304,442,NA,NA,NA,NA
505305,444,NA,NA,NA,NA
505401,441,NA,NA,NA,NA
505402,439,NA,NA,NA,NA
505403,440,NA,NA,NA,NA
505500,436,NA,NA,NA,NA
505600,545,NA,NA,NA,NA
505700,544,NA,NA,NA,NA
505800,466,NA,NA,NA,NA
505900,465,NA,NA,NA,NA
506000,464,NA,NA,NA,NA
506101,461,NA,NA,NA,NA
506102,463,NA,NA,NA,NA
506103,462,NA,NA,NA,NA
506202,476,NA,NA,NA,NA
506203,478,NA,NA,NA,NA
506204,477,NA,NA,NA,NA
506301,471,NA,NA,NA,NA
506302,470,NA,NA,NA,NA
506304,472,NA,NA,NA,NA
506305,473,NA,NA,NA,NA
506401,467,NA,NA,NA,NA
506402,468,NA,NA,NA,NA
506501,469,NA,NA,NA,NA
506502,504,NA,NA,NA,NA
506503,503,NA,NA,NA,NA
506601,475,NA,NA,NA,NA
506603,501,NA,NA,NA,NA
506604,499,NA,NA,NA,NA
506605,474,NA,NA,NA,NA
506606,502,NA,NA,NA,NA
506701,500,NA,NA,NA,NA
506702,505,NA,NA,NA,NA
506703,506,NA,NA,NA,NA
506801,518,NA,NA,NA,NA
506802,517,NA,NA,NA,NA
506803,515,NA,NA,NA,NA
506804,516,NA,NA,NA,NA
506900,514,NA,NA,NA,NA
507001,511,NA,NA,NA,NA
507002,513,NA,NA,NA,NA
507100,509,NA,NA,NA,NA
507203,508,NA,NA,NA,NA
507205,507,NA,NA,NA,NA
507206,510,NA,NA,NA,NA
507301,497,NA,NA,NA,NA
507302,496,NA,NA,NA,NA
507401,493,NA,NA,NA,NA
507402,498,NA,NA,NA,NA
507500,494,NA,NA,NA,NA
507600,495,NA,NA,NA,NA
507701,490,NA,NA,NA,NA
507702,489,NA,NA,NA,NA
507703,488,NA,NA,NA,NA
507805,487,NA,NA,NA,NA
507806,486,NA,NA,NA,NA
507807,491,NA,NA,NA,NA
507808,492,NA,NA,NA,NA
507903,481,NA,NA,NA,NA
507904,480,NA,NA,NA,NA
507905,483,NA,NA,NA,NA
507906,482,NA,NA,NA,NA
508001,484,NA,NA,NA,NA
508003,479,NA,NA,NA,NA
508004,479,NA,NA,NA,NA
508101,485,NA,NA,NA,NA
508102,460,NA,NA,NA,NA
508202,459,NA,NA,NA,NA
508203,457,NA,NA,NA,NA
508204,458,NA,NA,NA,NA
508301,454,NA,NA,NA,NA
508303,455,NA,NA,NA,NA
508304,456,NA,NA,NA,NA
508401,453,NA,NA,NA,NA
508403,452,NA,NA,NA,NA
508404,451,NA,NA,NA,NA
508503,449,NA,NA,NA,NA
508504,448,NA,NA,NA,NA
508505,447,NA,NA,NA,NA
508507,445,NA,NA,NA,NA
508508,445,NA,NA,NA,NA
508601,394,NA,NA,NA,NA
508602,450,NA,NA,NA,NA
508703,446,NA,NA,NA,NA
508704,426,427,428,NA,NA
508800,425,NA,NA,NA,NA
508900,423,NA,NA,NA,NA
509000,424,NA,NA,NA,NA
509102,396,395,NA,NA,NA
509105,391,NA,NA,NA,NA
509106,393,NA,NA,NA,NA
509107,392,NA,NA,NA,NA
509108,400,399,NA,NA,NA
509109,398,397,NA,NA,NA
509201,377,NA,NA,NA,NA
509202,376,NA,NA,NA,NA
509302,373,NA,NA,NA,NA
509303,375,NA,NA,NA,NA
509304,374,NA,NA,NA,NA
509401,365,NA,NA,NA,NA
509403,380,NA,NA,NA,NA
509404,372,NA,NA,NA,NA
509500,379,NA,NA,NA,NA
509600,378,NA,NA,NA,NA
509700,390,NA,NA,NA,NA
509801,381,NA,NA,NA,NA
509802,382,NA,NA,NA,NA
509901,383,NA,NA,NA,NA
509902,389,NA,NA,NA,NA
510001,388,NA,NA,NA,NA
510002,387,NA,NA,NA,NA
510100,386,NA,NA,NA,NA
510200,384,NA,NA,NA,NA
510300,370,NA,NA,NA,NA
510400,371,NA,NA,NA,NA
510500,369,NA,NA,NA,NA
510600,367,NA,NA,NA,NA
510700,366,NA,NA,NA,NA
510801,362,NA,NA,NA,NA
510802,364,NA,NA,NA,NA
510803,363,NA,NA,NA,NA
510900,360,NA,NA,NA,NA
511000,361,NA,NA,NA,NA
511100,358,NA,NA,NA,NA
511200,357,NA,NA,NA,NA
511301,356,NA,NA,NA,NA
511302,356,NA,NA,NA,NA
511400,359,NA,NA,NA,NA
511500,350,351,NA,NA,NA
511608,355,NA,NA,NA,NA
511609,355,NA,NA,NA,NA
511701,368,NA,NA,NA,NA
511702,385,NA,NA,NA,NA
511704,347,NA,NA,NA,NA
511705,348,349,347,NA,NA
511707,347,NA,NA,NA,NA
511800,512,NA,NA,NA,NA
511905,692,NA,NA,NA,NA
511907,693,NA,NA,NA,NA
511909,695,NA,NA,NA,NA
511910,691,NA,NA,NA,NA
511911,696,NA,NA,NA,NA
511912,694,NA,NA,NA,NA
511913,689,NA,NA,NA,NA
511914,690,NA,NA,NA,NA
511915,688,NA,NA,NA,NA
511916,688,NA,NA,NA,NA
512001,656,NA,NA,NA,NA
512005,680,NA,NA,NA,NA
512017,670,NA,NA,NA,NA
512019,672,NA,NA,NA,NA
512020,671,NA,NA,NA,NA
512021,668,NA,NA,NA,NA
512022,666,NA,NA,NA,NA
512023,667,NA,NA,NA,NA
512024,679,NA,NA,NA,NA
512025,678,NA,NA,NA,NA
512026,673,NA,NA,NA,NA
512027,677,NA,NA,NA,NA
512029,665,NA,NA,NA,NA
512030,663,NA,NA,NA,NA
512031,662,NA,NA,NA,NA
512032,660,NA,NA,NA,NA
512033,661,NA,NA,NA,NA
512034,659,NA,NA,NA,NA
512035,658,NA,NA,NA,NA
512036,664,NA,NA,NA,NA
512037,664,NA,NA,NA,NA
512038,657,NA,NA,NA,NA
512039,657,NA,NA,NA,NA
512042,669,NA,NA,NA,NA
512043,669,NA,NA,NA,NA
512045,674,NA,NA,NA,NA
512047,675,NA,NA,NA,NA
512052,676,NA,NA,NA,NA
512053,676,NA,NA,NA,NA
512100,697,NA,NA,NA,NA
512200,704,NA,NA,NA,NA
512305,703,NA,NA,NA,NA
512307,701,NA,NA,NA,NA
512308,698,NA,NA,NA,NA
512309,699,NA,NA,NA,NA
512310,700,NA,NA,NA,NA
512311,700,NA,NA,NA,NA
512312,700,NA,NA,NA,NA
512313,702,NA,NA,NA,NA
512314,702,NA,NA,NA,NA
512401,712,NA,NA,NA,NA
512402,713,NA,NA,NA,NA
512503,711,NA,NA,NA,NA
512505,710,NA,NA,NA,NA
512506,709,NA,NA,NA,NA
512508,708,NA,NA,NA,NA
512509,705,NA,NA,NA,NA
512510,705,NA,NA,NA,NA
512602,706,NA,NA,NA,NA
512603,707,NA,NA,NA,NA
512604,707,NA,NA,NA,NA
513000,354,353,NA,NA,NA
513500,714,NA,NA,NA,NA
600100,208,NA,NA,NA,NA
600200,207,NA,NA,NA,NA
600300,206,NA,NA,NA,NA
600401,205,NA,NA,NA,NA
600402,205,NA,NA,NA,NA
600500,202,NA,NA,NA,NA
600600,203,NA,NA,NA,NA
600700,204,NA,NA,NA,NA
600800,192,NA,NA,NA,NA
600900,191,NA,NA,NA,NA
601000,196,NA,NA,NA,NA
601100,195,NA,NA,NA,NA
601200,193,NA,NA,NA,NA
601300,201,NA,NA,NA,NA
601400,194,NA,NA,NA,NA
601501,197,NA,NA,NA,NA
601502,198,NA,NA,NA,NA
601601,200,NA,NA,NA,NA
601603,218,NA,NA,NA,NA
601604,199,NA,NA,NA,NA
601605,219,NA,NA,NA,NA
601700,217,NA,NA,NA,NA
601800,214,NA,NA,NA,NA
601901,215,216,NA,NA,NA
601902,215,216,NA,NA,NA
602000,209,NA,NA,NA,NA
602100,210,NA,NA,NA,NA
602200,211,NA,NA,NA,NA
602300,212,NA,NA,NA,NA
602400,213,NA,NA,NA,NA
602500,231,NA,NA,NA,NA
602600,230,NA,NA,NA,NA
602700,220,NA,NA,NA,NA
602800,221,NA,NA,NA,NA
602900,222,NA,NA,NA,NA
603000,223,NA,NA,NA,NA
603100,224,NA,NA,NA,NA
603200,225,NA,NA,NA,NA
603300,226,NA,NA,NA,NA
603400,227,NA,NA,NA,NA
603700,232,NA,NA,NA,NA
603801,233,NA,NA,NA,NA
603802,233,NA,NA,NA,NA
603900,236,NA,NA,NA,NA
604000,235,NA,NA,NA,NA
604101,237,NA,NA,NA,NA
604102,234,NA,NA,NA,NA
604200,238,NA,NA,NA,NA
604400,240,NA,NA,NA,NA
604500,241,NA,NA,NA,NA
604600,242,NA,NA,NA,NA
604700,243,NA,NA,NA,NA
604800,244,NA,NA,NA,NA
604900,245,NA,NA,NA,NA
605000,246,NA,NA,NA,NA
605100,248,NA,NA,NA,NA
605200,247,NA,NA,NA,NA
605300,250,NA,NA,NA,NA
605400,249,NA,NA,NA,NA
605500,251,NA,NA,NA,NA
605600,252,NA,NA,NA,NA
605700,254,NA,NA,NA,NA
605800,253,NA,NA,NA,NA
605900,258,NA,NA,NA,NA
606000,259,NA,NA,NA,NA
606100,261,NA,NA,NA,NA
606200,260,NA,NA,NA,NA
606300,257,NA,NA,NA,NA
606400,256,NA,NA,NA,NA
606500,255,NA,NA,NA,NA
606600,280,NA,NA,NA,NA
606700,282,NA,NA,NA,NA
606800,291,NA,NA,NA,NA
606900,292,NA,NA,NA,NA
607000,290,NA,NA,NA,NA
607100,285,NA,NA,NA,NA
607200,284,NA,NA,NA,NA
607300,283,NA,NA,NA,NA
607400,281,NA,NA,NA,NA
607500,278,NA,NA,NA,NA
607600,279,NA,NA,NA,NA
607701,262,NA,NA,NA,NA
607702,263,NA,NA,NA,NA
607800,264,NA,NA,NA,NA
607900,265,NA,NA,NA,NA
608001,270,269,NA,NA,NA
608002,271,NA,NA,NA,NA
608004,266,NA,NA,NA,NA
608013,273,NA,NA,NA,NA
608023,272,NA,NA,NA,NA
608100,268,NA,NA,NA,NA
608200,267,NA,NA,NA,NA
608300,269,NA,NA,NA,NA
608400,274,NA,NA,NA,NA
608501,277,NA,NA,NA,NA
608502,276,NA,NA,NA,NA
608600,275,NA,NA,NA,NA
608700,286,NA,NA,NA,NA
608800,289,NA,NA,NA,NA
608900,288,NA,NA,NA,NA
609000,287,NA,NA,NA,NA
609100,310,NA,NA,NA,NA
609201,309,NA,NA,NA,NA
609202,309,NA,NA,NA,NA
609300,318,NA,NA,NA,NA
609400,308,NA,NA,NA,NA
609500,307,NA,NA,NA,NA
609601,306,NA,NA,NA,NA
609602,305,NA,NA,NA,NA
609603,304,NA,NA,NA,NA
609700,302,NA,NA,NA,NA
609800,303,NA,NA,NA,NA
609900,319,NA,NA,NA,NA
610000,317,NA,NA,NA,NA
610100,310,316,NA,NA,NA
610201,314,NA,NA,NA,NA
610202,315,NA,NA,NA,NA
610203,326,NA,NA,NA,NA
610302,313,NA,NA,NA,NA
610303,312,NA,NA,NA,NA
610304,311,NA,NA,NA,NA
610400,330,NA,NA,NA,NA
610500,329,NA,NA,NA,NA
610601,327,NA,NA,NA,NA
610602,328,NA,NA,NA,NA
610700,323,NA,NA,NA,NA
610800,324,NA,NA,NA,NA
610900,325,NA,NA,NA,NA
611000,320,NA,NA,NA,NA
611100,301,NA,NA,NA,NA
611200,321,NA,NA,NA,NA
611300,322,NA,NA,NA,NA
611400,342,NA,NA,NA,NA
611500,339,NA,NA,NA,NA
611600,338,NA,NA,NA,NA
611700,331,NA,NA,NA,NA
611800,332,NA,NA,NA,NA
611900,333,NA,NA,NA,NA
612000,334,NA,NA,NA,NA
612100,335,NA,NA,NA,NA
612500,340,NA,NA,NA,NA
612600,341,NA,NA,NA,NA
612700,343,NA,NA,NA,NA
612800,344,NA,NA,NA,NA
612900,345,NA,NA,NA,NA
613000,346,NA,NA,NA,NA
613200,298,NA,NA,NA,NA
613300,300,NA,NA,NA,NA
613400,299,NA,NA,NA,NA
613501,295,NA,NA,NA,NA
613502,294,NA,NA,NA,NA
613600,293,NA,NA,NA,NA
613700,296,NA,NA,NA,NA
613800,297,NA,NA,NA,NA
613900,337,336,NA,NA,NA
614000,228,229,NA,NA,NA
980000,1252,NA,NA,NA,NA
980200,56,NA,NA,NA,NA
980300,53,NA,NA,NA,NA
980501,158,NA,NA,NA,NA
980600,146,NA,NA,NA,NA
980900,142,NA,NA,NA,NA
981900,965,NA,NA,NA,NA
982000,966,NA,NA,NA,NA
983200,967,NA,NA,NA,NA
984300,239,NA,NA,NA,NA
